# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (2.600000000000000000e+01+0.000000000000000000e+00j), (-6.730155332473000337e-03-3.130233032897047213e-02j), (4.182515811238721718e-05+5.793421486607408191e-05j), (5.422568684165731697e-05+7.926181935461468621e-05j), (4.520925937019996607e-03+2.884516766084689599e-02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j), (-7.581255835136645020e-03-2.955087354355835638e-02j), (4.862929042753630029e-05+5.657335042721030235e-05j), (6.395827897011851712e-05+7.381182561733646218e-05j), (5.150668957219954949e-03+2.681294759463509134e-02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j), (-8.418326119205270935e-03-2.773195982110329000e-02j), (5.491575882927511029e-05+5.476958986814460122e-05j), (7.357880230846160295e-05+6.703759193421330383e-05j), (5.773104413877599116e-03+2.471916469534140431e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j), (-9.230249366409723141e-03-2.585786144995735544e-02j), (6.061135620473303372e-05+5.254361301572523283e-05j), (8.299393769198739441e-05+5.899373773176692692e-05j), (6.379670722794723858e-03+2.258023739923739615e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j), (-1.000632055389634803e-02-2.394109461979455900e-02j), (6.565297027261801589e-05+4.992250872114743619e-05j), (9.210933662383634466e-05+4.975399904522778731e-05j), (6.961994559316942582e-03+2.041275549271635500e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j), (-1.073638574078638469e-02-2.199430097741839757e-02j), (6.998895695465880671e-05+4.693921142393692338e-05j), (1.008320697823311717e-04+3.941002266064873836e-05j), (7.511997515362107448e-03+1.823331538940774904e-02j)
 (3.800000000000000000e+01+0.000000000000000000e+00j), (-1.141096850272632982e-02-2.003012866135759490e-02j), (7.358020918684133487e-05+4.363183066643964785e-05j), (1.090730613630962626e-04+2.806966114995709677e-05j), (8.021997133958786233e-03+1.605835578779701150e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j), (-1.202138163935848915e-02-1.806111459781171991e-02j), (7.640087836782611947e-05+4.004288729030027507e-05j), (1.167493942127343314e-04+1.585479536570152056e-05j), (8.484800909745038658e-03+1.390399563214928837e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j), (-1.255982268636538640e-02-1.609956985414934608e-02j), (7.843871890790115589e-05+3.621847267999598566e-05j), (1.237863709282793268e-04+2.898736316041110220e-06j), (8.893792007778945213e-03+1.178587629148310570e-02j)
 (4.400000000000000000e+01+0.000000000000000000e+00j), (-1.301945220128600082e-02-1.415746980801155241e-02j), (7.969504141588740437e-05+3.220734970180657328e-05j), (1.301192243020034224e-04-1.065671580306795133e-05j), (9.243005640982215540e-03+9.719009833500616424e-03j)
 (4.600000000000000000e+01+0.000000000000000000e+00j), (-1.339445424502893819e-02-1.224635079803688444e-02j), (8.018427620667507524e-05+2.806001574419023873e-05j), (1.356943866578043856e-04-2.466445316174326098e-05j), (9.527195253063829028e-03+7.717635201820555527e-03j)
 (4.800000000000000000e+01+0.000000000000000000e+00j), (-1.368007893237307288e-02-1.037721477683913214e-02j), (7.993316519510695135e-05+2.382774935782441627e-05j), (1.404702510630882219e-04-3.897535912126098677e-05j), (9.741887872558689654e-03+5.795084005442392890e-03j)
 (5.000000000000000000e+01+0.000000000000000000e+00j), (-1.387266735813232760e-02-8.560443291614977870e-03j), (7.897961597319163316e-05+1.956166232270977015e-05j), (1.444173867738750359e-04-5.344158542081592155e-05j), (9.883428227827702542e-03+3.963657499771881636e-03j)
 (5.200000000000000000e+01+0.000000000000000000e+00j), (-1.396965960524755232e-02-6.805721878955713587e-03j), (7.737126606639081782e-05+1.531177850550551005e-05j), (1.475182046782802037e-04-6.791966052501879339e-05j), (9.949011435380074667e-03+2.234516180369280035e-03j)
 (5.400000000000000000e+01+0.000000000000000000e+00j), (-1.396958689272796705e-02-5.121975687199421465e-03j), (7.516381721825243171e-05+1.112615964432165740e-05j), (1.497661036014941529e-04-8.227328239330309429e-05j), (9.936704287602324964e-03+6.175832264543908287e-04j)
 (5.600000000000000000e+01+0.000000000000000000e+00j), (-1.387204921343426593e-02-3.517316843336444447e-03j), (7.241920837602807423e-05+7.050096309078721241e-06j), (1.511641625215685684e-04-9.637565902413219301e-05j), (9.845455364209540483e-03-8.785371753148124531e-04j)
 (5.800000000000000000e+01+0.000000000000000000e+00j), (-1.367768003564496029e-02-1.999003775166865223e-03j), (6.920370134242140260e-05+3.125379882824144258e-06j), (1.517234743577705494e-04-1.101112800174224336e-04j), (9.675094368476909110e-03-2.246625820686222463e-03j)
 (6.000000000000000000e+01+0.000000000000000000e+00j), (-1.338809979327122875e-02-5.734123970924798067e-04j), (6.558595454076383065e-05-6.103313202783569538e-07j), (1.514612415446961154e-04-1.233770314662351432e-04j), (9.426321239627976842e-03-3.480898222182646912e-03j)
 (6.200000000000000000e+01+0.000000000000000000e+00j), (-1.300585996637299881e-02+7.539812163637775108e-04j), (6.163515798260661292e-05-4.124041544785409353e-06j), (1.503987699877616668e-04-1.360826033083477131e-04j), (9.100685713081630920e-03-4.577037762579122190e-03j)
 (6.400000000000000000e+01+0.000000000000000000e+00j), (-1.253437955902548216e-02+1.978607298364770239e-03j), (5.741929654707307140e-05-7.387835238601621187e-06j), (1.485595046918370809e-04-1.481501806794817075e-04j), (8.700558088560204906e-03-5.532212186106393211e-03j)
 (6.600000000000000000e+01+0.000000000000000000e+00j), (-1.197787572182718377e-02+3.096798838646312984e-03j), (5.300359953469854595e-05-1.037917799343387715e-05j), (1.459672465695054208e-04-1.595134560484469063e-04j), (8.229092022053116628e-03-6.345073583966033201e-03j)
 (6.800000000000000000e+01+0.000000000000000000e+00j), (-1.134129015068999734e-02+4.105779012818789805e-03j), (4.844922279735335062e-05-1.308109820770105101e-05j), (1.426446757116170698e-04-1.701160438267142801e-04j), (7.690180182735793964e-03-7.015742256409343569e-03j)
 (7.000000000000000000e+01+0.000000000000000000e+00j), (-1.063021273359349844e-02+5.003640694444402327e-03j), (4.381219636530249054e-05-1.548224883872041348e-05j), (1.386122826231303367e-04-1.799094204239137969e-04j), (7.088403613246298425e-03-7.545775041298324361e-03j)
 (7.200000000000000000e+01+0.000000000000000000e+00j), (-9.850803725725073776e-03+5.789319196946513153e-03j), (3.914265627046169949e-05-1.757685023562379425e-05j), (1.338877772828752852e-04-1.888505472002637887e-04j), (6.428975605734688070e-03-7.938118883860891678e-03j)
 (7.400000000000000000e+01+0.000000000000000000e+00j), (-9.009715524496909184e-03+6.462559380743235216e-03j), (3.448436508630458913e-05-1.936451643933076962e-05j), (1.284860087430226660e-04-1.968993586710398626e-04j), (5.717680862465696241e-03-8.197050580513339652e-03j)
 (7.600000000000000000e+01+0.000000000000000000e+00j), (-8.114014902559684231e-03+7.023878198543739501e-03j), (2.987451240054251030e-05-2.084996863013997747e-05j), (1.224193882060608249e-04-2.040163115344374679e-04j), (4.960810654831934730e-03-8.328103758725207556e-03j)
 (7.800000000000000000e+01+0.000000000000000000e+00j), (-7.171106351301966692e-03+7.474523647219450187e-03j), (2.534377471605450964e-05-2.204264074557271919e-05j), (1.156987692278191397e-04-2.101601903359584273e-04j), (4.165094635032559785e-03-8.337984253977625063e-03j)
 (8.000000000000000000e+01+0.000000000000000000e+00j), (-6.188656999724602426e-03+7.816430959209849649e-03j), (2.091660468648724727e-05-2.295618382452894782e-05j), (1.083347030227576404e-04-2.152863525336884919e-04j), (3.337629896800929034e-03-8.234475114460159881e-03j)
 (8.200000000000000000e+01+0.000000000000000000e+00j), (-5.174523412106333750e-03+8.052176712768612660e-03j), (1.661171248628617717e-05-2.360787746981063431e-05j), (1.003389576555025061e-04-2.193455700659359929e-04j), (2.485807831105508233e-03-8.026332506248338994e-03j)
 (8.400000000000000000e+01+0.000000000000000000e+00j), (-4.136680437991108010e-03+8.184931381772415221e-03j), (1.244269764034318325e-05-2.401795901957468131e-05j), (9.172616954110048753e-05-2.222835878654288750e-04j), (1.617239284325752528e-03-7.723173809566921157e-03j)
 (8.600000000000000000e+01+0.000000000000000000e+00j), (-3.083152192626984704e-03+8.218410695112608744e-03j), (8.418787745861520269e-06-2.420888356950214951e-05j), (8.251548578609992318e-05-2.240414745529153474e-04j), (7.396785031797614360e-04-7.335359194627607063e-03j)
 (8.800000000000000000e+01+0.000000000000000000e+00j), (-2.021945185438879349e-03+8.156826044222924635e-03j), (4.545640990230796126e-06-2.420453080822310767e-05j), (7.273205725647043302e-05-2.245567898285276366e-04j), (-1.390536557838041164e-04-6.873867948380821442e-03j)
 (9.000000000000000000e+01+0.000000000000000000e+00j), (-9.609835866309799019e-04+8.004834074159226237e-03j), (8.261718498693420773e-07-2.402937756214430264e-05j), (6.240825470604578122e-05-2.237655402787878099e-04j), (-1.011146764170883349e-03-6.350170796522047571e-03j)
 (9.200000000000000000e+01+0.000000000000000000e+00j), (9.195337602707996238e-05+7.767485524991898233e-03j), (-2.738636593758698416e-06-2.370765777823624255e-05j), (5.158450277084799791e-05-2.216048439551056716e-04j), (-1.868877594269140966e-03-5.776099433299188013e-03j)
 (9.400000000000000000e+01+0.000000000000000000e+00j), (1.129291871652997976e-03+7.450173359002327036e-03j), (-6.148965143604317555e-06-2.326253414980702222e-05j), (4.030965723705301945e-05-2.180161774997238706e-04j), (-2.704686076590247148e-03-5.163714439589455786e-03j)
 (9.600000000000000000e+01+0.000000000000000000e+00j), (2.143721707993105456e-03+7.058580214800725013e-03j), (-9.405461446259231998e-06-2.271530744306694781e-05j), (2.864088717561186128e-05-2.129490407365333790e-04j), (-3.511249849041798380e-03-4.525172740950641169e-03j)
 (9.800000000000000000e+01+0.000000000000000000e+00j), (3.128252238312215650e-03+6.598625268348062844e-03j), (-1.250863313651422598e-05-2.208469055802699104e-05j), (1.664306232306250231e-05-2.063648448362208972e-04j), (-4.281556758311370892e-03-3.872595734361315625e-03j)
 (1.000000000000000000e+02+0.000000000000000000e+00j), (4.076265746245636389e-03+6.076410646633613813e-03j), (-1.545834509481635699e-05-2.138617424421637760e-05j), (4.387684323128947562e-06-1.982408129877921850e-04j), (-5.008974631242884591e-03-3.217939196262197855e-03j)
 (1.020000000000000000e+02+0.000000000000000000e+00j), (4.981568055089443010e-03+5.498167624001974209e-03j), (-1.825342937699640070e-05-2.063151004167585527e-05j), (-8.048564924778360316e-06-1.885736777307121933e-04j), (-5.687317599698827816e-03-2.572866075053664280e-03j)
 (1.040000000000000000e+02+0.000000000000000000e+00j), (5.838436045311914610e-03+4.870202924276909907e-03j), (-2.089141158719207340e-05-1.982833336529983629e-05j), (-2.058555622920168218e-05-1.773829666690714124e-04j), (-6.310908241371248131e-03-1.948623266844085912e-03j)
 (1.060000000000000000e+02+0.000000000000000000e+00j), (6.641661709202802480e-03+4.198845543937687087e-03j), (-2.336835332533569159e-05-1.897994571965469347e-05j), (-3.314160587613784801e-05-1.647136873861917831e-04j), (-6.874634795105658523e-03-1.355923471321138348e-03j)
 (1.080000000000000000e+02+0.000000000000000000e+00j), (7.386592327918864789e-03+3.490394593329108029e-03j), (-2.567880684184308687e-05-1.808526993827369952e-05j), (-4.563539655108237570e-05-1.506382515327866275e-04j), (-7.374002725273705837e-03-8.048332216260135723e-04j)
 (1.100000000000000000e+02+0.000000000000000000e+00j), (8.069166326331591102e-03+2.751068716183936551e-03j), (-2.781587511049649224e-05-1.713898628445513573e-05j), (-5.798779492484784236e-05-1.352575152859868222e-04j), (-7.805179947017950801e-03-3.046681740344116826e-04j)
 (1.120000000000000000e+02+0.000000000000000000e+00j), (8.685944346898040805e-03+1.986957686572609662e-03j), (-2.977136809292755442e-05-1.613185050096581247e-05j), (-7.012344457159250396e-05-1.187008563280828098e-04j), (-8.165035082934028743e-03+1.361032740789433731e-04j)
 (1.140000000000000000e+02+0.000000000000000000e+00j), (9.234135086473818643e-03+1.203976793065341527e-03j), (-3.153604391428130045e-05-1.505118777093853484e-05j), (-8.197203192982622198e-05-1.011252536387464176e-04j), (-8.451168200797921914e-03+5.099470000550131383e-04j)
 (1.160000000000000000e+02+0.000000000000000000e+00j), (9.711615460186279539e-03+4.078246012781581672e-04j), (-3.309992191366245161e-05-1.388154940177149618e-05j), (-9.346914917412220143e-05-8.271338316930972284e-05j), (-8.661933579037084038e-03+8.103398147865046317e-04j)
 (1.180000000000000000e+02+0.000000000000000000e+00j), (1.011694469426592351e-02-3.960553605938128678e-04j), (-3.445265302221183417e-05-1.260551221817985211e-05j), (-1.045567088828465674e-04-6.367078741650212409e-05j), (-8.796454158606886731e-03+1.031834840274266970e-03j)
 (1.200000000000000000e+02+0.000000000000000000e+00j), (1.044937200466206952e-02-1.202508519647877815e-03j), (-3.558393163977717987e-05-1.120459448547331148e-05j), (-1.151828987435211428e-04-4.422221780974093064e-05j), (-8.854627462969657734e-03+1.170114768993067668e-03j)
 (1.220000000000000000e+02+0.000000000000000000e+00j), (1.070883758937338920e-02-2.006698396135440324e-03j), (-3.648393215741867342e-05-9.660256977050904741e-06j), (-1.253016976572845890e-04-2.460728376702081324e-05j), (-8.837122897775414113e-03+1.222032277043254072e-03j)
 (1.240000000000000000e+02+0.000000000000000000e+00j), (1.089596674822232263e-02-2.804130680949056854e-03j), (-3.714375256896595290e-05-7.954953794328035489e-06j), (-1.348720050788619650e-04-5.075569752189497066e-06j), (-8.745370474336697231e-03+1.185636992911890623e-03j)
 (1.260000000000000000e+02+0.000000000000000000e+00j), (1.101205704220109376e-02-3.590672081473280861e-03j), (-3.755584732237491117e-05-6.073194924754111259e-06j), (-1.438564611945229602e-04+1.411859938663083955e-05j), (-8.581541131906580966e-03+1.060188572871652128e-03j)
 (1.280000000000000000e+02+0.000000000000000000e+00j), (1.105905851289993962e-02-4.362563873083153375e-03j), (-3.771443177772008270e-05-4.002581391636222919e-06j), (-1.522200550186465697e-04+3.272155470184158244e-05j), (-8.348518959294150277e-03+8.461556000687710591e-04j)
 (1.300000000000000000e+02+0.000000000000000000e+00j), (1.103954709766566747e-02-5.116430195696504077e-03j), (-3.761584146002456137e-05-1.734774245832602426e-06j), (-1.599286296745809405e-04+5.048565039576432683e-05j), (-8.049865733131669754e-03+5.452002038678279176e-04j)
 (1.320000000000000000e+02+0.000000000000000000e+00j), (1.095669149435946413e-02-5.849281225830907371e-03j), (-3.725883078893552509e-05+7.336394610188576538e-07j), (-1.669473986204730008e-04+6.717441972369791342e-05j), (-7.689778295424485634e-03+1.601484851122592405e-04j)
 (1.340000000000000000e+02+0.000000000000000000e+00j), (1.081421384677269670e-02-6.558511431405113397e-03j), (-3.664479816893381607e-05+3.400417299283315422e-06j), (-1.732395835693708317e-04+8.256735372513537505e-05j), (-7.273039384724810409e-03-3.050529726872306660e-04j)
 (1.360000000000000000e+02+0.000000000000000000e+00j), (1.061634473365705156e-02-7.241893177507251200e-03j), (-3.577792721610168180e-05+6.257097737120439121e-06j), (-1.787652750474630228e-04+9.646416040651149544e-05j), (-6.804962611937282434e-03-8.453940311161370824e-04j)
 (1.380000000000000000e+02+0.000000000000000000e+00j), (1.036777304656247463e-02-7.897565996505930344e-03j), (-3.466523741105000122e-05+9.288625573058081693e-06j), (-1.834806010558630383e-04+1.086883909228864286e-04j), (-6.291332332547813246e-03-1.454870697101647925e-03j)
 (1.400000000000000000e+02+0.000000000000000000e+00j), (1.007359143023439131e-02-8.524021866569643849e-03j), (-3.331654147871743876e-05+1.247318367800860982e-05j), (-1.873372695721557072e-04+1.190903519640779861e-04j), (-5.738339211716128423e-03-2.126566745930480885e-03j)
 (1.420000000000000000e+02+0.000000000000000000e+00j), (9.739238030531201587e-03-9.120086861274764520e-03j), (-3.174431113163311830e-05+1.578224131218216989e-05j), (-1.902825282240002444e-04+1.275492580545791376e-04j), (-5.152512307452630780e-03-2.852746246240838238e-03j)
 (1.440000000000000000e+02+0.000000000000000000e+00j), (9.370435345877030017e-03-9.684899542604711448e-03j), (-2.996345726071703022e-05+1.918082212374739489e-05j), (-1.922595609856834608e-04+1.339746118968975191e-04j), (-4.540648510723320833e-03-3.624955810870558650e-03j)
 (1.460000000000000000e+02+0.000000000000000000e+00j), (8.973127007168790747e-03-1.021788647360630242e-02j), (-2.799103498179310396e-05+2.262798777342818832e-05j), (-1.932083186920200910e-04+1.383068333561282592e-04j), (-3.909740180868223267e-03-4.434135260985639856e-03j)
 (1.480000000000000000e+02+0.000000000000000000e+00j), (8.553413317018749087e-03-1.071873522852202776e-02j), (-2.584588789989153394e-05+2.607752620700304135e-05j), (-1.930667588289189016e-04+1.405171865172695890e-04j), (-3.266901801551519175e-03-5.270735275827317066e-03j)
 (1.500000000000000000e+02+0.000000000000000000e+00j), (8.117486362522919816e-03-1.118736528016419166e-02j), (-2.354824929972269647e-05+2.947882714293561748e-05j), (-1.917724514698442224e-04+1.406070780355685981e-04j), (-2.619296458162181061e-03-6.124840508585502157e-03j)
 (1.520000000000000000e+02+0.000000000000000000e+00j), (7.671565477941293294e-03-1.162389714877862246e-02j), (-2.111932049859875912e-05+3.277792154317626326e-05j), (-1.892644930838202437e-04+1.386068176906785348e-04j), (-1.974062903879681124e-03-6.986296581573129411e-03j)
 (1.540000000000000000e+02+0.000000000000000000e+00j), (7.221833777360589512e-03-1.202862020500894760e-02j), (-1.858084813231326640e-05+3.591865684480110199e-05j), (-1.854856586110606984e-04+1.345739430211078714e-04j), (-1.338243940292708958e-03-7.844839331652753156e-03j)
 (1.560000000000000000e+02+0.000000000000000000e+00j), (6.774376406100251873e-03-1.240195953227679962e-02j), (-1.595472256518104854e-05+3.884397566236523074e-05j), (-1.803847147340862463e-04+1.285912139738541813e-04j), (-7.187167912957971106e-04-8.690224659763214413e-03j)
 (1.580000000000000000e+02+0.000000000000000000e+00j), (6.335121077609303514e-03-1.274444227062715602e-02j), (-1.326261885727885255e-05+4.149726259612853660e-05j), (-1.739188134378450335e-04+1.207643809228042700e-04j), (-1.221260976972853908e-04-9.512357345875289277e-03j)
 (1.600000000000000000e+02+0.000000000000000000e+00j), (5.909781374514133483e-03-1.305666388378976146e-02j), (-1.052569978483145594e-05+4.382372173873328922e-05j), (-1.660558842997350766e-04+1.112198208758297059e-04j), (4.451798938606784284e-04-1.030141722174597943e-02j)
 (1.620000000000000000e+02+0.000000000000000000e+00j), (5.503803203170736999e-03-1.333925481232255822e-02j), (-7.764397353019481516e-06+4.577174646697969253e-05j), (-1.567769459007332738e-04+1.001021232512745409e-04j), (9.772094290544264695e-04-1.104798114700908211e-02j)
 (1.640000000000000000e+02+0.000000000000000000e+00j), (5.122314705145559338e-03-1.359284799625274688e-02j), (-4.998285184661839892e-06+4.729424311619546088e-05j), (-1.460782606458716729e-04+8.757168957856602102e-05j), (1.468383167449325644e-03-1.174313930768704044e-02j)
 (1.660000000000000000e+02+0.000000000000000000e+00j), (4.770079850720236429e-03-1.381804776849425778e-02j), (-2.246049281247902943e-06+4.834987112858109558e-05j), (-1.339732625080794959e-04+7.380239236786574641e-05j), (1.913585517864287025e-03-1.237860444812097400e-02j)
 (1.680000000000000000e+02+0.000000000000000000e+00j), (4.451455872240933122e-03-1.401540063332841306e-02j), (4.744408516181449731e-07+4.890416419287247848e-05j), (-1.204941932256535920e-04+5.897931876525765789e-05j), (2.308211030358505323e-03-1.294681275544517715e-02j)
 (1.700000000000000000e+02+0.000000000000000000e+00j), (4.170354641570889545e-03-1.418536845030058356e-02j), (3.145964600005153718e-06+4.893049970203657928e-05j), (-1.056933889107932378e-04+4.329660599963930411e-05j), (2.648205538177057870e-03-1.344101523779905535e-02j)
 (1.720000000000000000e+02+0.000000000000000000e+00j), (3.930208057647001027e-03-1.432830454115330797e-02j), (5.751696030498273615e-06+4.841088748989040097e-05j), (-8.964416566133040845e-05+2.695535942379705225e-05j), (2.930101791431344131e-03-1.385535857118602894e-02j)
 (1.740000000000000000e+02+0.000000000000000000e+00j), (3.733937487801255659e-03-1.444443322426358992e-02j), (8.274878761282612223e-06+4.733655321191932369e-05j), (-7.244125960941195019e-05+1.016163132555815433e-05j), (3.151049370767617947e-03-1.418495453296570591e-02j)
 (1.760000000000000000e+02+0.000000000000000000e+00j), (3.583927299635141558e-03-1.453383325612543284e-02j), (1.069845097599620802e-05+4.570829684858175021e-05j), (-5.420078406587628740e-05-6.875569494963322480e-06j), (3.308838714059873440e-03-1.442593729014150609e-02j)
 (1.780000000000000000e+02+0.000000000000000000e+00j), (3.482002527454215388e-03-1.459642562172228444e-02j), (1.300464629822918424e-05+4.353661256575038711e-05j), (-3.505967434962965545e-05-2.394627059305176400e-05j), (3.401919132657224391e-03-1.457550796573045711e-02j)
 (1.800000000000000000e+02+0.000000000000000000e+00j), (3.429410736360524996e-03-1.463196606443486342e-02j), (1.517459993547337434e-05+4.084156248302993835e-05j), (-1.517459993547237993e-05-4.084156248303046012e-05j), (3.429410736360523695e-03-1.463196606443486689e-02j)
