# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (-1.140000000000000000e+02+0.000000000000000000e+00j), (-9.107397426673206897e-03-2.136629977881235321e-03j), (6.089011969179954358e-05+5.433736610008778426e-05j), (-1.063213593782937261e-04-9.843738761962386404e-05j), (8.388614373691215959e-03-4.239742841458907121e-04j)
 (-1.120000000000000000e+02+0.000000000000000000e+00j), (-8.583930954522249468e-03-2.932772064367982889e-03j), (6.109445061060686044e-05+5.291621604376358056e-05j), (-9.002116698955010138e-05-1.150626081550419410e-04j), (8.103023475427809097e-03-6.650366788921220781e-05j)
 (-1.100000000000000000e+02+0.000000000000000000e+00j), (-7.991307355756368386e-03-3.699627438324036392e-03j), (6.045471108529687422e-05+5.117271941550951604e-05j), (-7.318963156357881231e-05-1.308788960018985063e-04j), (7.743765464788816485e-03+3.585790133186629418e-04j)
 (-1.080000000000000000e+02+0.000000000000000000e+00j), (-7.332361002996804107e-03-4.431320405946837654e-03j), (5.898159974533880365e-05+4.909812489782958329e-05j), (-5.585535996637753993e-05-1.457037534627743608e-04j), (7.313019266558692250e-03+8.438544218049673666e-04j)
 (-1.060000000000000000e+02+0.000000000000000000e+00j), (-6.610597018330264564e-03-5.121991827022161908e-03j), (5.670631350099845848e-05+4.668681146632894593e-05j), (-3.805223633343992695e-05-1.593551548398879493e-04j), (6.813713456006701037e-03+1.380920735157857874e-03j)
 (-1.040000000000000000e+02+0.000000000000000000e+00j), (-5.830163233655071171e-03-5.765832825228688584e-03j), (5.367987145215270752e-05+4.393766294949411207e-05j), (-1.982355044124657503e-05-1.716552249334377838e-04j), (6.249508072836558806e-03+1.960481142038358101e-03j)
 (-1.020000000000000000e+02+0.000000000000000000e+00j), (-4.995817992551753080e-03-6.357117495007164401e-03j), (4.997178101960008105e-05+4.085531936618170141e-05j), (-1.225670310456153979e-06-1.824345255570738891e-04j), (5.624767973667363884e-03+2.572443270388969239e-03j)
 (-1.000000000000000000e+02+0.000000000000000000e+00j), (-4.112894236459317156e-03-6.890234910936886108e-03j), (4.566809843721020989e-05+3.745122491177562307e-05j), (1.766899932550914444e-05-1.915367677586805688e-04j), (4.944527660747990820e-03+3.206029398223233032e-03j)
 (-9.800000000000000000e+01+0.000000000000000000e+00j), (-3.187260183007264210e-03-7.359720802132425736e-03j), (4.086896253444142211e-05+3.374440258979196901e-05j), (3.676998963843885814e-05-1.988237232923884023e-04j), (4.214447650693568109e-03+3.849896123857035526e-03j)
 (-9.600000000000000000e+01+0.000000000000000000e+00j), (-2.225276759247647815e-03-7.760289272347613287e-03j), (3.568570328607455395e-05+2.976190001587741959e-05j), (5.596783303100566134e-05-2.041800790108693126e-04j), (3.440762585382015418e-03+4.492262022058595740e-03j)
 (-9.400000000000000000e+01+0.000000000000000000e+00j), (-1.233751809846517699e-03-8.086864927279903068e-03j), (3.023764362114850576e-05+2.553886895006403886e-05j), (7.513431706795101227e-05-2.075179646850221573e-04j), (2.630221434014389393e-03+5.121041689947799201e-03j)
 (-9.200000000000000000e+01+0.000000000000000000e+00j), (-2.198909724297543251e-04-8.334615717528181048e-03j), (2.464872354728662491e-05+2.111826147408591339e-05j), (9.412395104243640625e-05-2.087808895378750443e-04j), (1.790020286198606286e-03+5.723984495270804940e-03j)
 (-9.000000000000000000e+01+0.000000000000000000e+00j), (8.087549893830236038e-04-8.498986724327334263e-03j), (1.904407927482416169e-05+1.655014708828157310e-05j), (1.127765958721381093e-04-2.079468454108486443e-04j), (9.277283856842097809e-04+6.288816282306293817e-03j)
 (-8.800000000000000000e+01+0.000000000000000000e+00j), (1.844346670570560414e-03-8.575735012597078891e-03j), (1.354670670381252705e-05+1.189067595209017888e-05j), (1.309211379921775421e-04-2.050303735829029825e-04j), (5.120819770113350130e-05+6.803382267986313008e-03j)
 (-8.600000000000000000e+01+0.000000000000000000e+00j), (2.878816625089127782e-03-8.560965559819527781e-03j), (8.274328811354931507e-06+7.200732669723627201e-06j), (1.483800257262607339e-04-2.000834452672637222e-04j), (-8.314695655729153687e-04+7.255789372156306108e-03j)
 (-8.400000000000000000e+01+0.000000000000000000e+00j), (3.903934355707146860e-03-8.451168147799021507e-03j), (3.336571014852656873e-06+2.544341211615997965e-06j), (1.649744362395225291e-04-1.931950691648984004e-04j), (-1.712114922017424689e-03+7.634546269045118516e-03j)
 (-8.200000000000000000e+01+0.000000000000000000e+00j), (4.911375893920321388e-03-8.243254984950921377e-03j), (-1.167471304752168569e-06-2.013106213494660709e-06j), (1.805298057215204736e-04-1.844896088870344626e-04j), (-2.582510465715173557e-03+7.928699518454596085e-03j)
 (-8.000000000000000000e+01+0.000000000000000000e+00j), (5.892798050921138273e-03-7.934598715935489016e-03j), (-5.151211810366426640e-06-6.406715928366435106e-06j), (1.948814369538906521e-04-1.741238638914261545e-04j), (-3.434504879195572364e-03+8.127964230328930950e-03j)
 (-7.800000000000000000e+01+0.000000000000000000e+00j), (6.839917259276815341e-03-7.523070378349633498e-03j), (-8.542061733170625384e-06-1.057397213959235528e-05j), (2.078798977121782549e-04-1.622830350726303921e-04j), (-4.260106865331778937e-03+8.222847829999957794e-03j)
 (-7.600000000000000000e+01+0.000000000000000000e+00j), (7.744592729540652511e-03-7.007076786381765364e-03j), (-1.128241506333879949e-05-1.445654804551301916e-05j), (2.193959401014173357e-04-1.491757558453110438e-04j), (-5.051578236141661925e-03+8.204765618008627928e-03j)
 (-7.400000000000000000e+01+0.000000000000000000e+00j), (8.598913426177783731e-03-6.385596760756070446e-03j), (-1.333014015948364158e-05-1.800197458279077057e-05j), (2.293247032940064895e-04-1.350284176032718773e-04j), (-5.801524905995097264e-03+8.066146952647384322e-03j)
 (-7.200000000000000000e+01+0.000000000000000000e+00j), (9.395288134057558360e-03-5.658215583403467322e-03j), (-1.465860737579642262e-05-2.116510317461759024e-05j), (2.375890075362783148e-04-1.200790518437435859e-04j), (-6.502984571753018042e-03+7.800531020441570616e-03j)
 (-7.000000000000000000e+01+0.000000000000000000e+00j), (1.012653765230231949e-02-4.825157033240522371e-03j), (-1.525629850282019875e-05-2.390931215705158842e-05j), (2.441416022079452596e-04-1.045710481060283827e-04j), (-7.149509919340305344e-03+7.402651295794747746e-03j)
 (-6.800000000000000000e+01+0.000000000000000000e+00j), (1.078598792844705397e-02-3.887312354507115476e-03j), (-1.512605581991712984e-05-2.620742162811721422e-05j), (2.489662911251327776e-04-8.874698648685228237e-05j), (-7.735246271568714006e-03+6.868507923111364516e-03j)
 (-6.600000000000000000e+01+0.000000000000000000e+00j), (1.136756274402087562e-02-2.846265519004867895e-03j), (-1.428403617666356550e-05-2.804229716309478382e-05j), (2.520779199508192637e-04-7.284284637916387602e-05j), (-8.255002681647397381e-03+6.195427381280865266e-03j)
 (-6.400000000000000000e+01+0.000000000000000000e+00j), (1.186587439293576574e-02-1.704314165894168370e-03j), (-1.275843890033465909e-05-2.940713809227843133e-05j), (2.535212694413562038e-04-5.708282093079953509e-05j), (-8.704315576589533726e-03+5.382108910997406015e-03j)
 (-6.200000000000000000e+01+0.000000000000000000e+00j), (1.227631066490292126e-02-4.644856351980422180e-04j), (-1.058807589299826021e-05-3.030545990085176491e-05j), (2.533689506992119179e-04-4.167492222154527213e-05j), (-9.079504160773093149e-03+4.428657300610050647e-03j)
 (-6.000000000000000000e+01+0.000000000000000000e+00j), (1.259511636385529307e-02+8.694524479351606935e-04j), (-7.820848667097054919e-06-3.075079203779136617e-05j), (2.517184417181306645e-04-2.680750878381314462e-05j), (-9.377716898880871996e-03+3.336601737450881414e-03j)
 (-5.800000000000000000e+01+0.000000000000000000e+00j), (1.281946756022711402e-02+2.292987533049699236e-03j), (-4.512191029404510895e-06-3.076612151050977362e-05j), (2.486884362969229078e-04-1.264680879257911082e-05j), (-9.596968506767285245e-03+2.108900540789782237e-03j)
 (-5.600000000000000000e+01+0.000000000000000000e+00j), (1.294753679780856134e-02+3.800863888345943492e-03j), (-7.235284559316943418e-07-3.038311885218790144e-05j), (2.444146958458758554e-04+6.645468551234270784e-07j), (-9.736166986774708043e-03+7.499317017872949567e-04j)
 (-5.400000000000000000e+01+0.000000000000000000e+00j), (1.297854755048818282e-02+5.387091107430204591e-03j), (3.479203341214436365e-06-2.964118639577253804e-05j), (2.390456016903037134e-04+1.300802329928479846e-05j), (-9.795130349897542346e-03-7.345307330084142232e-04j)
 (-5.200000000000000000e+01+0.000000000000000000e+00j), (1.291281634931499243e-02+7.044959689027528553e-03j), (8.026946915987978595e-06-2.858636951414828049e-05j), (2.327376010567551532e-04+2.428880332029455025e-05j), (-9.774592771021245463e-03-2.337354283493237386e-03j)
 (-5.000000000000000000e+01+0.000000000000000000e+00j), (1.275178117204967508e-02+8.767063923793366742e-03j), (1.284879339521064734e-05-2.727017001341568373e-05j), (2.256507256166048162e-04+3.443466257979731877e-05j), (-9.676200026015926645e-03-4.050099393243172981e-03j)
 (-4.800000000000000000e+01+0.000000000000000000e+00j), (1.249801490055459444e-02+1.054533223828931117e-02j), (1.787311716834456924e-05-2.574829773902676707e-05j), (2.179443393804670877e-04+4.339425763974107581e-05j), (-9.502494161928314725e-03-5.863084129221436680e-03j)
 (-4.600000000000000000e+01+0.000000000000000000e+00j), (1.215522289980742500e-02+1.237106505398805414e-02j), (2.302856456541959825e-05-2.407939227434430866e-05j), (2.097732452988360790e-04+5.113500181920298206e-05j), (-9.256887455309130777e-03-7.765461704624458152e-03j)
 (-4.400000000000000000e+01+0.000000000000000000e+00j), (1.172822404924400187e-02+1.423498011926147173e-02j), (2.824489229391017616e-05-2.232374197098390989e-05j), (2.012842495791694305e-04+5.764070741695283333e-05j), (-8.943625820146607064e-03-9.745310177340728991e-03j)
 (-4.200000000000000000e+01+0.000000000000000000e+00j), (1.122291485545086863e-02+1.612726516579807493e-02j), (3.345365676565912309e-05-2.054202298252801127e-05j), (1.926132517687950013e-04+6.290916471900386193e-05j), (-8.567741936977638084e-03-1.178973354871768256e-02j)
 (-4.000000000000000000e+01+0.000000000000000000e+00j), (1.064621658778346948e-02+1.803763762959344555e-02j), (3.858876011639572650e-05-1.879407690036818387e-05j), (1.838828990306232614e-04+6.694981014869334193e-05j), (-8.134998488997012209e-03-1.388497336260449515e-02j)
 (-3.800000000000000000e+01+0.000000000000000000e+00j), (1.000600569829400606e-02+1.995541106304666093e-02j), (4.358686283110751195e-05-1.713774230197371209e-05j), (1.752008162677383548e-04+6.978161008752058409e-05j), (-7.651822009232916479e-03-1.601652978579464273e-02j)
 (-3.600000000000000000e+01+0.000000000000000000e+00j), (9.311028107690570710e-03+2.186956775181319104e-02j), (4.838767654507854113e-05-1.562775315589214265e-05j), (1.666584008550373714e-04+7.143125582186037341e-05j), (-7.125227964228131837e-03-1.816929104081794338e-02j)
 (-3.400000000000000000e+01+0.000000000000000000e+00j), (8.570798253545668099e-03+2.376883694124967694e-02j), (5.293415384467255468e-05-1.431471557975075686e-05j), (1.583301522483365883e-04+7.193173139119969260e-05j), (-6.562737822574455510e-03-2.032766996308085772e-02j)
 (-3.200000000000000000e+01+0.000000000000000000e+00j), (7.795484099681454157e-03+2.564177797602766595e-02j), (5.717259472802323829e-05-1.324417378583420914e-05j), (1.502734927774998519e-04+7.132128236684547181e-05j), (-5.972288978890669120e-03-2.247574636875064938e-02j)
 (-3.000000000000000000e+01+0.000000000000000000e+00j), (6.995779590994854330e-03+2.747686756606814232e-02j), (6.105269171969257655e-05-1.245577594345273563e-05j), (1.425290262664281502e-04+6.964278203165072184e-05j), (-5.362138522666900879e-03-2.459741384915195908e-02j)
 (-2.800000000000000000e+01+0.000000000000000000e+00j), (6.182766300790249608e-03+2.926259031525289475e-02j), (6.452753732196268117e-05-1.198255085166373667e-05j), (1.351211753112387614e-04+6.694346390236827389e-05j), (-4.740761953787934503e-03-2.667652955285414532e-02j)
 (-2.600000000000000000e+01+0.000000000000000000e+00j), (5.367766253163534784e-03+3.098753158862923088e-02j), (6.755361835222731346e-05-1.185030643875513212e-05j), (1.280591355172583325e-04+6.327496736829045694e-05j), (-4.116748049247082909e-03-2.869706547855062698e-02j)
 (-2.400000000000000000e+01+0.000000000000000000e+00j), (4.562188106745320056e-03+3.264047175050618921e-02j), (7.009082157830791001e-05-1.207716089763502324e-05j), (1.213380851531916906e-04+5.869362720322607101e-05j), (-3.498691175406332208e-03-3.064325978032893250e-02j)
 (-2.200000000000000000e+01+0.000000000000000000e+00j), (3.777369054137435459e-03+3.421048078047723984e-02j), (7.210247376308786464e-05-1.267321649101854987e-05j), (1.149405909725857624e-04+5.326092809861727475e-05j), (-2.895082414139430859e-03-3.249976658156891740e-02j)
 (-2.000000000000000000e+01+0.000000000000000000e+00j), (3.024414920169662263e-03+3.568701226665595833e-02j), (7.355543666504073806e-05-1.364038455757693921e-05j), (1.088381549079498069e-04+4.704404193895064286e-05j), (-2.314200926690647593e-03-3.425180280385571596e-02j)
 (-1.800000000000000000e+01+0.000000000000000000e+00j), (2.314041028585297078e-03+3.705999578407245809e-02j), (7.442027368623386845e-05-1.497236795615627696e-05j), (1.029928515805531638e-04+4.011636766849819278e-05j), (-1.764007013896482434e-03-3.588529054211024583e-02j)
 (-1.600000000000000000e+01+0.000000000000000000e+00j), (1.656416448525533302e-03+3.831992668930337548e-02j), (7.467149978364073261e-05-1.665480413340961310e-05j), (9.735901277693146403e-05+3.255800035513551293e-05j), (-1.252038343904003604e-03-3.738699355570984650e-02j)
 (-1.400000000000000000e+01+0.000000000000000000e+00j), (1.061014227418502097e-03+3.945795239757936279e-02j), (7.428792012929860233e-05-1.866556831801742782e-05j), (9.188492195113216743e-05+2.445606632469156234e-05j), (-7.853108075895719317e-04-3.874464649684094403e-02j)
 (-1.200000000000000000e+01+0.000000000000000000e+00j), (5.364701645662392623e-04+4.046595425298880888e-02j), (7.325305608102991410e-05-2.097523223483764801e-05j), (8.651448914265763091e-05+1.590487382349831667e-05j), (-3.702254269979621216e-04-3.994707556085434069e-02j)
 (-1.000000000000000000e+01+0.000000000000000000e+00j), (9.045257961034230021e-05+4.133662415317760491e-02j), (7.155564964701839246e-05-2.354766945096819827e-05j), (8.118888414089044678e-05+7.005842393309267668e-06j), (-1.248268330020934411e-05-4.098430931832298257e-02j)
 (-8.000000000000000000e+00+0.000000000000000000e+00j), (-2.704546172291638260e-04+4.206353514440667324e-02j), (6.919023019179049465e-05-2.634079429236418638e-05j), (7.584811290263341905e-05-2.132812049846283448e-06j), (2.829944515082252927e-04-4.184767857415484793e-02j)
 (-6.000000000000000000e+00+0.000000000000000000e+00j), (-5.408534392360791424e-04+4.264120525868014822e-02j), (6.615772006672549464e-05-2.930741747780323176e-05j), (7.043252870650906685e-05-1.139664643864520487e-05j), (5.121275997514670476e-04-4.252990419506097464e-02j)
 (-4.000000000000000000e+00+0.000000000000000000e+00j), (-7.166160440182816390e-04+4.306515392017673527e-02j), (6.246604958495171256e-05-3.239619844677349230e-05j), (6.488427483372803868e-05-2.066581254610193869e-05j), (6.717391266786097411e-04-4.302517195239416448e-02j)
 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-7.949500599302106391e-04+4.333195030240619139e-02j), (5.813074670423112205e-05-3.555267198999326731e-05j), (5.914865923528228608e-05-2.981612054850304129e-05j), (7.595964447918732241e-04-4.332919354243164323e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.744437294916023092e-04+4.343925307013638687e-02j), (5.317546328415252141e-05-3.872032533538438714e-05j), (5.317546328415271792e-05-3.872032533538166308e-05j), (7.744437294916023092e-04-4.343925307013638687e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j), (6.550899249716651005e-04-4.338584099184545489e-02j), (-4.763239812630175638e-05+4.184170132495858518e-05j), (-4.692018605700539206e-05+4.724961108205946009e-05j), (-7.160204804693446950e-04+4.335423841474950885e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j), (4.382884607498159610e-04-4.317163396059237740e-02j), (-4.154257737798037683e-05+4.485950368946386134e-05j), (-4.034522258026920544e-05+5.527524564596541010e-05j), (-5.850665551624383443e-04+4.307465703565806908e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j), (1.268265158744172078e-04-4.279770401585410167e-02j), (-3.495595537263707368e-05+4.771768156922986449e-05j), (-3.342096929416483818e-05+6.267037369338669499e-05j), (-3.833135027962541563e-04+4.260263592419959860e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j), (-2.751626185484362858e-04-4.226627601854129196e-02j), (-2.793130357918854539e-05+5.036247217419383783e-05j), (-2.612684308745558218e-05+6.931191562335942743e-05j), (-1.134622370673439920e-04+4.194190556050808594e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j), (-7.622618464927455534e-04-4.158071769897028758e-02j), (-2.053586191993243229e-05+5.274338263003297713e-05j), (-1.845219234758479874e-05+7.508253782902469414e-05j), (2.208527009167415909e-04+4.109776789333323410e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j), (-1.327852605393938347e-03-4.074551887586540938e-02j), (-1.284473507478802523e-05+5.481409442407407658e-05j), (-1.039707048414827823e-05+7.987265817328973773e-05j), (6.151118238178056394e-04+4.007704852388640354e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j), (-1.964215821899124772e-03-3.976625973612622073e-02j), (-4.940026208462710720e-06+5.653327626977696876e-05j), (-1.972835387956523521e-06+8.358244841821162066e-05j), (1.063971647122287324e-03+3.888803344089809128e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j), (-2.662649701606739291e-03-3.864956817227513386e-02j), (3.090288552813721955e-06+5.786529351638964230e-05j), (6.797466607456723792e-06+8.612379255955582822e-05j), (1.561337026659106227e-03+3.754039082195278348e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j), (-3.413602230281272739e-03-3.740306629852190035e-02j), (1.115373006460393305e-05+5.878080435834204086e-05j), (1.587897545859889427e-05+8.742215660455982288e-05j), (2.100443813671653073e-03+3.604507858415748056e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j), (-4.206815964521458395e-03-3.603530640757295761e-02j), (1.915490408808812254e-05+5.925723502137225554e-05j), (2.522519183549462959e-05+8.741832153057189751e-05j), (2.673950580982046351e-03+3.441423853361864210e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j), (-5.031482438973288590e-03-3.455569678777706266e-02j), (2.699726958160517999e-05+5.927912784758589056e-05j), (3.477848554407934672e-05+8.606992742729032515e-05j), (3.274038018398034780e-03+3.266107812610886951e-02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j), (-5.876403323285559442e-03-3.297441799169100601e-02j), (3.458503956486134442e-05+5.883835784081567597e-05j), (4.447096095357935027e-05+8.335277378894067528e-05j), (3.892514464303001125e-03+3.079974100861991929e-02j)
