# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (2.400000000000000000e+01+0.000000000000000000e+00j), (-3.893508906047084966e-03-3.240205623550703601e-02j), (-6.190816442835940091e-05-1.067665128725435751e-04j), (-1.390464861937677375e-04-1.789760260544421481e-04j), (2.726499165441025746e-03+3.035702996757668262e-02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j), (-4.760965118093914671e-03-3.078937624327493863e-02j), (-6.906709358576794096e-05-1.012932329110267221e-04j), (-1.564501771155688285e-04-1.716536662215060950e-04j), (3.392935332384921805e-03+2.844985018065930571e-02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j), (-5.641605852207341211e-03-2.910779888373692809e-02j), (-7.610507443857928735e-05-9.542136105703110868e-05j), (-1.741620443336927809e-04-1.625063080782165349e-04j), (4.066240625221966692e-03+2.647224813456201808e-02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j), (-6.523549612764432959e-03-2.736802630456863089e-02j), (-8.292333956195002882e-05-8.917137961718874840e-05j), (-1.920018933186384564e-04-1.515666989443575832e-04j), (4.737007533312854492e-03+2.443953484664947162e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j), (-7.394958642827337454e-03-2.558095390166486086e-02j), (-8.942355654687226879e-05-8.256524433919502871e-05j), (-2.097808732732465357e-04-1.388868353028837579e-04j), (5.395873372737993931e-03+2.236726653184388514e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j), (-8.244194443705972833e-03-2.375758660450271939e-02j), (-9.550928010487533943e-05-7.562661227144118600e-05j), (-2.273042366764444519e-04-1.245378882597134810e-04j), (6.033644875237363821e-03+2.027109850421264861e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j), (-9.059967981781309396e-03-2.190895511809191898e-02j), (-1.010874055188521435e-04-6.838116635113629751e-05j), (-2.443740834556103712e-04-1.086098904503108610e-04j), (6.641419876574115345e-03+1.816663765047516615e-02j)
 (3.800000000000000000e+01+0.000000000000000000e+00j), (-9.831482340896454189e-03-2.004603274753992762e-02j), (-1.060696253567383070e-04-6.085701242920272413e-05j), (-2.607920681274373729e-04-9.121121316051945946e-05j), (7.210704236515319554e-03+1.606929480028842019e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j), (-1.054856571727018008e-02-1.817965346859537132e-02j), (-1.103738891297212057e-04-5.308511565820675060e-05j), (-2.763620528990397437e-04-7.246787106968205158e-05j), (7.733522156621411639e-03+1.399413840442892930e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j), (-1.120179283317144538e-02-1.632043195007022371e-02j), (-1.139258605846773771e-04-4.509973624867173243e-05j), (-2.908926931721846965e-04-5.252269723602856618e-05j), (8.202518138087817878e-03+1.195575101771131389e-02j)
 (4.400000000000000000e+01+0.000000000000000000e+00j), (-1.178259306549448750e-02-1.447868627909302229e-02j), (-1.166603599429061263e-04-3.693882023739086410e-05j), (-3.041999441994501312e-04-3.153443195294993037e-05j), (8.611048942826436334e-03+9.968090161886903819e-03j)
 (4.600000000000000000e+01+0.000000000000000000e+00j), (-1.228334384499985346e-02-1.266436418357429899e-02j), (-1.185227693109930440e-04-2.864429965529521855e-05j), (-3.161094789501383033e-04-9.676765460615254137e-06j), (8.953264087787531425e-03+8.044355207161324114e-03j)
 (4.800000000000000000e+01+0.000000000000000000e+00j), (-1.269744817920290432e-02-1.088697358260814693e-02j), (-1.194703696232368229e-04-2.026225866817260197e-05j), (-3.264590077431231722e-04+1.286263385696970565e-05j), (9.224173613871991875e-03+6.196861951085307421e-03j)
 (5.000000000000000000e+01+0.000000000000000000e+00j), (-1.301939548278352628e-02-9.155518318115266410e-03j), (-1.194735679255275282e-04-1.184292795990456515e-05j), (-3.351004900727829871e-04+3.588308684176750966e-05j), (9.419702122929073454e-03+4.436926582408412187e-03j)
 (5.200000000000000000e+01+0.000000000000000000e+00j), (-1.324480525785723221e-02-7.478439922419676152e-03j), (-1.185169657407153857e-04-3.440478614957978655e-06j), (-3.419022284209509302e-04+5.917186373828643990e-05j), (9.536728363052353330e-03+2.774760687753269513e-03j)
 (5.400000000000000000e+01+0.000000000000000000e+00j), (-1.337045354387942156e-02-5.863566249085557479e-03j), (-1.166002137800078444e-04+4.887401479301835070e-06j), (-3.467508327599409194e-04+8.250515287181990902e-05j), (9.573109955167587171e-03+1.219378884897034032e-03j)
 (5.600000000000000000e+01+0.000000000000000000e+00j), (-1.339428244210310627e-02-4.318067731248945162e-03j), (-1.137385963331808211e-04+1.308015192911245224e-05j), (-3.495530428686957950e-04+1.056490726666973844e-04j), (9.527693182344264961e-03-2.214794557460089230e-04j)
 (5.800000000000000000e+01+0.000000000000000000e+00j), (-1.331539339863122874e-02-2.848421927480626007e-03j), (-1.099632909643446902e-04+2.107519328104508324e-05j), (-3.502373933893967290e-04+1.283607798551308823e-04j), (9.400308095545551954e-03-1.541413111468516433e-03j)
 (6.000000000000000000e+01+0.000000000000000000e+00j), (-1.313402528746365587e-02-1.460386866926005524e-03j), (-1.053212559921284724e-04+2.880896342156976517e-05j), (-3.487557036023925124e-04+1.503897416852121476e-04j), (9.191749513145870340e-03-2.735405459084478980e-03j)
 (6.200000000000000000e+01+0.000000000000000000e+00j), (-1.285151865356817802e-02-1.589835134659688457e-04j), (-9.987470957419500100e-05+3.621809736403944961e-05j), (-3.450843700670460767e-04+1.714792499702508678e-04j), (8.903744793951817380e-03-3.799853671205124638e-03j)
 (6.400000000000000000e+01+0.000000000000000000e+00j), (-1.247026773889402772e-02+1.051512562790253309e-03j), (-9.370017956346622895e-05+4.324069987264341343e-05j), (-3.392254355485609953e-04+1.913682582814987560e-04j), (8.538909532913809344e-03-4.732580150072714792e-03j)
 (6.600000000000000000e+01+0.000000000000000000e+00j), (-1.199366210567160557e-02+2.167570480653240039e-03j), (-8.688712178609967493e-05+4.981765270665709523e-05j), (-3.312074021706486464e-04+2.097936192124835362e-04j), (8.100692554893422492e-03-5.532826019552066800e-03j)
 (6.800000000000000000e+01+0.000000000000000000e+00j), (-1.142601977845153841e-02+3.186394763977685746e-03j), (-7.953612481554531535e-05+5.589389460959696141e-05j), (-3.210857508734070507e-04+2.264927857177035590e-04j), (7.593311756549207120e-03-6.201226839539705771e-03j)
 (7.000000000000000000e+01+0.000000000000000000e+00j), (-1.077251384058970814e-02+4.105908215137161685e-03j), (-7.175674026276839695e-05+6.141961288332123132e-05j), (-3.089431236447461341e-04+2.412070189948044372e-04j), (7.021682463955198489e-03-6.739771054383052185e-03j)
 (7.200000000000000000e+01+0.000000000000000000e+00j), (-1.003909433950458431e-02+4.924727946907557843e-03j), (-6.366499754808079285e-05+6.635129048607974552e-05j), (-2.948891204949827000e-04+2.536851159225433959e-04j), (6.391340031168497166e-03-7.151742024929189784e-03j)
 (7.400000000000000000e+01+0.000000000000000000e+00j), (-9.232407181855839182e-03+5.642135800954324945e-03j), (-5.538067957392063013e-05+7.065256171867672719e-05j), (-2.790596608108404132e-04+2.636876331284897105e-04j), (5.708358402782944332e-03-7.441644809835456370e-03j)
 (7.600000000000000000e+01+0.000000000000000000e+00j), (-8.359711445873038715e-03+6.258044551126385781e-03j), (-4.702444935675866689e-05+7.429484201235334582e-05j), (-2.616158596866231399e-04+2.709915444933530147e-04j), (4.979266304599454587e-03-7.615119144097079809e-03j)
 (7.800000000000000000e+01+0.000000000000000000e+00j), (-7.428796221355852582e-03+6.772961385583337046e-03j), (-3.871492646353365963e-05+7.725771211910437586e-05j), (-2.427423751524391984e-04+2.753952270502198272e-04j), (4.210962616575961680e-03-7.678840301392267191e-03j)
 (8.000000000000000000e+01+0.000000000000000000e+00j), (-6.447897732489350602e-03+7.187950170798556096e-03j), (-3.056581538133051846e-05+7.952905293900274040e-05j), (-2.226451927481556731e-04+2.767236299619766130e-04j), (3.410632329074472346e-03-7.640409714068921963e-03j)
 (8.200000000000000000e+01+0.000000000000000000e+00j), (-5.425617133128370941e-03+7.504593916114936022e-03j), (-2.268318551580421544e-05+8.110494300768741449e-05j), (-2.015488300801220587e-04+2.748334458892489067e-04j), (2.585664296644938319e-03-7.508237355254395416e-03j)
 (8.400000000000000000e+01+0.000000000000000000e+00j), (-4.370839019567516505e-03+7.724958680459447120e-03j), (-1.516299461492229656e-05+8.198934502876519242e-05j), (-1.796929657738409046e-04+2.696180768164990228e-04j), (1.743571793803543480e-03-7.291417959300634279e-03j)
 (8.600000000000000000e+01+0.000000000000000000e+00j), (-3.292650412680871077e-03+7.851559901485841847e-03j), (-8.088934728432707995e-06+8.219361961526243615e-05j), (-1.573285239056363576e-04+2.610121701190796042e-04j), (8.919166555453506180e-04-6.999603170014268363e-03j)
 (8.800000000000000000e+01+0.000000000000000000e+00j), (-2.200259747309829018e-03+7.887331797871103417e-03j), (-1.530663387202663089e-06+8.173591266993637339e-05j), (-1.347132752194852320e-04+2.489954974921566931e-04j), (3.823756259916071942e-05-6.642871663860596548e-03j)
 (9.000000000000000000e+01+0.000000000000000000e+00j), (-1.102915293748584586e-03+7.835600120405647115e-03j), (4.457536175342921850e-06+8.064046696607023645e-05j), (-1.121070482771780071e-04+2.335959605876261136e-04j), (-8.100171820956679784e-04-6.231599202837034487e-03j)
 (9.200000000000000000e+01+0.000000000000000000e+00j), (-9.822437877020092723e-06+7.700058134544145866e-03j), (9.837641793921029677e-06+7.893690823239728042e-05j), (-8.976667475508030868e-05+2.148915330193829846e-04j), (-1.645552234473901879e-03-5.776330436030554204e-03j)
 (9.400000000000000000e+01+0.000000000000000000e+00j), (1.069940633108661327e-03+7.484745336544061829e-03j), (1.458832158310135151e-05+7.665955152802252418e-05j), (-6.794082073467769256e-05+1.930109878612319132e-04j), (-2.461283166222378617e-03-5.287654098338733996e-03j)
 (9.600000000000000000e+01+0.000000000000000000e+00j), (2.127509059961774779e-03+7.194028067660029370e-03j), (1.870491871078347980e-05+7.384676542009546685e-05j), (-4.686487737892229934e-05+1.681333108274644049e-04j), (-3.250389953516419697e-03-4.776083058517959987e-03j)
 (9.800000000000000000e+01+0.000000000000000000e+00j), (3.154319148847737134e-03+6.832580923853668470e-03j), (2.219901973369979733e-05+7.054042027910219551e-05j), (-2.675609745648301760e-05+1.404857589554407650e-04j), (-4.006366255989180294e-03-4.251940455942604044e-03j)
 (1.000000000000000000e+02+0.000000000000000000e+00j), (4.142197414282461007e-03+6.405367684729597159e-03j), (2.509764587033134215e-05+6.678543396424467147e-05j), (-7.809166926057811063e-06+1.103405890035253462e-04j), (-4.723064809094351321e-03-3.725252945304810635e-03j)
 (1.020000000000000000e+02+0.000000000000000000e+00j), (5.083449894017082020e-03+5.917620420222807244e-03j), (2.744211412769602848e-05+6.262941451506138092e-05j), (9.807607857377306527e-06+7.801054466529976680e-05j), (-5.394739280166401321e-03-3.205651849473843597e-03j)
 (1.040000000000000000e+02+0.000000000000000000e+00j), (5.970950374643056204e-03+5.374815483509337403e-03j), (2.928661896483561396e-05+5.812238646301080044e-05j), (2.595533696564117563e-05+4.384325268051435004e-05j), (-6.016082929608613898e-03-2.702282810487684640e-03j)
 (1.060000000000000000e+02+0.000000000000000000e+00j), (6.798225781204147132e-03+4.782645260903224671e-03j), (3.069658557968598365e-05+5.331657622043966529e-05j), (4.052667835652981414e-05+8.214730823493677901e-06j), (-6.582264376969800858e-03-2.223724333723555574e-03j)
 (1.080000000000000000e+02+0.000000000000000000e+00j), (7.559536677491337717e-03+4.146984812241998747e-03j), (3.174684363795732815e-05+4.826622370138502046e-05j), (5.344697451120802666e-05-2.847774803778144526e-05j), (-7.088960701803889361e-03-1.777915446020042652e-03j)
 (1.100000000000000000e+02+0.000000000000000000e+00j), (8.249950626991926078e-03+3.473852878536890301e-03j), (3.251966619851352145e-05+4.302738261770594421e-05j), (6.467435113716110695e-05-6.582316484639897877e-05j), (-7.532388016894792961e-03-1.372092538936398650e-03j)
 (1.120000000000000000e+02+0.000000000000000000e+00j), (8.865406100228250333e-03+2.769367131367292054e-03j), (3.310271367382607293e-05+3.765767117940715269e-05j), (7.419878442324075564e-05-1.034043546091031911e-04j), (-7.909329543313924765e-03-1.012735346136511881e-03j)
 (1.140000000000000000e+02+0.000000000000000000e+00j), (9.402764694608170548e-03+2.039693960657069493e-03j), (3.358691780199874155e-05+3.221593825308769323e-05j), (8.204019272576029839e-05-1.408054223440910468e-04j), (-8.217161100101268156e-03-7.055219104175547906e-04j)
 (1.160000000000000000e+02+0.000000000000000000e+00j), (9.859849658600464486e-03+1.290993512863463115e-03j), (3.406433656210392202e-05+2.676181708119488594e-05j), (8.824565429824033659e-05-1.776187209254825525e-04j), (-8.453873803672412243e-03-4.552923311507379523e-04j)
 (1.180000000000000000e+02+0.000000000000000000e+00j), (1.023546907228690094e-02+5.293610703899066881e-04j), (3.462600828265647207e-05+2.135514879758198425e-05j), (9.288589161390784345e-05-2.134511729119453142e-04j), (-8.618093660864904748e-03-2.660210455257062175e-04j)
 (1.200000000000000000e+02+0.000000000000000000e+00j), (1.052942250995674012e-02-2.392338209025956467e-04j), (3.535983215392978711e-05+1.605527029209581855e-05j), (9.605119242621828948e-05-2.479297655448878756e-04j), (-8.709097642001693840e-03-1.407973843672033899e-04j)
 (1.220000000000000000e+02+0.000000000000000000e+00j), (1.074249056773434775e-02-1.009008836278568787e-03j), (3.634850295838838253e-05+1.092017440295248873e-05j), (9.784695622401508796e-05-2.807061028570372648e-04j), (-8.726825742891047843e-03-8.181415163037616923e-05j)
 (1.240000000000000000e+02+0.000000000000000000e+00j), (1.087640724471230884e-02-1.774429192639909343e-03j), (3.766752981668910062e-05+6.005563795056803512e-06j), (9.838906135947343354e-05-3.114599572701538116e-04j), (-8.671888492716444893e-03-9.036400115925101700e-05j)
 (1.260000000000000000e+02+0.000000000000000000e+00j), (1.093381578126486481e-02-2.530264994832259924e-03j), (3.938337163211105634e-05+1.363832081077346584e-06j), (9.779924302566314132e-05-3.399018210732227961e-04j), (-8.545569342342568611e-03-1.668434193021026298e-04j)
 (1.280000000000000000e+02+0.000000000000000000e+00j), (1.091820914496938882e-02-3.271643864311890582e-03j), (4.155172507611654804e-05-2.956984259862011021e-06j), (9.620065652414542601e-05-3.657745118614007295e-04j), (-8.349821377200685943e-03-3.107641613956434266e-04j)
 (1.300000000000000000e+02+0.000000000000000000e+00j), (1.083385687788499495e-02-3.994097265536740438e-03j), (4.421600369507527011e-05-6.914232637045633402e-06j), (9.371377576819089905e-05-3.888539319559913680e-04j), (-8.087257841390749213e-03-5.207720276875247656e-04j)
 (1.320000000000000000e+02+0.000000000000000000e+00j), (1.068572044961105770e-02-4.693599182116600134e-03j), (4.740604834849532564e-05-1.047159586423625704e-05j), (9.045274616746382926e-05-4.089491173157539850e-04j), (-7.761136033985955619e-03-7.946728939257472922e-04j)
 (1.340000000000000000e+02+0.000000000000000000e+00j), (1.047935957698011532e-02-5.366596090989627678e-03j), (5.113710911373306537e-05-1.359991500513766754e-05j), (8.652227672671797948e-05-4.259017346837247866e-04j), (-7.375334242057988987e-03-1.129465928211550009e-03j)
 (1.360000000000000000e+02+0.000000000000000000e+00j), (1.022083216066126989e-02-6.010027517980950917e-03j), (5.540913656239372182e-05-1.627783442842478044e-05j), (8.201512122467911892e-05-4.395851958708239414e-04j), (-6.934321503414287054e-03-1.521383924410280595e-03j)
 (1.380000000000000000e+02+0.000000000000000000e+00j), (9.916590547750420842e-03-6.621336810695687032e-03j), (6.020641567487708650e-05-1.849222777124410113e-05j), (7.701016538589429330e-05-4.499035553441937322e-04j), (-6.443120139953237464e-03-1.965940660406070330e-03j)
 (1.400000000000000000e+02+0.000000000000000000e+00j), (9.573376762792025485e-03-7.198472114365620303e-03j), (6.549756856938231695e-05-2.023837425859130996e-05j), (7.157110827377732355e-05-4.567903427871343393e-04j), (-5.907261163426604303e-03-2.457985145296227511e-03j)
 (1.420000000000000000e+02+0.000000000000000000e+00j), (9.198119170525816818e-03-7.739877864809677037e-03j), (7.123594285918301316e-05-2.151986772296027957e-05j), (6.574570337783266431e-05-4.602074579529093928e-04j), (-5.332732822273761851e-03-2.991762553448207643e-03j)
 (1.440000000000000000e+02+0.000000000000000000e+00j), (8.797832761071759655e-03-8.244477405098274425e-03j), (7.736039119114923493e-05-2.234825480143878829e-05j), (5.956550900564723180e-05-4.601442234805467354e-04j), (-4.725922723941771569e-03-3.560981557038136493e-03j)
 (1.460000000000000000e+02+0.000000000000000000e+00j), (8.379524905634552767e-03-8.711647577659775363e-03j), (8.379643490223523221e-05-2.274241318548587336e-05j), (5.304608884825680218e-05-4.566166552782441215e-04j), (-4.093554124923430224e-03-4.158887665601132370e-03j)
 (1.480000000000000000e+02+0.000000000000000000e+00j), (7.950108043721395429e-03-9.141186334342406988e-03j), (9.045779141967493040e-05-2.272769450103279495e-05j), (4.618760149784312767e-05-4.496669726416614265e-04j), (-3.442617124480556751e-03-4.778342065835634346e-03j)
 (1.500000000000000000e+02+0.000000000000000000e+00j), (7.516320357177054372e-03-9.533274540216515186e-03j), (9.724823175536662144e-05-2.233486853357209909e-05j), (3.897572119324890436e-05-4.393633343596702284e-04j), (-2.780295622494506798e-03-5.411905332874581906e-03j)
 (1.520000000000000000e+02+0.000000000000000000e+00j), (7.084655086304845681e-03-9.888433223180757153e-03j), (1.040637219491845399e-04-2.159891534954504758e-05j), (3.138283964645299795e-05-4.257997552294686783e-04j), (-2.113891003106502589e-03-6.051925261396525618e-03j)
 (1.540000000000000000e+02+0.000000000000000000e+00j), (6.661298770148431532e-03-1.020747754429115334e-02j), (1.107947913053875042e-04-2.055771886149832922e-05j), (2.336950870473724208e-05-4.090961316966968569e-04j), (-1.450743581093339027e-03-6.690627947279348918e-03j)
 (1.560000000000000000e+02+0.000000000000000000e+00j), (6.252078363671252290e-03-1.049146873912697522e-02j), (1.173290613615325011e-04-1.925071920875924262e-05j), (1.488609401711793947e-05-3.893982871527307938e-04j), (-7.981528959240606321e-04-7.320211143630582333e-03j)
 (1.580000000000000000e+02+0.000000000000000000e+00j), (5.862416911243376397e-03-1.074166521606196092e-02j), (1.235538632270864788e-04-1.771758187925393752e-05j), (5.874619134026697420e-06-3.668779374715098627e-04j), (-1.632979590972941976e-04-7.932938823912211515e-03j)
 (1.600000000000000000e+02+0.000000000000000000e+00j), (5.497297245628733446e-03-1.095947390157816712e-02j), (1.293588675734118104e-04-1.599693889620838340e-05j), (-3.729213782546687803e-06-3.417324756807003146e-04j), (4.468414452478826847e-04-8.521235813531416112e-03j)
 (1.620000000000000000e+02+0.000000000000000000e+00j), (5.161233036719841891e-03-1.114640280456071289e-02j), (1.346386513211982223e-04-1.412525195540659062e-05j), (-1.399383715088523248e-05-3.141844806541480603e-04j), (1.025561336276615849e-03-9.077781302619271700e-03j)
 (1.640000000000000000e+02+0.000000000000000000e+00j), (4.858246432362357814e-03-1.130401563937711608e-02j), (1.392951279516881449e-04-1.213583959985362550e-05j), (-2.498947612333048016e-05-2.844808673062113199e-04j), (1.566506970041187628e-03-9.595600028559102268e-03j)
 (1.660000000000000000e+02+0.000000000000000000e+00j), (4.591851508834825062e-03-1.143388920925222235e-02j), (1.432397741873534685e-04-1.005810095838605451e-05j), (-3.678566707292407398e-05-2.528916135331048427e-04j), (2.063742181192240819e-03-1.006814991784012875e-02j)
 (1.680000000000000000e+02+0.000000000000000000e+00j), (4.365042772242937533e-03-1.153757411371793620e-02j), (1.463955942113413832e-04-7.916957916385333060e-06j), (-4.944865928644575411e-05-2.197080204576682923e-04j), (2.511813767337283450e-03-1.048940500270256065e-02j)
 (1.700000000000000000e+02+0.000000000000000000e+00j), (4.180288013830988324e-03-1.161655921221827099e-02j), (1.486987731549049038e-04-5.732526514053826404e-06j), (-6.303873248075530535e-05-1.852404857227400324e-04j), (2.905810145651370729e-03-1.085393247768125929e-02j)
 (1.720000000000000000e+02+0.000000000000000000e+00j), (4.039524910776911421e-03-1.167224015443100484e-02j), (1.500999837078737312e-04-3.520017527598859831e-06j), (-7.760747353531958939e-05-1.498157930635438736e-04j), (3.241413614087423119e-03-1.115696283278106576e-02j)
 (1.740000000000000000e+02+0.000000000000000000e+00j), (3.944160868295668379e-03-1.170589217938362847e-02j), (1.505653227649618041e-04-1.289856159619284873e-06j), (-9.319506632936072339e-05-1.137739437817341433e-04j), (3.514945656849549366e-03-1.139445209140728041e-02j)
 (1.760000000000000000e+02+0.000000000000000000e+00j), (3.895075708544748060e-03-1.171864729167792184e-02j), (1.500768683524441672e-04+9.519979898943115327e-07j), (-1.098276575213572709e-04-7.746457590926588961e-05j), (3.723404843035647838e-03-1.156313528982547134e-02j)
 (1.780000000000000000e+02+0.000000000000000000e+00j), (3.892626918045861712e-03-1.171147584474729192e-02j), (1.486328600436924278e-04+3.203556642447743491e-06j), (-1.275148674295668275e-04-4.124303394864268921e-05j), (3.864496976367918189e-03-1.166057045814912832e-02j)
 (1.800000000000000000e+02+0.000000000000000000e+00j), (3.936657261075247882e-03-1.168517249790545880e-02j), (1.462475180828850347e-04+5.466165555967323437e-06j), (-1.462475180828847908e-04-5.466165555967378494e-06j), (3.936657261075249617e-03-1.168517249790545880e-02j)
