# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (-1.580000000000000000e+02+0.000000000000000000e+00j), (-6.969096885976843250e-03+1.017517923618508659e-02j), (-7.516980502862377102e-05-3.243037273356729741e-05j), (3.959796050013196836e-04-2.682521065759102801e-04j), (-4.659382669032867950e-04+7.568738955086085074e-03j)
 (-1.560000000000000000e+02+0.000000000000000000e+00j), (-7.391365207920942183e-03+9.915795178989944211e-03j), (-6.702689206871180569e-05-3.507969004380516426e-05j), (4.182699403280358444e-04-2.761501185397543102e-04j), (1.500249029865929819e-04+6.906946694583518918e-03j)
 (-1.540000000000000000e+02+0.000000000000000000e+00j), (-7.818739816442156834e-03+9.632428683854500975e-03j), (-5.906862936894142075e-05-3.772160956124974944e-05j), (4.394711591925722994e-04-2.806985684109625191e-04j), (7.929845832617490615e-04+6.225717967722823286e-03j)
 (-1.520000000000000000e+02+0.000000000000000000e+00j), (-8.245898668518093083e-03+9.324083343989323508e-03j), (-5.140147447631674126e-05-4.033536776112039084e-05j), (4.593069557409050203e-04-2.819125994340817383e-04j), (1.456183376421490332e-03+5.533180671935158945e-03j)
 (-1.500000000000000000e+02+0.000000000000000000e+00j), (-8.667382706935311890e-03+8.989809965262954283e-03j), (-4.412770423537443556e-05-4.289762127214383718e-05j), (4.774999045201387378e-04-2.798475809579044566e-04j), (2.132639058714751786e-03+4.837644491690601747e-03j)
 (-1.480000000000000000e+02+0.000000000000000000e+00j), (-9.077637400264315995e-03+8.628743025649756107e-03j), (-3.734437500647751104e-05-4.538306842387970341e-05j), (4.937757352050810679e-04-2.745982603611552995e-04j), (2.815211592061737066e-03+4.147503097712650771e-03j)
 (-1.460000000000000000e+02+0.000000000000000000e+00j), (-9.471056147048788343e-03+8.240138474238085584e-03j), (-3.114238002446993530e-05-4.776519139298675336e-05j), (5.078677628645435161e-04-2.662973949378366948e-04j), (3.496670514228627895e-03+3.471134718947945300e-03j)
 (-1.440000000000000000e+02+0.000000000000000000e+00j), (-9.842025548645180408e-03+7.823412384798998295e-03j), (-2.560559045988794328e-05-5.001709703537063665e-05j), (5.195214075683273966e-04-2.551138770955556985e-04j), (4.169762065583918105e-03+2.816802007979110622e-03j)
 (-1.420000000000000000e+02+0.000000000000000000e+00j), (-1.018497254448590301e-02+7.378179881142336513e-03j), (-2.081006384633272001e-05-5.211242936317391286e-05j), (5.284987290775522038e-04-2.412503696074220702e-04j), (4.827275468979834797e-03+2.192552092831520638e-03j)
 (-1.400000000000000000e+02+0.000000000000000000e+00j), (-1.049441337241709300e-02+6.904293651831668217e-03j), (-1.682330199627492611e-05-5.402632174432376379e-05j), (5.345828938471535461e-04-2.249404718025986962e-04j), (5.462107847942142616e-03+1.606117681726814328e-03j)
 (-1.380000000000000000e+02+0.000000000000000000e+00j), (-1.076500426120498462e-02+6.401881277965401455e-03j), (-1.370354056817312417e-05-5.573635257398942291e-05j), (5.375824835117041893e-04-2.064454429523740594e-04j), (6.067327344181847049e-03+1.064820065882050859e-03j)
 (-1.360000000000000000e+02+0.000000000000000000e+00j), (-1.099159368020033618e-02+5.871380518583344497e-03j), (-1.149905426171467869e-05-5.722346475052594357e-05j), (5.373355475549364008e-04-1.860505160072875943e-04j), (6.636234074569989476e-03+5.754748518324453738e-04j)
 (-1.340000000000000000e+02+0.000000000000000000e+00j), (-1.116927586294401246e-02+5.313571643464898991e-03j), (-1.024746532878767049e-05-5.847280715560924209e-05j), (5.337132991949481179e-04-1.640608433371902543e-04j), (7.162418645779335645e-03+1.443012508337035524e-04j)
 (-1.320000000000000000e+02+0.000000000000000000e+00j), (-1.129344519058778605e-02+4.729605882152803503e-03j), (-9.975048713063620849e-06-5.947445584918906430e-05j), (5.266233538004551221e-04-1.407971260210629026e-04j), (7.639818017230275843e-03-2.231642407002082525e-04j)
 (-1.300000000000000000e+02+0.000000000000000000e+00j), (-1.135985087394156441e-02+4.121029079400680487e-03j), (-1.069603454986089425e-05-6.022397415264855785e-05j), (5.160124143011543020e-04-1.165909890387146629e-04j), (8.062768565304004667e-03-5.221489198431190481e-04j)
 (-1.280000000000000000e+02+0.000000000000000000e+00j), (-1.136465121933491820e-02+3.489799717197471143e-03j), (-1.241191768088232911e-05-6.072277443075709723e-05j), (5.018683186006415694e-04-9.178017568998383415e-05j), (8.426056249924795613e-03-7.487188417805225619e-04j)
 (-1.260000000000000000e+02+0.000000000000000000e+00j), (-1.130446661540729890e-02+2.838300585217572516e-03j), (-1.511079379761977281e-05-6.097825029995396543e-05j), (4.842213799770645269e-04-6.670364476612310298e-05j), (8.724963815217113075e-03-8.998467704073190385e-04j)
 (-1.240000000000000000e+02+0.000000000000000000e+00j), (-1.117643024923638956e-02+2.169343554117329504e-03j), (-1.876675217913323479e-05-6.100365615264796774e-05j), (4.631449723391536065e-04-4.169666237275609249e-05j), (8.955314966656078776e-03-9.734721891071143737e-04j)
 (-1.220000000000000000e+02+0.000000000000000000e+00j), (-1.097823546518503918e-02+1.486167124060513859e-03j), (-2.333936494194711273e-05-6.081772110247764712e-05j), (4.387553369087639991e-04-1.708598582060529673e-05j), (9.113515456849257193e-03-9.685524269227811095e-04j)
 (-1.200000000000000000e+02+0.000000000000000000e+00j), (-1.070817863191663062e-02+7.924266739010412449e-04j), (-2.877332137454075950e-05-6.044399637433732909e-05j), (4.112106138449009773e-04+6.814761248389868505e-06j), (9.196590981102190088e-03-8.851039492549482319e-04j)
 (-1.180000000000000000e+02+0.000000000000000000e+00j), (-1.036519639317925491e-02+9.217760972742040373e-05j), (-3.499826235275246405e-05-5.990994828026394929e-05j), (3.807091295774794599e-04+2.970942598020184658e-05j), (9.202221733985282287e-03-7.242328752222743212e-04j)
 (-1.160000000000000000e+02+0.000000000000000000e+00j), (-9.948896253247038399e-03-6.101481136481365017e-04j), (-4.192887312911434055e-05-5.924582260283851344e-05j), (3.474869960711956174e-04+5.132328649266944156e-05j), (9.128773412440052346e-03-4.881538215281587198e-04j)
 (-1.140000000000000000e+02+0.000000000000000000e+00j), (-9.459579590249709430e-03-1.309771369254118757e-03j), (-4.946529219046870776e-05-5.848331970893153162e-05j), (3.118150998375575009e-04+7.140655782421584212e-05j), (8.975324374006264996e-03-1.801962397642899996e-04j)
 (-1.120000000000000000e+02+0.000000000000000000e+00j), (-8.898256395871941352e-03-2.001600189407975929e-03j), (-5.749388882543074317e-05-5.765413223519772726e-05j), (2.739955744786507072e-04+8.973738218266572118e-05j), (8.741688576078425477e-03+1.952024862089016776e-04j)
 (-1.100000000000000000e+02+0.000000000000000000e+00j), (-8.266651297626506634e-03-2.680267956384943962e-03j), (-6.588845226493522255e-05-5.678840789858099304e-05j), (2.343578595924471414e-04+1.061242608092698132e-04j), (8.428433839972182887e-03+6.325177823271789252e-04j)
 (-1.080000000000000000e+02+0.000000000000000000e+00j), (-7.567200713654911697e-03-3.340174282739902679e-03j), (-7.451182082617550809e-05-5.591320810439298264e-05j), (1.932544503737379136e-04+1.204079051577943538e-04j), (8.036894908628302095e-03+1.125172897826055059e-03j)
 (-1.060000000000000000e+02+0.000000000000000000e+00j), (-6.803041298428353333e-03-3.975527427722440332e-03j), (-8.321796084984249358e-05-5.505103785204124283e-05j), (1.510564363357315421e-04+1.324625055247681440e-04j), (7.569180705574268288e-03+1.665588423394219605e-03j)
 (-1.040000000000000000e+02+0.000000000000000000e+00j), (-5.977990136220988349e-03-4.580387206162613023e-03j), (-9.185448319668855814e-05-5.421852342337059316e-05j), (1.081489151731505953e-04+1.421964341541325720e-04j), (7.028175161380931409e-03+2.245246321472699376e-03j)
 (-1.020000000000000000e+02+0.000000000000000000e+00j), (-5.096517402188065031e-03-5.148707545653692999e-03j), (-1.002655608314468650e-04-5.342531111885716918e-05j), (6.492635050562071096e-05+1.495524157016498682e-04j), (6.417530957543268917e-03+2.854768229513852083e-03j)
 (-1.000000000000000000e+02+0.000000000000000000e+00j), (-4.163712414254790162e-03-5.674378123590379137e-03j), (-1.082951860198669015e-04-5.267325276374839682e-05j), (2.178792226568062061e-05+1.545072095924334592e-04j), (5.741655550551215750e-03+3.484007536591094377e-03j)
 (-9.800000000000000000e+01+0.000000000000000000e+00j), (-3.185244122886698916e-03-6.151264846100537760e-03j), (-1.157906815360587908e-04-5.195593198157624320e-05j), (-2.086710165689408959e-05+1.570708554919919022e-04j), (5.005688883583642342e-03+4.122154467633807814e-03j)
 (-9.600000000000000000e+01+0.000000000000000000e+00j), (-2.167317116817280443e-03-6.573249287716413820e-03j), (-1.226063587314302607e-04-5.125856975463011559e-05j), (-6.264396164870355578e-05+1.572855346163015960e-04j), (4.215472270918335998e-03+4.757853146115194852e-03j)
 (-9.400000000000000000e+01+0.000000000000000000e+00j), (-1.116624155990587723e-03-6.934267560703365717e-03j), (-1.286071980024284015e-04-5.055832926151387311e-05j), (-1.031569725917925437e-04+1.552240962912101161e-04j), (3.377508050428129106e-03+5.379329353469314984e-03j)
 (-9.200000000000000000e+01+0.000000000000000000e+00j), (-4.029608291555939609e-05-7.228349391474807664e-03j), (-1.336724155695759471e-04-4.982501935833206737e-05j), (-1.420340685018493506e-04+1.509882919407116888e-04j), (2.498909740564409822e-03+5.974527469495705644e-03j)
 (-9.000000000000000000e+01+0.000000000000000000e+00j), (1.054150275457560416e-03-7.449658415159875723e-03j), (-1.376987756853488608e-04-4.902217451152010878e-05j), (-1.789213325434675791e-04+1.447067489075908693e-04j), (1.587342606826802399e-03+6.531254869289680395e-03j)
 (-8.800000000000000000e+01+0.000000000000000000e+00j), (2.158865898305550434e-03-7.592534829693449103e-03j), (-1.406035101423909451e-04-4.810846779654491653e-05j), (-2.134875098210882840e-04+1.365327058661693343e-04j), (6.509547345524973076e-04+7.037331874431889712e-03j)
 (-8.600000000000000000e+01+0.000000000000000000e+00j), (3.265725058033570275e-03-7.651541557145226206e-03j), (-1.423267174786466908e-04-4.703939410058896993e-05j), (-2.454284833630715826e-04+1.266415218730810005e-04j), (-3.017010853147178320e-04+7.480745213709931278e-03j)
 (-8.400000000000000000e+01+0.000000000000000000e+00j), (4.366382820973123066e-03-7.621514932065130178e-03j), (-1.428331322615880269e-04-4.576914421984414440e-05j), (-2.744716708793310737e-04+1.152279640212863548e-04j), (-1.261754128937213251e-03+7.849802844714297984e-03j)
 (-8.200000000000000000e+01+0.000000000000000000e+00j), (5.452335148409161690e-03-7.497620675755868776e-03j), (-1.421131794423283190e-04-4.425257829574133359e-05j), (-3.003802735209540353e-04+1.025032756080886424e-04j), (-2.220110414731779266e-03+8.133287924308724506e-03j)
 (-8.000000000000000000e+01+0.000000000000000000e+00j), (6.514982378397801699e-03-7.275415535096987907e-03j), (-1.401832586827578004e-04-4.244719992272872391e-05j), (-3.229572808949895241e-04+8.869202860326877143e-05j), (-3.167554298508445769e-03+8.320609694242094012e-03j)
 (-7.800000000000000000e+01+0.000000000000000000e+00j), (7.545696959865977674e-03-6.950914489595801278e-03j), (-1.370852370662396379e-04-4.031503090132546014e-05j), (-3.420491121487773296e-04+7.402877128587688493e-05j), (-4.094855787754000595e-03+8.401949068198789200e-03j)
 (-7.600000000000000000e+01+0.000000000000000000e+00j), (8.535896280771634523e-03-6.520662894909381828e-03j), (-1.328851637233664470e-04-3.782429124333684998e-05j), (-3.575487541380306276e-04+5.875449379654029903e-05j), (-4.992882170727100562e-03+8.368396767728885841e-03j)
 (-7.400000000000000000e+01+0.000000000000000000e+00j), (9.477121274349100538e-03-5.981812375819644048e-03j), (-1.276712545313827781e-04-3.495079948786233582e-05j), (-3.693982472544279807e-04+4.311294994599642032e-05j), (-5.852712374263292598e-03+8.212081955428962923e-03j)
 (-7.200000000000000000e+01+0.000000000000000000e+00j), (1.036112120603546391e-02-5.332198750225101459e-03j), (-1.215512270983973541e-04-3.167902407403300224e-05j), (-3.775903694604579091e-04+2.734689127691290159e-05j), (-6.665752310691453082e-03+7.926289452422812312e-03j)
 (-7.000000000000000000e+01+0.000000000000000000e+00j), (1.117994465446692752e-02-4.570419800949177686e-03j), (-1.146490938185274432e-04-2.800273647563980873e-05j), (-3.821693806079837349e-04+1.169428704598017923e-05j), (-7.423849355151734136e-03+7.505563800909300504e-03j)
 (-6.800000000000000000e+01+0.000000000000000000e+00j), (1.192603622897148684e-02-3.695910352307530105e-03j), (-1.071015422981202178e-04-2.392523975803736313e-05j), (-3.832307123073333717e-04-3.615380743516562474e-06j), (-8.119404015354513005e-03+6.945798637829670580e-03j)
 (-6.600000000000000000e+01+0.000000000000000000e+00j), (1.259233804716632793e-02-2.709011883775953779e-03j), (-9.905404674588627286e-05-1.945917066828296393e-05j), (-3.809195224933544259e-04-1.836464700150891013e-05j), (-8.745476820993502640e-03+6.244310078312764571e-03j)
 (-6.400000000000000000e+01+0.000000000000000000e+00j), (1.317239446826649722e-02-1.611033843701872251e-03j), (-9.065686033642568432e-05-1.462589770465251792e-05j), (-3.754280764307164897e-04-3.235131264128160645e-05j), (-9.295888472997119317e-03+5.399893062464486068e-03j)
 (-6.200000000000000000e+01+0.000000000000000000e+00j), (1.366045808058064144e-02-4.043039197939206158e-04j), (-8.206103698042853845e-05-9.454560227513310338e-06j), (-3.669919644166725497e-04-4.539131017314070466e-05j), (-9.765311355503699872e-03+4.412859890498281763e-03j)
 (-6.000000000000000000e+01+0.000000000000000000e+00j), (1.405159451333050369e-02+9.077952242964549764e-04j), (-7.341462177980583709e-05-3.980813095066458026e-06j), (-3.558852175162640187e-04-5.732109303463467912e-05j), (-1.014935062606371792e-02+3.285060452795908643e-03j)
 (-5.800000000000000000e+01+0.000000000000000000e+00j), (1.434178331601677382e-02+2.320804841709092712e-03j), (-6.485913361348705187e-05+1.754643702686924268e-06j), (-3.424144326985540483e-04-6.799947355244812008e-05j), (-1.044461326043225058e-02+2.019883946462567702e-03j)
 (-5.600000000000000000e+01+0.000000000000000000e+00j), (1.452801194787846362e-02+3.829186207959580594e-03j), (-5.652644209217487373e-05+7.707661289960733982e-06j), (-3.269120642192015203e-04-7.730885847674891600e-05j), (-1.064876363376620130e-02+6.222421514080316842e-04j)
 (-5.400000000000000000e+01+0.000000000000000000e+00j), (1.460835986079658984e-02+5.426334928067369154e-03j), (-4.853611613666165923e-05+1.383227112141204962e-05j), (-3.097290759099423016e-04-8.515585965044829959e-05j), (-1.076056446449752055e-02-9.014653897493763845e-04j)
 (-5.200000000000000000e+01+0.000000000000000000e+00j), (1.458206974619240780e-02+7.104613794246135948e-03j), (-4.099329443750612020e-05+2.008225642808240350e-05j), (-2.912271767689484595e-04-9.147128827154899834e-05j), (-1.077990222336291243e-02-2.543403688735423364e-03j)
 (-5.000000000000000000e+01+0.000000000000000000e+00j), (1.444960324485023047e-02+8.855403898096161214e-03j), (-3.398710084294583565e-05+2.641258295642009930e-05j), (-2.717708783454086214e-04-9.620957181826920784e-05j), (-1.070779640932914729e-02-4.294371293099411013e-03j)
 (-4.800000000000000000e+01+0.000000000000000000e+00j), (1.421267877379044954e-02+1.066917308833379048e-02j), (-2.758960199411892799e-05+3.278061879241486531e-05j), (-2.517196162948937195e-04-9.934766050198074198e-05j), (-1.054639240688745767e-02-6.143884892032098859e-03j)
 (-4.600000000000000000e+01+0.000000000000000000e+00j), (1.387428958464762170e-02+1.253556031735216653e-02j), (-2.185528176651345520e-05+3.914708968608811518e-05j), (-2.314201705259108055e-04-1.008835128459415522e-04j), (-1.029893795539609663e-02-8.080278327441974343e-03j)
 (-4.400000000000000000e+01+0.000000000000000000e+00j), (1.343870070656182428e-02+1.444347396352835614e-02j), (-1.682098845514917745e-05+4.547673554143437667e-05j), (-2.111995997978885703e-04-1.008342659320421246e-04j), (-9.969743570998826007e-03-1.009081464221898809e-02j)
 (-4.200000000000000000e+01+0.000000000000000000e+00j), (1.291142401371237446e-02+1.638120186918711960e-02j), (-1.250629695074604985e-05+5.173865421191966842e-05j), (-1.913588793754091130e-04-9.923420396857409202e-05j), (-9.564127556062437807e-03-1.216180967871178034e-02j)
 (-4.000000000000000000e+01+0.000000000000000000e+00j), (1.229917126325050410e-02+1.833653060569310697e-02j), (-8.914219771770074037e-06+5.790633901354646059e-05j), (-1.721673967452172526e-04-9.613263882313233960e-05j), (-9.088346502169766458e-03-1.427876565051581711e-02j)
 (-3.800000000000000000e+01+0.000000000000000000e+00j), (1.160978554521519164e-02+2.029687136778020665e-02j), (-6.032197702205952626e-06+6.395743508792786885e-05j), (-1.538584229960798301e-04-9.159180851111486737e-05j), (-8.549512434177921477e-03-1.642651304765911646e-02j)
 (-3.600000000000000000e+01+0.000000000000000000e+00j), (1.085215214717287838e-02+2.224938990168950567e-02j), (-3.833302506894885847e-06+6.987325574335315757e-05j), (-1.366256387191576156e-04-8.568488546154516550e-05j), (-7.955497950219197340e-03-1.858935919644374296e-02j)
 (-3.400000000000000000e+01+0.000000000000000000e+00j), (1.003609034265447349e-02+2.418113797230631370e-02j), (-2.277589996246241518e-06+7.563811225241223659e-05j), (-1.206207554022749057e-04-7.849416734043022014e-05j), (-7.314830883171791372e-03-2.075124177750071325e-02j)
 (-3.200000000000000000e+01+0.000000000000000000e+00j), (9.172228049172666958e-03+2.607918405503321588e-02j), (-1.313550579144175585e-06+8.123851867694779709e-05j), (-1.059522380326553316e-04-7.010950123437245077e-05j), (-6.636580142210629120e-03-2.289588560595219938e-02j)
 (-3.000000000000000000e+01+0.000000000000000000e+00j), (8.271861659405349912e-03+2.793074117774763804e-02j), (-8.796152147303078242e-07+8.666233684784039714e-05j), (-9.268510323317549152e-05-6.062696910552800898e-05j), (-5.930234489315303927e-03-2.500696099311423837e-02j)
 (-2.800000000000000000e+01+0.000000000000000000e+00j), (7.346803623995340482e-03+2.972329011524818543e-02j), (-9.056861375629902638e-07+9.189792570669950489e-05j), (-8.084174045249573905e-05-5.014784051319533199e-05j), (-5.205576066999255923e-03-2.706824203753786795e-02j)
 (-2.600000000000000000e+01+0.000000000000000000e+00j), (6.409220556844246255e-03+3.144469643263640701e-02j), (-1.314672727542790728e-06+9.693335418707816004e-05j), (-7.040368173405112508e-05-3.877777924067852595e-05j), (-4.472550522860869668e-03-2.906376323259188960e-02j)
 (-2.400000000000000000e+01+0.000000000000000000e+00j), (5.471464747995877578e-03+3.308332016695706562e-02j), (-2.024022415205480995e-06+1.017557283059695869e-04j), (-6.131422823574814770e-05-2.662627482243856811e-05j), (-3.741135577105888718e-03-3.097797282710172684e-02j)
 (-2.200000000000000000e+01+0.000000000000000000e+00j), (4.545902012057101947e-03+3.462811721355585348e-02j), (-2.947243767777253922e-06+1.063506719782598980e-04j), (-5.348182852749551084e-05-1.380625869277491056e-05j), (-3.021209854326864855e-03-3.279588143420556628e-02j)
 (-2.000000000000000000e+01+0.000000000000000000e+00j), (3.644738780117818665e-03+3.606873173436875996e-02j), (-3.995423385995254736e-06+1.107019882051616581e-04j), (-4.678409418821620469e-05-4.338579356109101472e-07j), (-2.322423753738208241e-03-3.450320445158537586e-02j)
 (-1.800000000000000000e+01+0.000000000000000000e+00j), (2.779851269503017409e-03+3.739557912322727384e-02j), (-5.078739759623405331e-06+1.147915137104685789e-04j), (-4.107233177635662781e-05+1.337176287494668492e-05j), (-1.654074065548428400e-03-3.608649693385523188e-02j)
 (-1.600000000000000000e+01+0.000000000000000000e+00j), (1.962619447522916810e-03+3.859991924558408422e-02j), (-6.107975894340105559e-06+1.185991667564875187e-04j), (-3.617646636479973161e-05+2.748852011600546254e-05j), (-1.024983957535315938e-03-3.753327964566846586e-02j)
 (-1.400000000000000000e+01+0.000000000000000000e+00j), (1.203768351071344981e-03+3.967391981744925605e-02j), (-6.996028733888531165e-06+1.221031756145927528e-04j), (-3.191023016443272415e-05+4.179153429109389825e-05j), (-4.433898570166596581e-04-3.883215512251393664e-02j)
 (-1.200000000000000000e+01+0.000000000000000000e+00j), (5.132191407285479354e-04+4.061070990386603935e-02j), (-7.659407792362319387e-06+1.252804646879495981e-04j), (-2.807649013445988429e-05+5.615329661895735147e-05j), (8.316335925290077363e-05-3.997291267548112176e-02j)
 (-1.000000000000000000e+01+0.000000000000000000e+00j), (-1.000479380976705072e-04+4.140442360574073805e-02j), (-8.019708781454139298e-06+1.281071670926991861e-04j), (-2.447259087155279544e-05+7.044391098797418704e-05j), (5.479175799729867156e-04-4.094662139640484894e-02j)
 (-8.000000000000000000e+00+0.000000000000000000e+00j), (-6.281167388939563976e-04+4.205023407078808950e-02j), (-8.005041248442382578e-06+1.305592269032474471e-04j), (-2.089559357555701859e-05+8.453143630115874285e-05j), (9.449859283831884334e-04-4.174571035020865906e-02j)
 (-6.000000000000000000e+00+0.000000000000000000e+00j), (-1.064242833877473331e-03+4.254437801545653958e-02j), (-7.551383208996825955e-06+1.326130513623449995e-04j), (-1.714729864676080466e-05+9.828234766109785945e-05j), (1.269425481892928797e-03-4.236403528078133002e-02j)
 (-4.000000000000000000e+00+0.000000000000000000e+00j), (-1.402944113018143391e-03+4.288417098500835190e-02j), (-6.603831250165223784e-06+1.342461730733928045e-04j), (-1.303894859486591044e-05+1.115621289299173203e-04j), (1.517297394413249590e-03-4.279693130369566223e-02j)
 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-1.640073167840203029e-03+4.306801361270357759e-02j), (-5.117712213709772402e-06+1.354378843079848279e-04j), (-8.395519459823071962e-06+1.242360040235360424e-04j), (1.685713736572372031e-03-4.304125121118382996e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.772870537364921182e-03+4.309538916933692426e-02j), (-3.059522742489256193e-06+1.361698097427727831e-04j), (-3.059522742489467528e-06+1.361698097427759273e-04j), (1.772870537364921182e-03-4.309538916933691732e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j), (1.799998173132071316e-03-4.296685272316443094e-02j), (4.076658178649254763e-07-1.364263897802609220e-04j), (-3.105744371028196763e-06-1.472310087542841902e-04j), (-1.778066682416789982e-03+4.295928974139962692e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j), (1.721552765915210703e-03-4.268401225850272651e-02j), (-2.847041203274910133e-06-1.361952536668969017e-04j), (-1.021354540373452344e-05-1.572898372026981632e-04j), (-1.701708496836287516e-03+4.263444232100441905e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j), (1.539058866368983765e-03-4.224950212906179725e-02j), (-6.701105021318987943e-06-1.354674694504550000e-04j), (-1.835167432036531769e-05-1.662205770755544065e-04j), (-1.545300012534165431e-03+4.212386120206652873e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j), (1.255442022671352919e-03-4.166694924903331654e-02j), (-1.113835021204604659e-05-1.342376659834956419e-04j), (-2.758105698176911501e-05-1.739029386629555257e-04j), (-1.311419089159335380e-03+4.143205164486673392e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j), (8.749824469317606492e-04-4.094093245031835138e-02j), (-1.613016752430086832e-05-1.325040302728890714e-04j), (-3.793497502858724012e-05-1.802235332099832185e-04j), (-1.003679723026290908e-03+4.056496241808406344e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j), (4.032500048783383643e-04-4.007693545730555557e-02j), (-2.163600600569078131e-05-1.302681911199017042e-04j), (-4.941888667773660472e-05-1.850774102848582966e-04j), (-6.266810386748373389e-04+3.952992540246971775e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j), (-1.529784041168228618e-04-3.908129395063889705e-02j), (-2.760408947053834771e-05-1.275350068449532519e-04j), (-6.201080485522559584e-05-1.883696287909776990e-04j), (-1.859436125560912914e-04+3.833558293255805854e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j), (-7.858177516780058243e-04-3.796113720800898400e-02j), (-3.397233064741020099e-05-1.243122806260901130e-04j), (-7.566218176155504777e-05-1.900168253989075254e-04j), (3.121660722687713769e-04+3.699180362836208824e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j), (-1.486388505798154390e-03-3.672432482310084706e-02j), (-4.066941140196455787e-05-1.206104313116004476e-04j), (-9.029924075039334600e-05-1.899487400275917551e-04j), (8.605220973940494889e-04+3.550958753056920186e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j), (-2.244943197219249724e-03-3.537937901367203125e-02j), (-4.761599507583618704e-05-1.164421502362827454e-04j), (-1.058246914562400521e-04-1.881096554528025456e-04j), (1.451335424159160481e-03+3.390096140244527184e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j), (-3.051003958181516817e-03-3.393541303689013439e-02j), (-5.472603729898534283e-05-1.118220753666043159e-04j), (-1.221197623640676681e-04-1.844597077061457921e-04j), (2.076258836317255996e-03+3.217886510249348686e-02j)
