# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (2.600000000000000000e+01+0.000000000000000000e+00j), (-8.785310723144775999e-03-2.646296440359490951e-02j), (1.833129524327475879e-04-1.410171576995235872e-04j), (5.406348551194441003e-05+1.675473179649956826e-04j), (6.571764453354679222e-03+2.551280819993227353e-02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j), (-9.539567488815998628e-03-2.479818609922503428e-02j), (1.655635339359449911e-04-1.589715480798342500e-04j), (5.541659394867058696e-05+1.727787215503009315e-04j), (7.012664474825250349e-03+2.379673227512804634e-02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j), (-1.028342020856487515e-02-2.307446247726908234e-02j), (1.445812731425160009e-04-1.769415757079303693e-04j), (5.765425300122852236e-05+1.769007956806908130e-04j), (7.441983130379205801e-03+2.203313674968095104e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j), (-1.100588406204844848e-02-2.130385197886617427e-02j), (1.205786425478203944e-04-1.948692731502273384e-04j), (6.069470928860791465e-05+1.798803726685149361e-04j), (7.853214393791663195e-03+2.023531419225122960e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j), (-1.169619373928222454e-02-1.949861293317179528e-02j), (9.380975152416216531e-05-2.127030957247605424e-04j), (6.442698897906041198e-05+1.817125972695851871e-04j), (8.240015504540130001e-03+1.841655496253010935e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j), (-1.234394159271726306e-02-1.767109685027911520e-02j), (6.456623148029085935e-05-2.303949096345863268e-04j), (6.871147705988299805e-05+1.824218116665490700e-04j), (8.596278327396273886e-03+1.659002318332629747e-02j)
 (3.800000000000000000e+01+0.000000000000000000e+00j), (-1.293921044127047289e-02-1.583364138666604193e-02j), (3.317276158022445550e-05-2.478966237366447985e-04j), (7.338163490144522765e-05+1.820615054055176388e-04j), (8.916197179331437558e-03+1.476863683035677284e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j), (-1.347269926650673626e-02-1.399846387913785198e-02j), (-1.763508201067625978e-08-2.651566451405037430e-04j), (7.824692041186882797e-05+1.807132889833677964e-04j), (9.194332638984326761e-03+1.296495292661931954e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j), (-1.393584011865373409e-02-1.217755634541003128e-02j), (-3.462840674546247379e-05-2.821163466831623826e-04j), (8.309692245121317103e-05+1.784848814193432413e-04j), (9.425670897636205525e-03+1.119105872836300905e-02j)
 (4.400000000000000000e+01+0.000000000000000000e+00j), (-1.432090465287818269e-02-1.038258286330187748e-02j), (-7.026429885312069365e-05-2.987067351760998844e-04j), (8.770666207881159214e-05+1.755071380947164196e-04j), (9.605678248594966967e-03+9.458469699849477580e-03j)
 (4.600000000000000000e+01+0.000000000000000000e+00j), (-1.462109884473649160e-02-8.624780265929580733e-03j), (-1.065161111089589691e-04-3.148455033658218555e-04j), (9.184295099071181686e-05+1.719301843637900109e-04j), (9.730350345793791628e-03+7.778034994587697433e-03j)
 (4.800000000000000000e+01+0.000000000000000000e+00j), (-1.483064458798686279e-02-6.914863125011976724e-03j), (-1.429653302082232026e-04-3.304346360730433586e-04j), (9.527163591534328145e-05+1.679187613990239356e-04j), (9.796255894059793454e-03+6.159851090387654000e-03j)
 (5.000000000000000000e+01+0.000000000000000000e+00j), (-1.494484705754798616e-02-5.262934033829921865e-03j), (-1.791886073307058199e-04-3.453587223264012029e-04j), (9.776550065412278358e-05+1.636469314541349443e-04j), (9.800574464578461903e-03+4.613184162085199637e-03j)
 (5.200000000000000000e+01+0.000000000000000000e+00j), (-1.496014692423838430e-02-3.678400238705204547e-03j), (-2.147620729252242239e-04-3.594841008824448429e-04j), (9.911254860851981426e-05+1.592923278618878994e-04j), (9.741128161022655219e-03+3.146401716016529113e-03j)
 (5.400000000000000000e+01+0.000000000000000000e+00j), (-1.487415673429361325e-02-2.169897694556476627e-03j), (-2.492655018042477647e-04-3.726589368047018955e-04j), (9.912435133870839258e-05+1.550301680316173048e-04j), (9.616406895721145778e-03+1.766913950701443949e-03j)
 (5.600000000000000000e+01+0.000000000000000000e+00j), (-1.468568101292181544e-02-7.452236264801159835e-04j), (-2.822863575272650913e-04-3.847142923543874198e-04j), (9.764412561587227984e-05+1.510272727990270771e-04j), (9.425587071832648364e-03+4.811252452149140739e-04j)
 (5.800000000000000000e+01+0.000000000000000000e+00j), (-1.439471991377903881e-02+5.887213444377560438e-04j), (-3.134237552123502412e-04-3.954662170882420474e-04j), (9.455419439548774720e-05+1.474363501528732517e-04j), (9.168543507073308174e-03-7.056038927433677969e-04j)
 (6.000000000000000000e+01+0.000000000000000000e+00j), (-1.400245651060073870e-02+1.825980515776388447e-03j), (-3.422923854204514222e-04-4.047188407499959732e-04j), (8.978249703593846429e-05+1.443908034130812258e-04j), (8.845854477074486036e-03-1.788984165351155918e-03j)
 (6.200000000000000000e+01+0.000000000000000000e+00j), (-1.351122810757926507e-02+2.961576972760001942e-03j), (-3.685264382328525554e-04-4.122684095250259552e-04j), (8.330784079085094417e-05+1.420003117376486437e-04j), (8.458799801602651797e-03-2.765813944396976198e-03j)
 (6.400000000000000000e+01+0.000000000000000000e+00j), (-1.292448222464874161e-02+3.991537285005735888e-03j), (-3.917835562358998281e-04-4.179081630190866576e-04j), (7.516362799429546660e-05+1.403474035681800979e-04j), (8.009351944115807725e-03-3.633984785505121710e-03j)
 (6.600000000000000000e+01+0.000000000000000000e+00j), (-1.224671818492276305e-02+4.912902514895897861e-03j), (-4.117488285124054127e-04-4.214339076938851988e-04j), (6.543984939140118948e-05+1.394852014495799283e-04j), (7.500160143890008922e-03-4.392476037811438201e-03j)
 (6.800000000000000000e+01+0.000000000000000000e+00j), (-1.148341548583080816e-02+5.723726278767702659e-03j), (-4.281388160811067166e-04-4.226501044112873423e-04j), (5.428320091085960620e-05+1.394364608537114187e-04j), (6.934527649676393637e-03-5.041338704613386110e-03j)
 (7.000000000000000000e+01+0.000000000000000000e+00j), (-1.064095036448584400e-02+6.423059898012689443e-03j), (-4.407055741125314981e-04-4.213762552741874209e-04j), (4.189525538838009897e-05+1.401939586315971626e-04j), (6.316382174185415817e-03-5.581668828830481377e-03j)
 (7.200000000000000000e+01+0.000000000000000000e+00j), (-9.726502163280499949e-03+7.010924999082607419e-03j), (-4.492406095895065329e-04-4.174533501461405189e-04j), (2.852869850013937014e-05+1.417222120501716615e-04j), (5.650239739551082309e-03-6.015570795471955265e-03j)
 (7.400000000000000000e+01+0.000000000000000000e+00j), (-8.747951256278883869e-03+7.488274253262537303e-03j), (-4.535786869717809474e-04-4.107501179456064431e-04j), (1.448171547389257060e-05+1.439604315216343406e-04j), (4.941162135542918714e-03-6.346111057822537323e-03j)
 (7.600000000000000000e+01+0.000000000000000000e+00j), (-7.713770404735944414e-03+7.856941270461759858e-03j), (-4.536013710104882645e-04-4.011688235626294750e-04j), (9.068813939986445415e-08+1.468265342769146139e-04j), (4.194708265242296126e-03-6.577262901020200676e-03j)
 (7.800000000000000000e+01+0.000000000000000000e+00j), (-6.632911467049195341e-03+8.119580956756820844e-03j), (-4.492401771741199950e-04-3.886503590564518214e-04j), (-1.427857296292167342e-05+1.502219778749219845e-04j), (3.416879708059452053e-03-6.713842952967441317e-03j)
 (8.000000000000000000e+01+0.000000000000000000e+00j), (-5.514689393028606758e-03+8.279601894182789593e-03j), (-4.404791879736883408e-04-3.731783980492785939e-04j), (-2.824078232384037381e-05+1.540371169946970140e-04j), (2.614060888360877997e-03-6.761440235795188568e-03j)
 (8.200000000000000000e+01+0.000000000000000000e+00j), (-4.368665385540708608e-03+8.341092486705586895e-03j), (-4.273569892048269844e-04-3.547824145952185545e-04j), (-4.140199857078898310e-05+1.581567493010965742e-04j), (1.792954300635326778e-03-6.726338620109312098e-03j)
 (8.400000000000000000e+01+0.000000000000000000e+00j), (-3.204531017949607992e-03+8.308742725572111978e-03j), (-4.099677846667928180e-04-3.335394111622202030e-04j), (-5.337096134094913282e-05+1.624655001771450739e-04j), (9.605113098297063173e-04-6.615433598797082655e-03j)
 (8.600000000000000000e+01+0.000000000000000000e+00j), (-2.031994959408717476e-03+8.187763452425955019e-03j), (-3.884615616240585045e-04-3.095742528520568524e-04j), (-6.377058587313262216e-05+1.668527042335239208e-04j), (1.238591185412980691e-04-6.436144338006126973e-03j)
 (8.800000000000000000e+01+0.000000000000000000e+00j), (-8.606737900376820348e-04+7.983804937619036826e-03j), (-3.630432019156271356e-04-2.830585640535221372e-04j), (-7.224925692411417796e-05+1.712164744554653352e-04j), (-7.097754292527864734e-04-6.196321991551258061e-03j)
 (9.000000000000000000e+01+0.000000000000000000e+00j), (3.000118060874315431e-04+7.702876448086201817e-03j), (-3.339704643887852413e-04-2.542082062921426728e-04j), (-7.849157800909531673e-05+1.754667064089318281e-04j), (-1.533144456617416143e-03-5.904155283349614078e-03j)
 (9.200000000000000000e+01+0.000000000000000000e+00j), (1.440934390091247984e-03+7.351268263992710716e-03j), (-3.015508019147356629e-04-2.232794186713623100e-04j), (-8.222825708709614499e-05+1.795268419005802585e-04j), (-2.339059239969955902e-03-5.568074372517878637e-03j)
 (9.400000000000000000e+01+0.000000000000000000e+00j), (2.553349790935648903e-03+6.935477331315795767e-03j), (-2.661370188698126710e-04-1.905637614365950484e-04j), (-8.324484323877498005e-05+1.833343088202556126e-04j), (-3.120471058042941642e-03-5.196654019102005771e-03j)
 (9.600000000000000000e+01+0.000000000000000000e+00j), (3.628979138181340994e-03+6.462137427856624872e-03j), (-2.281218205366226362e-04-1.563820554030274023e-04j), (-8.138906805711228968e-05+1.868396550000845844e-04j), (-3.870551713443767458e-03-4.798517066081611077e-03j)
 (9.800000000000000000e+01+0.000000000000000000e+00j), (4.660082432648464217e-03+5.937954394635769871e-03j), (-1.879313520772363569e-04-1.210775522090116237e-04j), (-7.657658797577883045e-05+1.900044961413346325e-04j), (-4.582772672887846718e-03-4.382239245467363029e-03j)
 (1.000000000000000000e+02+0.000000000000000000e+00j), (5.639523353479102344e-03+5.369646665726565508e-03j), (-1.460178691484452669e-04-8.500860013044446765e-05j), (-6.879496758114327852e-05+1.927984930631641565e-04j), (-5.250981724323876103e-03-3.956256302326374014e-03j)
 (1.020000000000000000e+02+0.000000000000000000e+00j), (6.560825146457925812e-03+4.763891038781726227e-03j), (-1.028517224990321409e-04-4.854108584462117420e-05j), (-5.810578767703248573e-05+1.951956538099350964e-04j), (-5.869476022243563101e-03-3.528774408951847359e-03j)
 (1.040000000000000000e+02+0.000000000000000000e+00j), (7.418217558767938556e-03+4.127273384561432924e-03j), (-5.891287280569885727e-05-1.204093331186080614e-05j), (-4.464480479221246073e-05+1.971703145425346892e-04j), (-6.433070390784701408e-03-3.107684810142684589e-03j)
 (1.060000000000000000e+02+0.000000000000000000e+00j), (8.206674880215966694e-03+3.466243811274431676e-03j), (-1.468217763792494292e-05+2.413307292327047747e-05j), (-2.862013095090813075e-05+1.986931842577563541e-04j), (-6.937159781098941637e-03-2.700483597481637132e-03j)
 (1.080000000000000000e+02+0.000000000000000000e+00j), (8.921945222846108456e-03+2.787075687935491528e-03j), (2.936729175568668948e-05+5.963590002533228487e-05j), (-1.030844448289943427e-05+1.997278390053147342e-04j), (-7.377774836783168935e-03-2.314197453591470850e-03j)
 (1.100000000000000000e+02+0.000000000000000000e+00j), (9.560571223735193913e-03+2.095827893893405670e-03j), (7.277864126053021799e-05+9.414211346268081394e-05j), (9.950714563249653504e-06+2.002280207104801732e-04j), (-7.751629609293041699e-03-1.955316135208612013e-03j)
 (1.120000000000000000e+02+0.000000000000000000e+00j), (1.011990239454618051e-02+1.398309697022180782e-03j), (1.151189963049052125e-04+1.273508038832992613e-04j), (3.176246612915441139e-05+2.001360359492755756e-04j), (-8.056160582775117804e-03-1.629732376071699879e-03j)
 (1.140000000000000000e+02+0.000000000000000000e+00j), (1.059809937137968366e-02+7.000477631520241875e-04j), (1.559865578627911658e-04+1.589894928086594997e-04j), (5.468578322870242377e-05+1.993824656281848362e-04j), (-8.289556311642519090e-03-1.342689787764918177e-03j)
 (1.160000000000000000e+02+0.000000000000000000e+00j), (1.099413034468871460e-02+6.254951836615636701e-06j), (1.950166628355858749e-04+1.888169699768046223e-04j), (7.824416017110317882e-05+1.978872942772839352e-04j), (-8.450777139995821821e-03-1.098739220714217138e-03j)
 (1.180000000000000000e+02+0.000000000000000000e+00j), (1.130775997590146437e-02-6.781992573398850678e-04j), (2.318866779348755229e-04+2.166250676815831234e-04j), (1.019375068292239990e-04+1.955624559890715975e-04j), (-8.539564654051598827e-03-9.017039216104909488e-04j)
 (1.200000000000000000e+02+0.000000000000000000e+00j), (1.153953113820688041e-02-1.348816656050598906e-03j), (2.663196022877921724e-04+2.422394249724056506e-04j), (1.252549662907758462e-04+1.923156822035241448e-04j), (-8.556440710775095257e-03-7.546536916843946423e-04j)
 (1.220000000000000000e+02+0.000000000000000000e+00j), (1.169073985564299603e-02-2.001496256786823320e-03j), (2.980863055897995913e-04+2.655193344199561134e-04j), (1.476883017142178317e-04+1.880554338258891539e-04j), (-8.502696081323590782e-03-6.598881171546974777e-04j)
 (1.240000000000000000e+02+0.000000000000000000e+00j), (1.176340385761087681e-02-2.632557852167097950e-03j), (3.270063831245926178e-04+2.863567943720924454e-04j), (1.687454524425573892e-04+1.826966149585355242e-04j), (-8.380368940290636171e-03-6.189288136930118757e-04j)
 (1.260000000000000000e+02+0.000000000000000000e+00j), (1.176022521420421775e-02-3.238762580536126180e-03j), (3.529476635353340935e-04+3.046749091350572252e-04j), (1.879638237426575027e-04+1.761667045473049443e-04j), (-8.192213615233808616e-03-6.325205055351954334e-04j)
 (1.280000000000000000e+02+0.000000000000000000e+00j), (1.168454756897025111e-02-3.817329786624760069e-03j), (3.758244570102219550e-04+3.204257881360283327e-04j), (2.049228534742930164e-04+1.684119099076890824e-04j), (-7.941660180575335626e-03-7.006406509255043479e-04j)
 (1.300000000000000000e+02+0.000000000000000000e+00j), (1.154030853658443399e-02-4.365949414387614545e-03j), (3.955946778312297105e-04+3.335880935495961889e-04j), (2.192553967626505260e-04+1.594029441554841581e-04j), (-7.632765631737835343e-03-8.225172319270313307e-04j)
 (1.320000000000000000e+02+0.000000000000000000e+00j), (1.133198787948300028e-02-4.882789178135218608e-03j), (4.122560136506672984e-04+3.441643755555580538e-04j), (2.306574896765665181e-04+1.491400570027717233e-04j), (-7.270157506500159704e-03-9.966542501006943073e-04j)
 (1.340000000000000000e+02+0.000000000000000000e+00j), (1.106455211566314059e-02-5.366495827731243562e-03j), (4.258413425264138529e-04+3.521783173840869227e-04j), (2.388960969295004209e-04+1.376570016056977120e-04j), (-6.858970929306134473e-03-1.220864410681862106e-03j)
 (1.360000000000000000e+02+0.000000000000000000e+00j), (1.074339623581834630e-02-5.816189949592620936e-03j), (4.364136164120725053e-04+3.576719909933941143e-04j), (2.438145168501515653e-04+1.250236934691320112e-04j), (-6.404780139880443708e-03-1.492308435962171661e-03j)
 (1.380000000000000000e+02+0.000000000000000000e+00j), (1.037428321868716190e-02-6.231453919363605723e-03j), (4.440604359279103335e-04+3.607032011351444340e-04j), (2.453352074178802430e-04+1.113474036868127134e-04j), (-5.913525630046662616e-03-1.807540421824489025e-03j)
 (1.400000000000000000e+02+0.000000000000000000e+00j), (9.963282027020903264e-03-6.612312833234612781e-03j), (4.488885360477390635e-04+3.613429730653610998e-04j), (2.434599060855859704e-04+9.677242023467792179e-05j), (-5.391438052709677034e-03-2.162558637172040145e-03j)
 (1.420000000000000000e+02+0.000000000000000000e+00j), (9.516704742381818308e-03-6.959208479636493430e-03j), (4.510183867646139579e-04+3.596732192762672523e-04j), (2.382670376454894148e-04+8.147820001960422718e-05j), (-4.844960085536288708e-03-2.552861161223143795e-03j)
 (1.440000000000000000e+02+0.000000000000000000e+00j), (9.041043456037357526e-03-7.272966657090408626e-03j), (4.505790884252600581e-04+3.557846048315848751e-04j), (2.299065313362853716e-04+6.567611421840815480e-05j), (-4.280667430088046059e-03-2.973505755040016605e-03j)
 (1.460000000000000000e+02+0.000000000000000000e+00j), (8.542907477983675835e-03-7.554758382941833585e-03j), (4.477037103386691036e-04+3.497746200248200220e-04j), (2.185922927101960713e-04+4.960495495260318095e-05j), (-3.705190106207517740e-03-3.419173368105321575e-03j)
 (1.480000000000000000e+02+0.000000000000000000e+00j), (8.028961360363299354e-03-7.806055758094585482e-03j), (4.425251858963485897e-04+3.417458632851331731e-04j), (2.045926892876389247e-04+3.352541928219009826e-05j), (-3.125135162462766136e-03-3.884234685580560068e-03j)
 (1.500000000000000000e+02+0.000000000000000000e+00j), (7.505864159980795217e-03-8.028583443026114652e-03j), (4.351728403612384962e-04+3.318045360333126228e-04j), (1.882195040986668296e-04+1.771381568338917771e-05j), (-2.547011867467229625e-03-4.362819125027075050e-03j)
 (1.520000000000000000e+02+0.000000000000000000e+00j), (6.980210292540488075e-03-8.224266851017411964e-03j), (4.257695912045922218e-04+3.200591534899084795e-04j), (1.698158814426549759e-04+2.455249386638649305e-06j), (-1.977160374916923837e-03-4.848885691551613544e-03j)
 (1.540000000000000000e+02+0.000000000000000000e+00j), (6.458472263945527585e-03-8.395178269196451257e-03j), (4.144298276660227532e-04+3.066194798313437659e-04j), (1.497438299621558382e-04-1.196346136771155261e-05j), (-1.421684768247122050e-03-5.336295097028719708e-03j)
 (1.560000000000000000e+02+0.000000000000000000e+00j), (5.946945506354158612e-03-8.543482173149789458e-03j), (4.012579479438863343e-04+2.915957009547694503e-04j), (1.283718569394762016e-04-2.526090233323309472e-05j), (-8.863912900254899974e-04-5.818882542449365855e-03j)
 (1.580000000000000000e+02+0.000000000000000000e+00j), (5.451695502581410842e-03-8.671381005889940152e-03j), (3.863475104238910259e-04+2.750978518474869435e-04j), (1.060632844126523826e-04-3.716800163282888922e-05j), (-3.767324478853084960e-04-6.290530553342080396e-03j)
 (1.600000000000000000e+02+0.000000000000000000e+00j), (4.978507354433239773e-03-8.781062648912360546e-03j), (3.697809403499488956e-04+2.572355167664148426e-04j), (8.316574436048349635e-05-4.743460502765212426e-05j), (1.022424354490466137e-04-6.745241247837332164e-03j)
 (1.620000000000000000e+02+0.000000000000000000e+00j), (4.532837939653144854e-03-8.874650726262051786e-03j), (3.516297254279299699e-04+2.381178180968046120e-04j), (6.000227092792329714e-05-5.583553078891415397e-05j), (5.459297937586815152e-04-7.177207406775304097e-03j)
 (1.640000000000000000e+02+0.000000000000000000e+00j), (4.119770807671540788e-03-8.954158758084687295e-03j), (3.319550325234473572e-04+2.178537033456219812e-04j), (3.686430816139667384e-05-6.217597109725642092e-05j), (9.502072162493684603e-04-7.580881706832933581e-03j)
 (1.660000000000000000e+02+0.000000000000000000e+00j), (3.743973983992425134e-03-9.021449025483909215e-03j), (3.108086818312633614e-04+1.965525292333623322e-04j), (1.400683878913600922e-05-6.629612659931810917e-05j), (1.311461523539099753e-03-7.951043472410579058e-03j)
 (1.680000000000000000e+02+0.000000000000000000e+00j), (3.409660883182106129e-03-9.078196831892421451e-03j), (2.882344232034717295e-04+1.743249278188670984e-04j), (-8.354279486332523235e-06-6.807497570205982230e-05j), (1.626609515554040429e-03-8.282862301187630602e-03j)
 (1.700000000000000000e+02+0.000000000000000000e+00j), (3.120554566370145437e-03-9.125860656172608831e-03j), (2.642694699964686918e-04+1.512839230200615278e-04j), (-3.004280167824129269e-05-6.743309134192226949e-05j), (1.893111529017438852e-03-8.571957922725286644e-03j)
 (1.720000000000000000e+02+0.000000000000000000e+00j), (2.879855615700436990e-03-9.165658497837191748e-03j), (2.389462569903481361e-04+1.275462481295150646e-04j), (-5.092054886798328339e-05-6.433442724422054994e-05j), (2.108978079286694032e-03-8.814455659820192093e-03j)
 (1.740000000000000000e+02+0.000000000000000000e+00j), (2.690213929957417389e-03-9.198550523293028483e-03j), (2.122943988509805606e-04+1.032337975189843163e-04j), (-7.088406561856169883e-05-5.878700560195098936e-05j), (2.272769988939953804e-03-9.007036878694257495e-03j)
 (1.760000000000000000e+02+0.000000000000000000e+00j), (2.553704767717937790e-03-9.225227941393375486e-03j), (1.843428326565644301e-04+7.847513027452205573e-05j), (-8.985979867902617563e-05-5.084245133775329586e-05j), (2.383592520051945000e-03-9.146983836476269350e-03j)
 (1.780000000000000000e+02+0.000000000000000000e+00j), (2.471809372735742603e-03-9.246107873503744967e-03j), (1.551221309500786037e-04+5.340693148450540389e-05j), (-1.077981721539761199e-04-4.059433708979728292e-05j), (2.441084124937412461e-03-9.232218362504329007e-03j)
 (1.800000000000000000e+02+0.000000000000000000e+00j), (2.445400507900457286e-03-9.261333843393721246e-03j), (1.246669698178714657e-04+2.817532954440746590e-05j), (-1.246669698178715742e-04-2.817532954440770307e-05j), (2.445400507900455551e-03-9.261333843393722981e-03j)
