# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (-1.600000000000000000e+02+0.000000000000000000e+00j), (4.219918693218261026e-03-1.242934933342327046e-03j), (4.681490851047151111e-03-1.787608745203186477e-03j), (-5.010720120678393251e-03+4.883171604213367226e-03j), (7.988328244723081478e-03+2.968892240554974263e-03j)
 (-1.580000000000000000e+02+0.000000000000000000e+00j), (3.400337865614035549e-03-1.226982161516586940e-03j), (4.349013153184075331e-03-1.319013637657038239e-03j), (-4.876506356561176488e-03+4.749345457193969618e-03j), (7.832078827520067357e-03+3.416433777396592816e-03j)
 (-1.560000000000000000e+02+0.000000000000000000e+00j), (2.534286759843944453e-03-1.229383017290647771e-03j), (3.995148760095781904e-03-8.460469452868779995e-04j), (-4.752403010955621489e-03+4.599170706655630360e-03j), (7.644525725963812607e-03+3.849174387290611819e-03j)
 (-1.540000000000000000e+02+0.000000000000000000e+00j), (1.631800152072312732e-03-1.251977756834824233e-03j), (3.622377728580340999e-03-3.728112403416004275e-04j), (-4.638755986138240993e-03+4.432529127482970517e-03j), (7.424219827663741493e-03+4.265229914826073991e-03j)
 (-1.520000000000000000e+02+0.000000000000000000e+00j), (7.034500250181993132e-04-1.296408561638449919e-03j), (3.233514689965630903e-03+9.657286469455879016e-05j), (-4.535444660747319293e-03+4.249465295858277994e-03j), (7.170011146461016498e-03+4.662645079064440742e-03j)
 (-1.500000000000000000e+02+0.000000000000000000e+00j), (-2.397958291280721929e-04-1.364072996851688896e-03j), (2.831678518126709738e-03+5.580192635411979638e-04j), (-4.441891379360195929e-03+4.050208455822392438e-03j), (6.881101713152962610e-03+5.039400945869852363e-03j)
 (-1.480000000000000000e+02+0.000000000000000000e+00j), (-1.186720120933446466e-03-1.456079900662406081e-03j), (2.420252691311254242e-03+1.007530408498375071e-03j), (-4.357083272119955351e-03+3.835194961571022996e-03j), (6.557097910198591423e-03+5.393425419530182598e-03j)
 (-1.460000000000000000e+02+0.000000000000000000e+00j), (-2.126005438833809390e-03-1.573208571528126676e-03j), (2.002836863903104028e-03+1.441251484365017876e-03j), (-4.279605941316155793e-03+3.605090255156778115e-03j), (6.198060454744348975e-03+5.722607106065549787e-03j)
 (-1.440000000000000000e+02+0.000000000000000000e+00j), (-3.046385047961447292e-03-1.715872188022172715e-03j), (1.583190543778566391e-03+1.855523235252662818e-03j), (-4.207688233623271129e-03+3.360809105274777803e-03j), (5.804550222693483780e-03+6.024812925454742403e-03j)
 (-1.420000000000000000e+02+0.000000000000000000e+00j), (-3.936793651742243570e-03-1.884086529619313777e-03j), (1.165170147427154780e-03+2.246931963411893420e-03j), (-4.139257008003311041e-03+3.103532643286059396e-03j), (5.377668149356853652e-03+6.297909863445935383e-03j)
 (-1.400000000000000000e+02+0.000000000000000000e+00j), (-4.786516755952438008e-03-2.077445243836418317e-03j), (7.526610585419687537e-04+2.612355283995124958e-03j), (-4.072000520168088389e-03+2.834720610915614745e-03j), (4.919087528007635816e-03+6.539791250874671391e-03j)
 (-1.380000000000000000e+02+0.000000000000000000e+00j), (-5.585337263921713591e-03-2.295103089024016618e-03j), (3.495066248050294078e-04+2.949002361163182741e-03j), (-4.003438785359687661e-03+2.556117201496809800e-03j), (4.431077142869326024e-03+6.748407930906388102e-03j)
 (-1.360000000000000000e+02+0.000000000000000000e+00j), (-6.323677789826783607e-03-2.535768724753839718e-03j), (-4.056372979741930553e-05+3.254447562975474554e-03j), (-3.930999062083083591e-03+2.269748950228973883e-03j), (3.916513804355322738e-03+6.921804609979481139e-03j)
 (-1.340000000000000000e+02+0.000000000000000000e+00j), (-6.992736905500020715e-03-2.797708669280738782e-03j), (-4.140049443511815519e-04+3.526656743317487398e-03j), (-3.852094429328648938e-03+1.977913319100031968e-03j), (3.378882991237527108e-03+7.058161571154479910e-03j)
 (-1.320000000000000000e+02+0.000000000000000000e+00j), (-7.584617158970645770e-03-3.078763943258192460e-03j), (-7.675229289028534822e-04+3.764005671956529003e-03j), (-3.764203316121775712e-03+1.683156930909442085e-03j), (2.822266441702862144e-03+7.155841742698692068e-03j)
 (-1.300000000000000000e+02+0.000000000000000000e+00j), (-8.092442267516392757e-03-3.376380627132428459e-03j), (-1.098135025456968865e-03+3.965290468091802085e-03j), (-3.664947790146260483e-03+1.388242826579111832e-03j), (2.251315675166026646e-03+7.213442845319383533e-03j)
 (-1.280000000000000000e+02+0.000000000000000000e+00j), (-8.510460462113863742e-03-3.687655049771915508e-03j), (-1.403222199217173767e-03+4.129730225636066114e-03j), (-3.552168424428381408e-03+1.096106633017148151e-03j), (1.671210579809164669e-03+7.229853978813891545e-03j)
 (-1.260000000000000000e+02+0.000000000000000000e+00j), (-8.834130625594996747e-03-4.009393594958473965e-03j), (-1.680571153020441431e-03+4.256962326735894836e-03j), (-3.423993637724869182e-03+8.098021081336417805e-04j), (1.087602385653019732e-03+7.204315552030003504e-03j)
 (-1.240000000000000000e+02+0.000000000000000000e+00j), (-9.060187710000236483e-03-4.338186185673744560e-03j), (-1.928404986387123338e-03+4.347031202154801911e-03j), (-3.278901542845862743e-03+5.324371402989149264e-04j), (5.065405840965816336e-04+7.136480919979529790e-03j)
 (-1.220000000000000000e+02+0.000000000000000000e+00j), (-9.186684019454934708e-03-4.670491438667730318e-03j), (-2.145401541681363732e-03+4.400371495177882349e-03j), (-3.115772532860925249e-03+2.671018813510339326e-04j), (-6.561632066692135072e-05+7.026477494276337464e-03j)
 (-1.200000000000000000e+02+0.000000000000000000e+00j), (-9.213003364708143017e-03-5.002730356055005295e-03j), (-2.330699164579443268e-03+4.417786707022007715e-03j), (-2.933931081278063138e-03+1.679124286234278757e-05j), (-6.223059104296534052e-04+6.874964478757683572e-03j)
 (-1.180000000000000000e+02+0.000000000000000000e+00j), (-9.139845865936248662e-03-5.331384340486895398e-03j), (-2.483890218023298516e-03+4.400424440288494034e-03j), (-2.733175520764824940e-03-2.156755560424578435e-04j), (-1.156881926632206958e-03+6.683183806500581255e-03j)
 (-1.160000000000000000e+02+0.000000000000000000e+00j), (-8.969182294963313345e-03-5.653092401428908530e-03j), (-2.605003286809215533e-03+4.349749313910374234e-03j), (-2.513794886906482035e-03-4.277353700485675230e-04j), (-1.662747757923258018e-03+6.453000383712241203e-03j)
 (-1.140000000000000000e+02+0.000000000000000000e+00j), (-8.704178257342914254e-03-5.964741777482630326e-03j), (-2.694475550978057878e-03+4.267514506617312367e-03j), (-2.276572259735335814e-03-6.171582425910378906e-04j), (-2.133500981175721380e-03+6.186927451701653563e-03j)
 (-1.120000000000000000e+02+0.000000000000000000e+00j), (-8.349090127192135280e-03-6.263545934932723824e-03j), (-2.753117249411560653e-03+4.155732710847485564e-03j), (-2.022774397437064782e-03-7.821180529613452111e-04j), (-2.563085717426130759e-03+5.888132829672397539e-03j)
 (-1.100000000000000000e+02+0.000000000000000000e+00j), (-7.909136335562267847e-03-6.547104090194016089e-03j), (-2.782070465762512528e-03+4.016647064913879753e-03j), (-1.754127825478414213e-03-9.212536620843805087e-04j), (-2.945948663337255233e-03+5.560422056929990864e-03j)
 (-1.080000000000000000e+02+0.000000000000000000e+00j), (-7.390349224056769716e-03-6.813437079957484523e-03j), (-2.782764622075559972e-03+3.852702400729540646e-03j), (-1.472781912942637550e-03-1.033717855323190498e-03j), (-3.277193808811609561e-03+5.208195052234116003e-03j)
 (-1.060000000000000000e+02+0.000000000000000000e+00j), (-6.799414047934631243e-03-7.060995558481507166e-03j), (-2.756871048911029021e-03+3.666516920882164667e-03j), (-1.181259829431184367e-03-1.119211854719534896e-03j), (-3.552730137827938336e-03+4.836373862221226422e-03j)
 (-1.040000000000000000e+02+0.000000000000000000e+00j), (-6.143502694816194501e-03-7.288638079443213354e-03j), (-2.706258816684571113e-03+3.460854224071023208e-03j), (-8.823986243888316035e-04-1.178003757835421319e-03j), (-3.769406121278488873e-03+4.450300359279442050e-03j)
 (-1.020000000000000000e+02+0.000000000000000000e+00j), (-5.430110151806884049e-03-7.495578517592319835e-03j), (-2.632953678358187707e-03+3.238595449833497203e-03j), (-5.792800002050182365e-04-1.210929917752125726e-03j), (-3.925124629555533894e-03+4.055604316473884405e-03j)
 (-1.000000000000000000e+02+0.000000000000000000e+00j), (-4.666901624967328098e-03-7.681304363604034811e-03j), (-2.539101519282214222e-03+3.002711224532293287e-03j), (-2.751536546636165976e-04-1.219378967860826552e-03j), (-4.018932083450135057e-03+3.658044044625482615e-03j)
 (-9.800000000000000000e+01+0.000000000000000000e+00j), (-3.861577466360645566e-03-7.845469520180099396e-03j), (-2.426937177515865827e-03+2.756233066570146824e-03j), (2.664465989963444583e-05-1.205258875855049362e-03j), (-4.051076262221829996e-03+3.263323608730935282e-03j)
 (-9.600000000000000000e+01+0.000000000000000000e+00j), (-3.021761733213763120e-03-7.987767166400781826e-03j), (-2.298758935860683791e-03+2.502223948626062285e-03j), (3.227779825130717723e-04-1.170948048243616781e-03j), (-4.023028201073436221e-03+2.876892413966731805e-03j)
 (-9.400000000000000000e+01+0.000000000000000000e+00j), (-2.154918389544725928e-03-8.107789877233529535e-03j), (-2.156908445679314550e-03+2.243747810746461215e-03j), (6.099933364802527036e-04-1.119232071312377614e-03j), (-3.937465002771402267e-03+2.503734526009068415e-03j)
 (-9.200000000000000000e+01+0.000000000000000000e+00j), (-1.268297013470053893e-03-8.204885347914692151e-03j), (-2.003755369786664256e-03+1.983837957424731957e-03j), (8.852045939069544357e-04-1.053228147120459498e-03j), (-3.798212089022640851e-03+2.148156334165905908e-03j)
 (-9.000000000000000000e+01+0.000000000000000000e+00j), (-3.689075807931481367e-04-8.278016679634341013e-03j), (-1.841685666789982193e-03+1.725464437789730153e-03j), (1.145570294260974580e-03-9.762996533914930627e-04j), (-3.610145323961079251e-03+1.813581967112120512e-03j)
 (-8.800000000000000000e+01+0.000000000000000000e+00j), (5.364783379404883734e-04-8.325636183024990103e-03j), (-1.673092209836610266e-03+1.471500682524421247e-03j), (1.388563744841320342e-03-8.919635221098892426e-04j), (-3.379055429399352179e-03+1.502366149721753863e-03j)
 (-8.600000000000000000e+01+0.000000000000000000e+00j), (1.441304604064425456e-03-8.345581051360358160e-03j), (-1.500366351957576954e-03+1.224689836452117148e-03j), (1.612032875392614521e-03-8.037932980887660395e-04j), (-3.111479042918846756e-03+1.215633905139696953e-03j)
 (-8.400000000000000000e+01+0.000000000000000000e+00j), (2.339191939871338322e-03-8.334998099029895108e-03j), (-1.325889115857849156e-03+9.876113664876232361e-04j), (1.814247570620394854e-03-7.153208149774370733e-04j), (-2.814502510809823235e-03+9.531556619492401227e-04j)
 (-8.200000000000000000e+01+0.000000000000000000e+00j), (3.223890918892439224e-03-8.290303149790021267e-03j), (-1.152020881358892680e-03+7.626486292289780516e-04j), (1.993932566581671680e-03-6.299394231524100716e-04j), (-2.495545938257511236e-03+7.132649682339186259e-04j)
 (-8.000000000000000000e+01+0.000000000000000000e+00j), (4.089234022973455354e-03-8.207178723570868889e-03j), (-9.810887399336739798e-04+5.519581438117593386e-04j), (2.150284467051932855e-03-5.508116320778744246e-04j), (-2.162136044260065931e-03+4.928242268790657696e-04j)
 (-7.800000000000000000e+01+0.000000000000000000e+00j), (4.929093977723158354e-03-8.080611559601680663e-03j), (-8.153710457319690574e-04+3.574413314773214030e-04j), (2.282972003677567665e-03-4.807838969131424784e-04j), (-1.821676926870754564e-03+2.872417638572098892e-04j)
 (-7.600000000000000000e+01+0.000000000000000000e+00j), (5.737354697530590644e-03-7.904969381220400271e-03j), (-6.570790751791021761e-04+1.807194556913154133e-04j), (2.392119310568467487e-03-4.223110897262309779e-04j), (-1.481227910716983488e-03+9.054125687059230091e-05j)
 (-7.400000000000000000e+01+0.000000000000000000e+00j), (6.507899813050536768e-03-7.674114298436113604e-03j), (-5.083360725063742428e-04+2.311243112995447542e-05j), (2.478272683648442658e-03-3.773929503766226628e-04j), (-1.147297235370100610e-03-1.045177736882692694e-04j)
 (-7.200000000000000000e+01+0.000000000000000000e+00j), (7.234622066123257492e-03-7.381548481384100913e-03j), (-3.711542714821892183e-04-1.143779257377140583e-04j), (2.542352014481735582e-03-3.475245089467254096e-04j), (-8.256594949817525975e-04-3.062719393374376355e-04j)
 (-7.000000000000000000e+01+0.000000000000000000e+00j), (7.911455009820995976e-03-7.020586314819841738e-03j), (-2.474107178177967843e-04-2.310797485438329847e-04j), (2.585588789565256267e-03-3.336621074047375879e-04j), (-5.212035279238084323e-04-5.239439633150943815e-04j)
 (-6.800000000000000000e+01+0.000000000000000000e+00j), (8.532426617794741652e-03-6.584546219933494308e-03j), (-1.388228566912931886e-04-3.266577487453196514e-04j), (2.609453189226732233e-03-3.362062208084790581e-04j), (-2.378159691436581734e-04-7.673978982400636670e-04j)
 (-6.600000000000000000e+01+0.000000000000000000e+00j), (9.091732744987039011e-03-6.066954729055986859e-03j), (-4.692489160597772865e-05-4.011144265808195457e-04j), (2.615573366272829717e-03-3.550017887778322465e-04j), (2.169598424662417277e-05-1.046868114522655525e-03j)
 (-6.400000000000000000e+01+0.000000000000000000e+00j), (9.583827018173046025e-03-5.461755212734048688e-03j), (2.695412866319612147e-05-4.547858053330678958e-04j), (2.605650398519520055e-03-3.893562221484091960e-04j), (2.556407831633379039e-04-1.372671454878360243e-03j)
 (-6.200000000000000000e+01+0.000000000000000000e+00j), (1.000352275570261414e-02-4.763513851368107559e-03j), (8.170966297184471306e-05-4.883317558292562220e-04j), (2.581372663532153881e-03-4.380746599114399942e-04j), (4.634376259035721639e-04-1.754912358437682278e-03j)
 (-6.000000000000000000e+01+0.000000000000000000e+00j), (1.034610196120858312e-02-3.967615958990087718e-03j), (1.164778161211843619e-04-5.027210963151286429e-04j), (2.544333459969841914e-03-4.995114366556945755e-04j), (6.455719881052184722e-04-2.203190721516092368e-03j)
 (-5.800000000000000000e+01+0.000000000000000000e+00j), (1.060742630042305241e-02-3.070446535989296462e-03j), (1.306478133825116647e-04-4.992117607310271642e-04j), (2.495955590495703338e-03-5.716361057872288440e-04j), (8.035145899087029050e-04-2.726321813436365440e-03j)
 (-5.600000000000000000e+01+0.000000000000000000e+00j), (1.078404520827761989e-02-2.069549876563116318e-03j), (1.238705697634377831e-04-4.793264250725805123e-04j), (2.437426330398314960e-03-6.521117784940780445e-04j), (9.396080582600898744e-04-3.332076755356439077e-03j)
 (-5.400000000000000000e+01+0.000000000000000000e+00j), (1.087329680942114400e-02-9.637641124721519096e-04j), (9.606330082216767738e-05-4.448240662763630008e-04j), (2.369645749009954405e-03-7.383830148621493882e-04j), (1.056926544592021568e-03-4.026950961775898133e-03j)
 (-5.200000000000000000e+01+0.000000000000000000e+00j), (1.087339807480829437e-02+2.466723293338954131e-04j), (4.741027403627867654e-05-3.976680002120086890e-04j), (2.293190752474672488e-03-8.277700735848498269e-04j), (1.159114290703472947e-03-4.815966611015109686e-03j)
 (-5.000000000000000000e+01+0.000000000000000000e+00j), (1.078352147956846904e-02+1.560044298376776209e-03j), (-2.164009406873125858e-05-3.399910039461925392e-04j), (2.208296508725622175e-03-9.175660190755430962e-04j), (1.250209590979347446e-03-5.702513729679029204e-03j)
 (-4.800000000000000000e+01+0.000000000000000000e+00j), (1.060385627789548271e-02+2.973114447453851540e-03j), (-1.103815324945460691e-04-2.740581713380223672e-04j), (2.114856135980518106e-03-1.005133022438437244e-03j), (1.334460781131682977e-03-6.688232924565312883e-03j)
 (-4.600000000000000000e+01+0.000000000000000000e+00j), (1.033565328916430902e-02+4.481108718214818487e-03j), (-2.178593273727625951e-04-2.022281790863991822e-04j), (2.012438724249111278e-03-1.087994190672945212e-03j), (1.416140806494991643e-03-7.772941248065852807e-03j)
 (-4.400000000000000000e+01+0.000000000000000000e+00j), (9.981252737490429322e-03+6.077731983487003921e-03j), (-3.428826000007900200e-04-1.269136516936365919e-04j), (1.900324954552414219e-03-1.163917422260866887e-03j), (1.499366609453933958e-03-8.954601207747985014e-03j)
 (-4.200000000000000000e+01+0.000000000000000000e+00j), (9.544095171068356365e-03+7.755212366446715029e-03j), (-4.840392485008911615e-04-5.054130809817306198e-05j), (1.777558819499809638e-03-1.230988112483890826e-03j), (1.587929056269159330e-03-1.022933158601267885e-02j)
 (-4.000000000000000000e+01+0.000000000000000000e+00j), (9.028715799476392731e-03+9.504372209262956436e-03j), (-6.397134076791386901e-04+2.448744960459172060e-05j), (1.643013263929431938e-03-1.287668004268109363e-03j), (1.685138435068937778e-03-1.159145756828175444e-02j)
 (-3.800000000000000000e+01+0.000000000000000000e+00j), (8.440722740567820070e-03+1.131472324270933749e-02j), (-8.081053348983854336e-04+9.583488256817719575e-05j), (1.495466982292764906e-03-1.332838077209834915e-03j), (1.793689740405395635e-03-1.303359672135562773e-02j)
 (-3.600000000000000000e+01+0.000000000000000000e+00j), (7.786759694840311025e-03+1.317458320455091800e-02j), (-9.872536671203500664e-04+1.612636246888718970e-04j), (1.333689150901269226e-03-1.365824058893573469e-03j), (1.915551059586439878e-03-1.454677663627570137e-02j)
 (-3.400000000000000000e+01+0.000000000000000000e+00j), (7.074453506723051184e-03+1.507121095618261554e-02j), (-1.175060007196948890e-03+2.186712441048605730e-04j), (1.156528552136906274e-03-1.386403894028840353e-03j), (2.051877436554572134e-03-1.612057955665532200e-02j)
 (-3.200000000000000000e+01+0.000000000000000000e+00j), (6.312346976105135885e-03+1.699095704026152773e-02j), (-1.369315781399044283e-03+2.661222134218726608e-04j), (9.630033720402805635e-04-1.394797281158430009e-03j), (2.202951653072052034e-03-1.774330904498207934e-02j)
 (-3.000000000000000000e+01+0.000000000000000000e+00j), (5.509817195123797515e-03+1.891942659266256446e-02j), (-1.567731264526365164e-03+3.018769165263417674e-04j), (7.523879242226261428e-04-1.391638146371285264e-03j), (2.368152472803106232e-03-1.940217367524512196e-02j)
 (-2.800000000000000000e+01+0.000000000000000000e+00j), (4.676979643451402782e-03+2.084165155621949331e-02j), (-1.767966596931173700e-03+3.244173909701608357e-04j), (5.242926683514720267e-04-1.377931633109221940e-03j), (2.545950073623171744e-03-2.108348285094654995e-02j)
 (-2.600000000000000000e+01+0.000000000000000000e+00j), (3.824578308268463192e-03+2.274226922881779703e-02j), (-1.967664525584776700e-03+3.324695730941724914e-04j), (2.787341423485174591e-04-1.354997814937437556e-03j), (2.733927671286871287e-03-2.277285009802150137e-02j)
 (-2.400000000000000000e+01+0.000000000000000000e+00j), (2.963862218436041657e-03+2.460570430364132644e-02j), (-2.164484497111861597e-03+3.250218759926184402e-04j), (1.619180159064889391e-05-1.324404857163088501e-03j), (2.928827728862027323e-03-2.445539953513380105e-02j)
 (-2.200000000000000000e+01+0.000000000000000000e+00j), (2.106448998726497684e-03+2.641635171589895581e-02j), (-2.356137623646764340e-03+3.013399865174124339e-04j), (-2.623507600513489595e-04-1.287894742420737015e-03j), (3.126620657737252777e-03-2.611597164306238283e-02j)
 (-2.000000000000000000e+01+0.000000000000000000e+00j), (1.264176350103440481e-03+2.815875779140531929e-02j), (-2.540421941485350790e-03+2.609778159156031117e-04j), (-5.553821624199054225e-04-1.247304920185236463e-03j), (3.322593546187096406e-03-2.773932490822739183e-02j)
 (-1.800000000000000000e+01+0.000000000000000000e+00j), (4.489427270464430410e-04+2.981779739309683985e-02j), (-2.715257295931106877e-03+2.037845791949055368e-04j), (-8.608584822355746504e-04-1.204489332609106050e-03j), (3.511456192515255512e-03-2.931033037666461866e-02j)
 (-1.600000000000000000e+01+0.000000000000000000e+00j), (-3.274611126891812567e-04+3.137884497865991995e-02j), (-2.878719120016756585e-03+1.299080113044060098e-04j), (-1.176218023292184512e-03-1.161242207652916827e-03j), (3.687461559048278974e-03-3.081415660505362752e-02j)
 (-1.400000000000000000e+01+0.000000000000000000e+00j), (-1.053527595399007723e-03+3.282793771369361263e-02j), (-3.029070334559735411e-03+3.979375454738536487e-05j), (-1.498415547954090425e-03-1.119227800045734939e-03j), (3.844537685381772037e-03-3.223644292338322115e-02j)
 (-1.200000000000000000e+01+0.000000000000000000e+00j), (-1.718212368077779405e-03+3.415192902844480655e-02j), (-3.164790584925976369e-03-6.581902748194331729e-05j), (-1.823975206708732845e-03-1.079918912012085884e-03j), (3.976428088152386166e-03-3.356345932510355207e-02j)
 (-1.000000000000000000e+01+0.000000000000000000e+00j), (-2.311116042510487963e-03+3.533863126011484862e-02j), (-3.284602046727065107e-03-1.859057372434995555e-04j), (-2.149060733267045119e-03-1.044546555284818490e-03j), (4.076837714883018923e-03-3.478225167635365378e-02j)
 (-8.000000000000000000e+00+0.000000000000000000e+00j), (-2.822664513954855139e-03+3.637694628412380116e-02j), (-3.387491077717566176e-03-3.191680450609526271e-04j), (-2.469560854392082241e-03-1.014062545017052792e-03j), (4.139581597673240576e-03-3.588077129106750224e-02j)
 (-6.000000000000000000e+00+0.000000000000000000e+00j), (-3.244284506939981803e-03+3.725698330217266929e-02j), (-3.472725064511283325e-03-4.640491043875793792e-04j), (-2.781187316890312237e-03-9.891161704532885901e-04j), (4.158733457673052629e-03-3.684798826013921391e-02j)
 (-4.000000000000000000e+00+0.000000000000000000e+00j), (-3.568570868494401471e-03+3.797016321626184993e-02j), (-3.539863907781148292e-03-6.187521638201674747e-04j), (-3.079582476861962223e-03-9.700453957744765597e-04j), (4.128771634869956783e-03-3.767398825671391255e-02j)
 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-3.789442078809192749e-03+3.850930926776441332e-02j), (-3.588765705352206167e-03-7.812624399965556986e-04j), (-3.360433042871286292e-03-9.568823390807254569e-04j), (4.044719853370540470e-03-3.835005287018359438e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-3.902280475297750535e-03+3.886872384907837097e-02j), (-3.619586325911367496e-03-9.493720910647199772e-04j), (-3.619586325911367496e-03-9.493720910647178088e-04j), (3.902280475297750535e-03-3.886872384907837097e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j), (3.904053779509804138e-03-3.904425159058847600e-02j), (3.632772713804659302e-03+1.120708099111705595e-03j), (3.853165231690388205e-03+9.470033005992632268e-04j), (-3.697958042895421044e-03+3.922385195363641691e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j), (3.793414668035630447e-03-3.903332897514772554e-02j), (3.629049924407292977e-03+1.292762830696293471e-03j), (4.057678237655010581e-03+9.490484037278864877e-04j), (-3.429171055251062795e-03+3.941063142342174364e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j), (3.570775330864525872e-03-3.883502082367846359e-02j), (3.609402056534614933e-03+1.462926997024383219e-03j), (4.230120727234345200e-03+9.546109337762249047e-04j), (-3.094350070483332330e-03+3.942562134030842824e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j), (3.238354210107298025e-03-3.845004401791681653e-02j), (3.575047419676705748e-03+1.628524679797555387e-03j), (4.368064302372998663e-03+9.626770471014211780e-04j), (-2.693020364188540832e-03+3.926675539523736408e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j), (2.800192410574373503e-03-3.788077877182660647e-02j), (3.527408445311218995e-03+1.786850026837723433e-03j), (4.469731054576504131e-03+9.721682487048069997e-04j), (-2.225867509488586599e-03+3.893334172884926891e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j), (2.262137629622533366e-03-3.713126762842233058e-02j), (3.468077018275533829e-03+1.935205155827195937e-03j), (4.534050233537169176e-03+9.819923143462342633e-04j), (-1.694784374191030769e-03+3.842605459171336696e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j), (1.631793880878577635e-03-3.620720214646242635e-02j), (3.398776060451693618e-03+2.070938738559057260e-03j), (4.560695297456804874e-03+9.910895822549598607e-04j), (-1.102898160166903988e-03+3.774691954158383017e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j), (9.184358029411240692e-04-3.511589696210880296e-02j), (3.321318338337168365e-03+2.191484676538827184e-03j), (4.550099944638370288e-03+9.984721204480979245e-04j), (-4.545762463541077334e-04+3.689929374969322384e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j), (1.328869692792973697e-04-3.386625058322621090e-02j), (3.237563581372569603e-03+2.294400226819646223e-03j), (4.503452393928194554e-03+1.003253748599428280e-03j), (2.445902491208716513e-04+3.588784271903058126e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j), (-7.126376337727274553e-04-3.246869192658571185e-02j), (3.149375081874414631e-03+2.377402900032179675e-03j), (4.422667882468568623e-03+1.004669481665748220e-03j), (9.878260856795580917e-04+3.471851432753139677e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j), (-1.604723907547006469e-03-3.093511127747145678e-02j), (3.058576993092484465e-03+2.438405435872421749e-03j), (4.310340061702768073e-03+1.002083634316375651e-03j), (1.767235357593677138e-03+3.339851061139964550e-02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j), (-2.528983645290742988e-03-2.927877408081967434e-02j), (2.966913543233888270e-03+2.475548169230841304e-03j), (4.169672674108720369e-03+9.949865434390927754e-04j), (2.573889149285730257e-03+3.193625712336215644e-02j)
