# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (9.600000000000000000e+01+0.000000000000000000e+00j), (2.713441310038309726e-03+7.597809286024261206e-03j), (4.407733687142309574e-05+4.432652291506297785e-05j), (-7.343151082605998178e-05-8.016523980346921218e-05j), (-3.742439673348097948e-03-4.451419518547282232e-03j)
 (9.800000000000000000e+01+0.000000000000000000e+00j), (3.703520185307265702e-03+7.162461036729927434e-03j), (5.238444867916738592e-05+5.153353940426612915e-05j), (-7.557007352438153936e-05-8.699439559704778293e-05j), (-4.497312774478767414e-03-3.882269546123741540e-03j)
 (1.000000000000000000e+02+0.000000000000000000e+00j), (4.649826802189976037e-03+6.664012710489736029e-03j), (6.134312194844956034e-05+5.848797386968034419e-05j), (-7.707828248022663832e-05-9.408184668485251466e-05j), (-5.205033890281277921e-03-3.312569755391209236e-03j)
 (1.020000000000000000e+02+0.000000000000000000e+00j), (5.546132382649973831e-03+6.108407639038031418e-03j), (7.078870153850412843e-05+6.504452063770992858e-05j), (-7.796971361400367566e-05-1.014486378524822940e-04j), (-5.859541896823467280e-03-2.752981186599787102e-03j)
 (1.040000000000000000e+02+0.000000000000000000e+00j), (6.386887045216614253e-03+5.501677899751219666e-03j), (8.054574667933829557e-05+7.106375184712735566e-05j), (-7.825926160108431155e-05-1.091005030373099632e-04j), (-6.455358481965244206e-03-2.213736542178321772e-03j)
 (1.060000000000000000e+02+0.000000000000000000e+00j), (7.167259043734885114e-03+4.849891994759995134e-03j), (9.043273700496074017e-05+7.641574103678417404e-05j), (-7.796060601956889718e-05-1.170244055694707444e-04j), (-6.987645439625673333e-03-1.704530534120891720e-03j)
 (1.080000000000000000e+02+0.000000000000000000e+00j), (7.883163616123282924e-03+4.159104419539839774e-03j), (1.002668985639198910e-04+8.098330616999414985e-05j), (-7.708405646946572311e-05-1.251858556674543329e-04j), (-7.452253938690861848e-03-1.234417375961104936e-03j)
 (1.100000000000000000e+02+0.000000000000000000e+00j), (8.531281322284709270e-03+3.435307524446246270e-03j), (1.098689685789919532e-04+8.466477734174778890e-05j), (-7.563497392135561895e-05-1.335271844073269304e-04j), (-7.845765135634725010e-03-8.117165073302714130e-04j)
 (1.120000000000000000e+02+0.000000000000000000e+00j), (9.109065932447733133e-03+2.684386071088810596e-03j), (1.190677224525000491e-04+8.737621883669351554e-05j), (-7.361292279294872948e-05-1.419669040941476802e-04j), (-8.165521640832352698e-03-4.439275569389288336e-04j)
 (1.140000000000000000e+02+0.000000000000000000e+00j), (9.614742123179562810e-03+1.912074883103252569e-03j), (1.277040994036216144e-04+8.905306153893132923e-05j), (-7.101165146138038026e-05-1.504002277292164759e-04j), (-8.409649502256179299e-03-1.376554532027241104e-04j)
 (1.160000000000000000e+02+0.000000000000000000e+00j), (1.004729344289929417e-02+1.123919983651641610e-03j), (1.356347834744329095e-04+8.965112828768333219e-05j), (-6.781993306996314053e-05-1.587007587649318346e-04j), (-8.577070531753275967e-03+1.014535190590255440e-04j)
 (1.180000000000000000e+02+0.000000000000000000e+00j), (1.040644121435111737e-02+3.252435956300772321e-04j), (1.427351233438030884e-04+8.914706003957250811e-05j), (-6.402322935529603334e-05-1.667233003959203469e-04j), (-8.667504963107640001e-03+2.687640415239862389e-04j)
 (1.200000000000000000e+02+0.000000000000000000e+00j), (1.069261523853585333e-02-4.788866487498145931e-04j), (1.489013059921351703e-04+8.753817324699068847e-05j), (-5.960607381082138538e-05-1.743076749609507746e-04j), (-8.681464592307265582e-03+3.606919265401671874e-04j)
 (1.220000000000000000e+02+0.000000000000000000e+00j), (1.090691734197827764e-02-1.283683987539274837e-03j), (1.540517340582221858e-04+8.484179758957131629e-05j), (-5.455501246100448638e-05-1.812833919839064532e-04j), (-8.620236703909562453e-03+3.747317302067546549e-04j)
 (1.240000000000000000e+02+0.000000000000000000e+00j), (1.105107895529088696e-02-2.084664058986065993e-03j), (1.581275928620451681e-04+8.109415737542743430e-05j), (-4.886189560452241376e-05-1.874749607828334475e-04j), (-8.485859228738601087e-03+3.094715755488266617e-04j)
 (1.260000000000000000e+02+0.000000000000000000e+00j), (1.112741401470053286e-02-2.877661523053242753e-03j), (1.610926286312164128e-04+7.634886922996080407e-05j), (-4.252728554908824835e-05-1.927076125733120861e-04j), (-8.281087703689770860e-03+1.645951053787759284e-04j)
 (1.280000000000000000e+02+0.000000000000000000e+00j), (1.113876853010676432e-02-3.658841711288096047e-03j), (1.629321926386640719e-04+7.067513319164168604e-05j), (-3.556373548518790788e-05-1.968131789860424054e-04j), (-8.009354711407182942e-03-5.912935527251961026e-05j)
 (1.300000000000000000e+02+0.000000000000000000e+00j), (1.108846815674603345e-02-4.424707349203703226e-03j), (1.636516350927234560e-04+6.415569446887076804e-05j), (-2.799870342855671437e-05-1.996358695207160988e-04j), (-7.674722564172076385e-03-3.598721882034834098e-04j)
 (1.320000000000000000e+02+0.000000000000000000e+00j), (1.098026503975367205e-02-5.172100509440450550e-03j), (1.632741563600945047e-04+5.688464960476161044e-05j), (-1.987689119090026878e-05-2.010376995064600458e-04j), (-7.281830061601704193e-03-7.347780288739136269e-04j)
 (1.340000000000000000e+02+0.000000000000000000e+00j), (1.081828507331465856e-02-5.898200068483977314e-03j), (1.618382404458159588e-04+4.896516455980481843e-05j), (-1.126183879783256428e-05-2.009033417373381591e-04j), (-6.835834195682054595e-03-1.180012929894193145e-03j)
 (1.360000000000000000e+02+0.000000000000000000e+00j), (1.060697653473144549e-02-6.600515047704533407e-03j), (1.593948060098245424e-04+4.050716425796588874e-05j), (-2.236655783767496892e-06-1.991442075368984226e-04j), (-6.342347700039131612e-03-1.690822462660537947e-03j)
 (1.380000000000000000e+02+0.000000000000000000e+00j), (1.035106082904055369e-02-7.276874313970832855e-03j), (1.560042134024443761e-04+3.162504442312436849e-05j), (7.096172178225432320e-06-1.957016044538383026e-04j), (-5.807373344655622840e-03-2.261599953680646594e-03j)
 (1.400000000000000000e+02+0.000000000000000000e+00j), (1.005548582593605335e-02-7.925413189671756675e-03j), (1.517332625066564731e-04+2.243544792520950815e-05j), (1.661590454683063248e-05-1.905488655270967094e-04j), (-5.237235864475341812e-03-2.885963941565420753e-03j)
 (1.420000000000000000e+02+0.000000000000000000e+00j), (9.725382004575643113e-03-8.544557571362501949e-03j), (1.466523062204794117e-04+1.305514002604294868e-05j), (2.618554324475705434e-05-1.836923962106631848e-04j), (-4.638512382886005904e-03-3.556843845900618719e-03j)
 (1.440000000000000000e+02+0.000000000000000000e+00j), (9.366021361576373425e-03-9.133006176777020910e-03j), (1.408325891575543359e-04+3.599010302242763953e-06j), (3.565460627560994414e-05-1.751716366034000477e-04j), (-4.017962151536373649e-03-4.266572761128242623e-03j)
 (1.460000000000000000e+02+0.000000000000000000e+00j), (8.982778801272045532e-03-9.689711529934556464e-03j), (1.343439017887046211e-04-5.821776189526091127e-06j), (4.486254003904247489e-05-1.650579856158652925e-04j), (-3.382456378974913348e-03-5.006986227475708137e-03j)
 (1.480000000000000000e+02+0.000000000000000000e+00j), (8.581095531597521600e-03-1.021386025400305986e-02j), (1.272526181430634086e-04-1.510145980030304979e-05j), (5.364260697875774809e-05-1.534527773820879221e-04j), (-2.738908864764753263e-03-5.769525786656106749e-03j)
 (1.500000000000000000e+02+0.000000000000000000e+00j), (8.166443847265208306e-03-1.070485317419250272e-02j), (1.196201617441505945e-04-2.414118327928992943e-05j), (6.182607217774358671e-05-1.404844362544140687e-04j), (-2.094208095397680387e-03-6.545346101841417741e-03j)
 (1.520000000000000000e+02+0.000000000000000000e+00j), (7.744292603581350541e-03-1.116228564299697953e-02j), (1.115019210446412600e-04-3.285029094386343514e-05j), (6.924651185334591624e-05-1.263049633471106763e-04j), (-1.455151395569151884e-03-7.325424408213080177e-03j)
 (1.540000000000000000e+02+0.000000000000000000e+00j), (7.320072673807136339e-03-1.158592839412398746e-02j), (1.029466134990795817e-04-4.114741784970682523e-05j), (7.574407701225457706e-05-1.110859237617782910e-04j), (-8.283816649227393686e-04-8.100671060883590097e-03j)
 (1.560000000000000000e+02+0.000000000000000000e+00j), (6.899141739711876949e-03-1.197570911723402909e-02j), (9.399607764311785935e-05-4.896135867760447754e-05j), (8.116956464256783123e-05-9.501410906666664987e-05j), (-2.203271675926999512e-04-8.862039959660698504e-03j)
 (1.580000000000000000e+02+0.000000000000000000e+00j), (6.486747883145079809e-03-1.233169483168072497e-02j), (8.468545596063587226e-05-5.623170846653175527e-05j), (8.538817408972396291e-05-7.828704484296208465e-05j), (3.628552192035349160e-04-9.600637653459091064e-03j)
 (1.600000000000000000e+02+0.000000000000000000e+00j), (6.087991615834393959e-03-1.265407503235765375e-02j), (7.504371847625854240e-05-6.290927049292347362e-05j), (8.828285482278896241e-05-6.110849944382079873e-05j), (9.153329499245048710e-04-1.030782995969325988e-02j)
 (1.620000000000000000e+02+0.000000000000000000e+00j), (5.707786191392399608e-03-1.294314549248534729e-02j), (6.509446818964923767e-05-6.895623061391916429e-05j), (8.975718086309984810e-05-4.368412945261384097e-05j), (1.431646656975289452e-03-1.097534497441608921e-02j)
 (1.640000000000000000e+02+0.000000000000000000e+00j), (5.350816271515058259e-03-1.319929254344232201e-02j), (5.485696467448225447e-05-7.434610218264714595e-05j), (8.973771426499819255e-05-2.621737205354489721e-05j), (1.906754659217875470e-03-1.159537139624902506e-02j)
 (1.660000000000000000e+02+0.000000000000000000e+00j), (5.021495250385758953e-03-1.342297761551581974e-02j), (4.434730115310841261e-05-7.906345098689618225e-05j), (8.817584327376903907e-05-8.905667238053185283e-06j), (2.336072942657295773e-03-1.216065114050743357e-02j)
 (1.680000000000000000e+02+0.000000000000000000e+00j), (4.723921760524633570e-03-1.361472181850059519e-02j), (3.357967266926631519e-05-8.310341521718051037e-05j), (8.504909885533393091e-05+8.062933961795237914e-06j), (2.715510468970393741e-03-1.266456527890011396e-02j)
 (1.700000000000000000e+02+0.000000000000000000e+00j), (4.461836074537492772e-03-1.377509036776932219e-02j), (2.256767799012672368e-05-8.647104082704215188e-05j), (8.036196560491019707e-05+2.451274289869599885e-05j), (3.041499709706433838e-03-1.310121240459118791e-02j)
 (1.720000000000000000e+02+0.000000000000000000e+00j), (4.238577267949368739e-03-1.390467671770184536e-02j), (1.132560484039152766e-05-8.918045737483465776e-05j), (7.414620968125772659e-05+4.028297531384172469e-05j), (3.311022342491176749e-03-1.346547859234826540e-02j)
 (1.740000000000000000e+02+0.000000000000000000e+00j), (4.057042109590986746e-03-1.400408634579945570e-02j), (-1.303437832750618788e-07-9.125392313734776134e-05j), (6.646074804984073673e-05+5.522986230685581225e-05j), (3.521630080306062567e-03-1.375309819923738880e-02j)
 (1.760000000000000000e+02+0.000000000000000000e+00j), (3.919646692893921647e-03-1.407392023111216084e-02j), (-1.178091593234155749e-05-9.272077064521930376e-05j), (5.739108107326862927e-05+6.922833802466649372e-05j), (3.671460635809981575e-03-1.396070483329042017e-02j)
 (1.780000000000000000e+02+0.000000000000000000e+00j), (3.828291813102089724e-03-1.411475818197831245e-02j), (-2.360279516802260205e-05-9.361628461383375501e-05j), (4.704830577089024368e-05+8.217331352515002947e-05j), (3.759248849661169303e-03-1.408587190620865133e-02j)
 (1.800000000000000000e+02+0.000000000000000000e+00j), (3.784333034903030954e-03-1.412714228190968882e-02j), (-3.556772140309709688e-05-9.398054347663277485e-05j), (3.556772140309742892e-05+9.398054347663175841e-05j), (3.784333034903030520e-03-1.412714228190969229e-02j)
