# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (-1.580000000000000000e+02+0.000000000000000000e+00j), (-5.446932927052832753e-03+9.914835884195722163e-03j), (4.099246147327153888e-05-5.774064606127730015e-04j), (-1.851883385850978145e-04+5.591756314703552795e-05j), (4.753154853900253994e-04+6.705110160156901866e-03j)
 (-1.560000000000000000e+02+0.000000000000000000e+00j), (-5.925984990613945499e-03+9.731989544793715266e-03j), (3.922129836150521653e-05-5.852725782862069686e-04j), (-1.888667669427115047e-04+3.884922632339580210e-05j), (1.004482645609155230e-03+6.072452858535083188e-03j)
 (-1.540000000000000000e+02+0.000000000000000000e+00j), (-6.415139153352032719e-03+9.522142719567966776e-03j), (3.839847516781536013e-05-5.881798318148150333e-04j), (-1.911932627603861055e-04+2.194752157871070772e-05j), (1.561493543479568159e-03+5.419805138726058180e-03j)
 (-1.520000000000000000e+02+0.000000000000000000e+00j), (-6.908682134099719367e-03+9.283271382588874701e-03j), (3.853037815643101311e-05-5.861156624636666137e-04j), (-1.920468759457921888e-04+5.406842654163832676e-06j), (2.140248226718466026e-03+4.754634701379415254e-03j)
 (-1.500000000000000000e+02+0.000000000000000000e+00j), (-7.400739133772091423e-03+9.013470545263423811e-03j), (3.960806005550891680e-05-5.791132429970507816e-04j), (-1.913384472587368722e-04-1.056716879012128653e-05j), (2.734385869719475459e-03+4.084664693348148863e-03j)
 (-1.480000000000000000e+02+0.000000000000000000e+00j), (-7.885314898211221585e-03+8.711010808133703986e-03j), (4.160712836636994578e-05-5.672508801434462348e-04j), (-1.890145783442759156e-04-2.575936076947892906e-05j), (3.337354311066450651e-03+3.417785899545052169e-03j)
 (-1.460000000000000000e+02+0.000000000000000000e+00j), (-8.356336891706474951e-03+8.374394416325491725e-03j), (4.448786802853985751e-05-5.506508088838464815e-04j), (-1.850607959856072544e-04-3.994773311357971922e-05j), (3.942480891879635192e-03+2.761965579809897483e-03j)
 (-1.440000000000000000e+02+0.000000000000000000e+00j), (-8.807700776454187308e-03+8.002409653864128031e-03j), (4.819558958070507333e-05-5.294773828644829417e-04j), (-1.795036733010262260e-04-5.290706537623007121e-05j), (4.543043628592389159e-03+2.125153755276580278e-03j)
 (-1.420000000000000000e+02+0.000000000000000000e+00j), (-9.233318350459969112e-03+7.594182380104949788e-03j), (5.266118033324323442e-05-5.039346873950138923e-04j), (-1.724116947162774791e-04-6.441348771167368088e-05j), (5.132341747706195036e-03+1.515187767444092738e-03j)
 (-1.400000000000000000e+02+0.000000000000000000e+00j), (-9.627168035924950698e-03+7.149223521492182459e-03j), (5.780182422627518730e-05-4.742636241868734078e-04j), (-1.638946934866888233e-04-7.424990065447213152e-05j), (5.703764626363917387e-03+9.396959522595689897e-04j)
 (-1.380000000000000000e+02+0.000000000000000000e+00j), (-9.983347930053300054e-03+6.667471386742123036e-03j), (6.352184753277718553e-05-4.407385386517762124e-04j), (-1.541017493008048551e-04-8.221207687523267933e-05j), (6.250858223714087815e-03+4.060012913221262170e-04j)
 (-1.360000000000000000e+02+0.000000000000000000e+00j), (-1.029613132887587101e-02+6.149327773337638289e-03j), (6.971364359823370937e-05-4.036634795526013110e-04j), (-1.432175066044713801e-04-8.811520979752842265e-05j), (6.767388155636267812e-03-7.897407719902616312e-05j)
 (-1.340000000000000000e+02+0.000000000000000000e+00j), (-1.056002451142676671e-02+5.595686974929956967e-03j), (7.625863112666351811e-05-3.633681954631676593e-04j), (-1.314569578800501366e-04-9.180061678503464886e-05j), (7.247398659867346910e-03-5.088025844062215881e-04j)
 (-1.320000000000000000e+02+0.000000000000000000e+00j), (-1.076982642733440888e-02+5.007956977205373951e-03j), (8.302820727327022159e-05-3.202039814321910741e-04j), (-1.190588251208283090e-04-9.314226417205567396e-05j), (7.685266818800723029e-03-8.776422687963698031e-04j)
 (-1.300000000000000000e+02+0.000000000000000000e+00j), (-1.092068976860154778e-02+4.388072336112719928e-03j), (8.988466849500300097e-05-2.745394914069242891e-04j), (-1.062777611694649542e-04-9.205276222779713434e-05j), (8.075751550361470743e-03-1.180324181800780116e-03j)
 (-1.280000000000000000e+02+0.000000000000000000e+00j), (-1.100818273153224107e-02+3.738498457625075242e-03j), (9.668208763560347946e-05-2.267566268010630338e-04j), (-9.337567397766326346e-05-8.848848300801571509e-05j), (8.414037038711047467e-03-1.412435196776756427e-03j)
 (-1.260000000000000000e+02+0.000000000000000000e+00j), (-1.102835059547886166e-02+3.062227232079168214e-03j), (1.032671534666489881e-04-1.772465991458208642e-04j), (-8.061254476068878177e-05-8.245348369135697812e-05j), (8.695770449618797290e-03-1.570395240555825080e-03j)
 (-1.240000000000000000e+02+0.000000000000000000e+00j), (-1.097777607177347937e-02+2.362764208056047054e-03j), (1.094799969049105234e-04-1.264062457591864886e-04j), (-6.823715962395134939e-05-7.400197097379222592e-05j), (8.917093952128909637e-03-1.651527952956185824e-03j)
 (-1.220000000000000000e+02+0.000000000000000000e+00j), (-1.085363722115182533e-02+1.644107710563997519e-03j), (1.151550442843491144e-04-7.463465316114310908e-05j), (-5.647819882114803912e-05-6.323911486820791780e-05j), (9.074671239440680257e-03-1.654123770492715384e-03j)
 (-1.200000000000000000e+02+0.000000000000000000e+00j), (-1.065376161440546171e-02+9.107205066794395697e-04j), (1.201219503851470968e-04-2.233011546870988188e-05j), (-4.553612526767535502e-05-5.032010752262272205e-05j), (9.165708897869022029e-03-1.577494427440279817e-03j)
 (-1.180000000000000000e+02+0.000000000000000000e+00j), (-1.037667533201157635e-02+1.674947907759231154e-04j), (1.242066707647802772e-04+3.011257346260124684e-05j), (-3.557628315216688082e-05-3.544745785083939615e-05j), (9.187973103544104167e-03-1.422017872305783191e-03j)
 (-1.160000000000000000e+02+0.000000000000000000e+00j), (-1.002164537572259803e-02-5.802886054755761278e-04j), (1.272327331911488166e-04+8.230452231667281305e-05j), (-2.672355950437188123e-05-1.886660863497052580e-05j), (9.139802223062102465e-03-1.189172612886264802e-03j)
 (-1.140000000000000000e+02+0.000000000000000000e+00j), (-9.588714107469272982e-03-1.327005780820403151e-03j), (1.290227612362143488e-04+1.338648901273019765e-04j), (-1.905887960283291892e-05-8.600521145034283883e-07j), (9.020115949000158395e-03-8.815605310439304917e-04j)
 (-1.120000000000000000e+02+0.000000000000000000e+00j), (-9.078724443408901432e-03-2.066739063723422535e-03j), (1.294002897003874596e-04+1.844228475518351422e-04j), (-1.261770633774229301e-05+1.825980357327158609e-05j), (8.828421608592615030e-03-5.029172520731602742e-04j)
 (-1.100000000000000000e+02+0.000000000000000000e+00j), (-8.493334713659541138e-03-2.793328993367402095e-03j), (1.281918925956671853e-04+2.336194286291590899e-04j), (-7.390600879239509925e-06+3.815870660116101498e-05j), (8.564818241167122814e-03-5.810921634529982464e-05j)
 (-1.080000000000000000e+02+0.000000000000000000e+00j), (-7.835022345957023959e-03-3.500427972696601182e-03j), (1.252296216448909759e-04+2.811093505379310743e-04j), (-3.325785098353938153e-06+5.848922537339858857e-05j), (8.229998947518737604e-03+4.468833137410381648e-04j)
 (-1.060000000000000000e+02+0.000000000000000000e+00j), (-7.107075833512907156e-03-4.181554665311917190e-03j), (1.203537288209186870e-04+3.265628707460238090e-04j), (-3.335334218890521521e-07+7.889964399797707488e-05j), (7.825251875924487538e-03+1.004997967073919087e-03j)
 (-1.040000000000000000e+02+0.000000000000000000e+00j), (-6.313574788218679311e-03-4.830148325884404785e-03j), (1.134156227195548604e-04+3.696677350402405434e-04j), (1.707878833100429275e-06+9.904273860509173850e-05j), (7.352460031928034767e-03+1.608137212188718570e-03j)
 (-1.020000000000000000e+02+0.000000000000000000e+00j), (-5.459358240650542121e-03-5.439622401279748873e-03j), (1.042809878193123212e-04+4.101312478849080149e-04j), (2.945025070747378527e-06+1.185841135504389101e-04j), (6.814099892352397381e-03+2.247230882426636770e-03j)
 (-1.000000000000000000e+02+0.000000000000000000e+00j), (-4.549981706334855873e-03-6.003416908250357002e-03j), (9.283297987157401211e-05+4.476824706448398602e-04j), (3.541386230466121290e-06+1.372098226269767714e-04j), (6.213238580763933740e-03+2.912314412390295138e-03j)
 (-9.800000000000000000e+01+0.000000000000000000e+00j), (-3.591663871070280289e-03-6.515049273340151048e-03j), (7.897540115603366600e-05+4.820745260832385291e-04j), (3.669058789941004537e-06+1.546330578129954882e-04j), (5.553529136215202937e-03+3.592622678012686102e-03j)
 (-9.600000000000000000e+01+0.000000000000000000e+00j), (-2.591224035738084845e-03-6.968163500512903133e-03j), (6.263575676676116683e-05+5.130869619696608840e-04j), (3.500551397699387244e-06+1.705997512592538460e-04j), (4.839203194965855347e-03+4.276699056468540906e-03j)
 (-9.400000000000000000e+01+0.000000000000000000e+00j), (-1.556011685079879484e-03-7.356577700481377324e-03j), (4.376809730733522254e-05+5.405281051715103615e-04j), (3.201080932119662052e-06+1.848929996644426462e-04j), (4.075060221499672911e-03+4.952519015328600213e-03j)
 (-9.200000000000000000e+01+0.000000000000000000e+00j), (-4.938296922656424792e-04-7.674330161620709044e-03j), (2.235556345243688422e-05+5.642373223398491336e-04j), (2.921725414283499372e-06+1.973362789933864132e-04j), (3.266452285078642534e-03+5.607627208410463811e-03j)
 (-9.000000000000000000e+01+0.000000000000000000e+00j), (5.871472654972718398e-04-7.915724255635782358e-03j), (-1.587437767222055330e-06+5.840870956130521504e-04j), (2.793718321050377181e-06+2.077954677777617959e-04j), (2.419263293934251994e-03+6.229286706971867010e-03j)
 (-8.800000000000000000e+01+0.000000000000000000e+00j), (1.678457526217334633e-03-8.075372543671136688e-03j), (-2.801347833849177245e-05+5.999848221822763833e-04j), (2.924082986956968078e-06+2.161797364726650978e-04j), (1.539881580819285351e-03+6.804638640071075141e-03j)
 (-8.600000000000000000e+01+0.000000000000000000e+00j), (2.771439042992455189e-03-8.148240474734974592e-03j), (-5.684081266557633070e-05+6.118742547291642925e-04j), (3.392714171678417897e-06+2.224413874900822913e-04j), (6.351647873112544048e-04+7.320870170235335532e-03j)
 (-8.400000000000000000e+01+0.000000000000000000e+00j), (3.857316476972506153e-03-8.129690045692996442e-03j), (-8.795256007123376265e-05+6.197365144757185007e-04j), (4.250923732891475432e-06+2.265747460331707624e-04j), (-2.876038778203011395e-04+7.765388404895596022e-03j)
 (-8.200000000000000000e+01+0.000000000000000000e+00j), (4.927287712730534126e-03-8.015523721545257663e-03j), (-1.211963754830439185e-04+6.235906280332282172e-04j), (5.521385257092259223e-06+2.286142074430487449e-04j), (-1.220768730815499593e-03+8.125997556170863959e-03j)
 (-8.000000000000000000e+01+0.000000000000000000e+00j), (5.972608972276969783e-03-7.802028800409551053e-03j), (-1.563846096756407278e-04+6.234935611354275407e-04j), (7.199343810464739173e-06+2.286315451326154536e-04j), (-2.156364514583622698e-03+8.391076427171689431e-03j)
 (-7.800000000000000000e+01+0.000000000000000000e+00j), (6.984677959208538019e-03-7.486022256758324833e-03j), (-1.932949572588590632e-04+6.195397442893125876e-04j), (9.254905372387734104e-06+2.267325775445864524e-04j), (-3.086189247709998813e-03+8.549753136489542105e-03j)
 (-7.600000000000000000e+01+0.000000000000000000e+00j), (7.955114706509785680e-03-7.064895918541419864e-03j), (-2.316715914594647907e-04+6.118601051365047403e-04j), (1.163618780828095098e-05+2.230532862169966844e-04j), (-4.001886796307399866e-03+8.592073905972132802e-03j)
 (-7.400000000000000000e+01+0.000000000000000000e+00j), (8.875840010564206919e-03-6.536661640068104455e-03j), (-2.712267884794065031e-04+6.006206380751482254e-04j), (1.427310131092817835e-05+2.177554728455134811e-04j), (-4.895038556881463679e-03+8.509162738881548629e-03j)
 (-7.200000000000000000e+01+0.000000000000000000e+00j), (9.739151493481710067e-03-5.899995934898534349e-03j), (-3.116430491686360792e-04+5.860205522694751906e-04j), (1.708152923570127818e-05+2.110220432670181149e-04j), (-5.757263244192382771e-03+8.293368910508866834e-03j)
 (-7.000000000000000000e+01+0.000000000000000000e+00j), (1.053779743373890049e-02-5.154283343437626383e-03j), (-3.525757300089173477e-04+5.682900441418850751e-04j), (1.996769694339557358e-05+2.030520115291883096e-04j), (-6.580323395665502000e-03+7.938399381007732805e-03j)
 (-6.800000000000000000e+01+0.000000000000000000e+00j), (1.126504853423296142e-02-4.299657639560371808e-03j), (-3.936561970627001287e-04+5.476877401418465095e-04j), (2.283254252854588609e-05+1.940553274064767922e-04j), (-7.356236851312581565e-03+7.439433515568913587e-03j)
 (-6.600000000000000000e+01+0.000000000000000000e+00j), (1.191476775534785343e-02-3.337039839165883461e-03j), (-4.344955139789804903e-04+5.244978510440182059e-04j), (2.557593471385062969e-05+1.842476444349129170e-04j), (-8.077391161890365434e-03+6.793217850606506937e-03j)
 (-6.400000000000000000e+01+0.000000000000000000e+00j), (1.248147823196256792e-02-2.268171869000455178e-03j), (-4.746886672629889144e-04+4.990270717901694898e-04j), (2.810061553495342003e-05+1.738451603434518406e-04j), (-8.736658632275946454e-03+5.998139063049522622e-03j)
 (-6.200000000000000000e+01+0.000000000000000000e+00j), (1.296042912576114876e-02-1.095644692337951294e-03j), (-5.138193183866981853e-04+4.716012527901241062e-04j), (3.031577525509370985e-05+1.630596745979930116e-04j), (-9.327509532809757573e-03+5.054273766997053295e-03j)
 (-6.000000000000000000e+01+0.000000000000000000e+00j), (1.334765905015773517e-02+1.770803269592136965e-04j), (-5.514650532792614345e-04+4.425618614970036244e-04j), (3.214019185185527157e-05+1.520940153958533453e-04j), (-9.844120916227308907e-03+3.963414260020579893e-03j)
 (-5.800000000000000000e+01+0.000000000000000000e+00j), (1.364005646036791676e-02+1.545658006979861885e-03j), (-5.872030763655087604e-04+4.122622486060825969e-04j), (3.350488629441703800e-05+1.411379879002424328e-04j), (-1.028147846563442526e-02+2.729069851871160184e-03j)
 (-5.600000000000000000e+01+0.000000000000000000e+00j), (1.383541614367130718e-02+3.004854979810533868e-03j), (-6.206162703179789880e-04+3.810637325812589547e-04j), (3.435525783108668661e-05+1.303649845930300458e-04j), (-1.063546887005488092e-02+1.356443913431853304e-03j)
 (-5.400000000000000000e+01+0.000000000000000000e+00j), (1.393249069396960971e-02+4.548555347050125749e-03j), (-6.512995161969223779e-04+3.493315199767196475e-04j), (3.465267186746007015e-05+1.199293762898725351e-04j), (-1.090296037527009945e-02-1.476127328452677963e-04j)
 (-5.200000000000000000e+01+0.000000000000000000e+00j), (1.393103562968734180e-02+6.169777160243239238e-03j), (-6.788661440189151493e-04+3.174304871090452671e-04j), (3.437547872356148607e-05+1.099647689098616775e-04j), (-1.108186938287023492e-02-1.774671012098482607e-03j)
 (-5.000000000000000000e+01+0.000000000000000000e+00j), (1.383184663321414438e-02+7.860700316400914128e-03j), (-7.029543633139403395e-04+2.857208603069575584e-04j), (3.351944693686151176e-05+1.005831682483848108e-04j), (-1.117121126105116886e-02-3.514813916220554599e-03j)
 (-4.800000000000000000e+01+0.000000000000000000e+00j), (1.363678726966075297e-02+9.612706214934660723e-03j), (-7.232335089019922619e-04+2.545538459258326106e-04j), (3.209760204019144358e-05+9.187504577998207005e-05j), (-1.117113387617564742e-02-5.356746128152504137e-03j)
 (-4.600000000000000000e+01+0.000000000000000000e+00j), (1.334880549587799843e-02+1.141642925345336471e-02j), (-7.394099304458087328e-04+2.242672758760482963e-04j), (3.013947258842147777e-05+8.391024691120179931e-05j), (-1.108293274252373888e-02-7.287920851995968383e-03j)
 (-4.400000000000000000e+01+0.000000000000000000e+00j), (1.297193730675478586e-02+1.326181995468780038e-02j), (-7.512323561793683409e-04+1.951813477136090996e-04j), (2.768976051500688512e-05+7.673963364298047737e-05j), (-1.090904710619161611e-02-9.294681528862043518e-03j)
 (-4.200000000000000000e+01+0.000000000000000000e+00j), (1.251129598960887095e-02+1.513821922501104242e-02j), (-7.584965717307337162e-04+1.675945485624268419e-04j), (2.480647256618318889e-05+7.039731083532215947e-05j), (-1.065303671455984647e-02-1.136241596170306511e-02j)
 (-4.000000000000000000e+01+0.000000000000000000e+00j), (1.197304566899366415e-02+1.703444295702282937e-02j), (-7.610492736185783943e-04+1.417798577304299479e-04j), (2.155857249635308813e-05+6.490325322598155026e-05j), (-1.031953946202951791e-02-1.347572027828405038e-02j)
 (-3.800000000000000000e+01+0.000000000000000000e+00j), (1.136435811860193532e-02+1.893887591513548213e-02j), (-7.587909826590320166e-04+1.179813227406362392e-04j), (1.802323798782190013e-05+6.026613208299979262e-05j), (-9.914210533109949972e-03-1.561857012682989730e-02j)
 (-3.600000000000000000e+01+0.000000000000000000e+00j), (1.069335218461388987e-02+2.083957359453840821e-02j), (-7.516779335542448336e-04+9.641109708997654343e-05j), (1.428282939812384129e-05+5.648613756960668789e-05j), (-9.443644073537090650e-03-1.777449651935287048e-02j)
 (-3.400000000000000000e+01+0.000000000000000000e+00j), (9.969015592207544629e-03+2.272437053008686050e-02j), (-7.397228914264649281e-04+7.724701546350116728e-05j), (1.042169675996603715e-05+5.355760573834653532e-05j), (-8.915278798052636566e-03-1.992676380785858223e-02j)
 (-3.200000000000000000e+01+0.000000000000000000e+00j), (9.201109377109250795e-03+2.458099336105808858e-02j), (-7.229948819766980790e-04+6.063076407920154855e-05j), (6.522964472410019779e-06+5.147128618042090922e-05j), (-8.337289280284550241e-03-2.205854739244172621e-02j)
 (-3.000000000000000000e+01+0.000000000000000000e+00j), (8.400055677822612296e-03+2.639717683708074983e-02j), (-7.016178573112276254e-04+4.666668156172645978e-05j), (2.665437885310422356e-06+5.021612500507794584e-05j), (-7.718464957895255704e-03-2.415310891098921761e-02j)
 (-2.800000000000000000e+01+0.000000000000000000e+00j), (7.576810121169962747e-03+2.816078088442062685e-02j), (-6.757683525298697558e-04+3.542120089734460939e-05j), (-1.079228627128498239e-06+4.978048424705791314e-05j), (-7.068079118634036304e-03-2.619396684068942341e-02j)
 (-2.600000000000000000e+01+0.000000000000000000e+00j), (6.742720513644075847e-03+2.985990684234766240e-02j), (-6.456722174636533342e-04+2.692291750244251155e-05j), (-4.648976616621904894e-06+5.015276863437400723e-05j), (-6.395750305869331125e-03-2.816506064437990925e-02j)
 (-2.400000000000000000e+01+0.000000000000000000e+00j), (5.909373994503961704e-03+3.148301102607406476e-02j), (-6.116005324271457872e-04+2.116324420385775175e-05j), (-7.993298778825554517e-06+5.132147941683515470e-05j), (-5.711298693327287145e-03-3.005090681247479800e-02j)
 (-2.200000000000000000e+01+0.000000000000000000e+00j), (5.088435196305257299e-03+3.301901387284611467e-02j), (-5.738648358504190366e-04+1.809759282182268103e-05j), (-1.107463124222766579e-05+5.327475853785149351e-05j), (-5.024600027879556029e-03-3.183674537639932106e-02j)
 (-2.000000000000000000e+01+0.000000000000000000e+00j), (4.291478280171139373e-03+3.445740307595805685e-02j), (-5.328118048930459904e-04+1.764700563159625908e-05j), (-1.386914362369421494e-05+5.599952146817622703e-05j), (-4.345439728032494953e-03-3.350867569512824828e-02j)
 (-1.800000000000000000e+01+0.000000000000000000e+00j), (3.529815955457473505e-03+3.578832930058031825e-02j), (-4.888175376517416015e-04+1.970014942094487010e-05j), (-1.636692286655979867e-05+5.948030119978778740e-05j), (-3.683369657826471820e-03-3.505378053618699724e-02j)
 (-1.600000000000000000e+01+0.000000000000000000e+00j), (2.814328749021355412e-03+3.700269329661672740e-02j), (-4.422815876391779214e-04+2.411558083170108028e-05j), (-1.857158063361727583e-05+6.369793810894775214e-05j), (-3.047569976297112137e-03-3.646023768081391864e-02j)
 (-1.400000000000000000e+01+0.000000000000000000e+00j), (2.155297854221884229e-03+3.809222346756904048e-02j), (-3.936208982890818608e-04+3.072419432020678218e-05j), (-2.049934346543517841e-05+6.862825073173929287e-05j), (-2.446718297920442726e-03-3.771741847552281812e-02j)
 (-1.200000000000000000e+01+0.000000000000000000e+00j), (1.562244863746592438e-03+3.904954321023217101e-02j), (-3.432637778887949465e-04+3.933177301106838405e-05j), (-2.217770779362815547e-05+7.424081211939620765e-05j), (-1.888868196914652480e-03-3.881597292590325404e-02j)
 (-1.000000000000000000e+01+0.000000000000000000e+00j), (1.043781576285830823e-03+3.986822759754757306e-02j), (-2.916440441568040015e-04+4.972157708625898139e-05j), (-2.364375670015864223e-05+8.049793736091237191e-05j), (-1.381338855791549788e-03-3.974790108145906387e-02j)
 (-8.000000000000000000e+00+0.000000000000000000e+00j), (6.074728707088018938e-04+4.054284922610042197e-02j), (-2.391954532800033377e-04+6.165692286961635946e-05j), (-2.494224135801006119e-05+8.735396262405391613e-05j), (-9.306174041334262792e-04-4.050661059221802307e-02j)
 (-6.000000000000000000e+00+0.000000000000000000e+00j), (2.597153708226060636e-04+4.106901328125266148e-02j), (-1.863465112079503144e-04+7.488372685191915551e-05j), (-2.612352756111300031e-05+9.475486743683689966e-05j), (-5.422752249605245411e-04-4.108696042972476842e-02j)
 (-4.000000000000000000e+00+0.000000000000000000e+00j), (5.634288943861165493e-06+4.144338207870855439e-02j), (-1.335157459674166200e-04+8.913301077475847454e-05j), (-2.724149764006643184e-05+1.026382625869434701e-04j), (-2.208992303868149455e-04-4.148529085885507839e-02j)
 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-1.509995513508303024e-04+4.166368951468835125e-02j), (-8.110749931776097411e-05+1.041233847103451428e-04j), (-2.835148202051233460e-05+1.109337382958540212e-04j), (2.996116815477542971e-05-4.169943982559538853e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-2.078309417037589926e-04+4.172874599288192016e-02j), (-2.950827484922787617e-05+1.195635430560039269e-04j), (-2.950827484922786601e-05+1.195635430560062308e-04j), (2.078309417037589926e-04-4.172874599288192016e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j), (1.639586502767236540e-04-4.163843449178134676e-02j), (-2.091634169184553423e-05-1.351548219108329729e-04j), (3.076426688789204110e-05-1.284435439349675460e-04j), (-3.113299872354416170e-04+4.157403871544214369e-02j)
 (4.000000000000000000e+00+0.000000000000000000e+00j), (1.995027658676845264e-05-4.139369848973942917e-02j), (-6.982419476047685772e-05-1.505938741192519971e-04j), (3.216770869151199479e-05-1.374844048866803357e-04j), (-3.401773934963744743e-04+4.123761529878670201e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j), (-2.221665644480629021e-04-4.099652247798577648e-02j), (-1.168985282660125764e-04-1.655755194494699283e-04j), (3.376110020173401290e-05-1.465929107792071477e-04j), (-2.951797266155877539e-04+4.072320594013124212e-02j)
 (8.000000000000000000e+00+0.000000000000000000e+00j), (-5.589364241883028675e-04-4.044990576678846733e-02j), (-1.618494530628268807e-04-1.797958214934987234e-04j), (3.557969117510780178e-05-1.556733611653194108e-04j), (-1.782038536696140712e-04+4.003592680245026542e-02j)
 (1.000000000000000000e+01+0.000000000000000000e+00j), (-9.855308112733174915e-04-3.975783023174943309e-02j), (-2.044149682127347704e-04-1.929554300180654793e-04j), (3.765007168070943702e-05-1.646289587478444308e-04j), (7.864973812883663265e-06+3.918222172871497350e-02j)
 (1.200000000000000000e+01+0.000000000000000000e+00j), (-1.495824411620549693e-03-3.892522256243915318e-02j), (-2.443616021148083302e-04-2.047632082901769130e-04j), (3.998883393976747906e-05-1.733631223812146730e-04j), (2.591788682761327327e-04+3.816979316224542590e-02j)
 (1.400000000000000000e+01+0.000000000000000000e+00j), (-2.082491168753356024e-03-3.795791147213973399e-02j), (-2.814847459653131516e-04-2.149401404950845862e-04j), (4.260129602295723960e-05-1.817806626704557651e-04j), (5.709958103928321899e-04+3.700752290090816854e-02j)
 (1.600000000000000000e+01+0.000000000000000000e+00j), (-2.737118309865794671e-03-3.686258021445942834e-02j), (-3.156087538054537034e-04-2.232234863680266235e-04j), (4.548029361115010056e-05-1.897887692327059137e-04j), (9.377596837030483098e-04+3.570538337657615940e-02j)
 (1.800000000000000000e+01+0.000000000000000000e+00j), (-3.450336105123364035e-03-3.564671463959168118e-02j), (-3.465868804968732391e-04-2.293711205580249853e-04j), (4.860506669649023576e-05-1.972977720398991382e-04j), (1.353190483918435480e-03+3.427434021533574959e-02j)
 (2.000000000000000000e+01+0.000000000000000000e+00j), (-4.211960902124954435e-03-3.431854691971749499e-02j), (-3.743011214713963162e-04-2.331659652528715772e-04j), (5.194029166188367800e-05-2.042216546138973310e-04j), (1.810383236431417891e-03+3.272624689637589762e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j), (-5.011148787353836634e-03-3.288699498859996850e-02j), (-3.986620064639601578e-04-2.344203985304559458e-04j), (5.543533304575161516e-05-2.104783138623965487e-04j), (2.301914064788129245e-03+3.107373238633675747e-02j)
