# # Angle (deg), theta pol E-plane, phi pol E-plane, theta pol H-plane, phi pol H-plane
 (2.400000000000000000e+01+0.000000000000000000e+00j), (-5.836557093826398070e-03-3.136159768286340965e-02j), (-4.196083843817261807e-04-2.329804999767469973e-04j), (5.902381058498898977e-05-2.159895796125873180e-04j), (2.819951782411339938e-03+2.933008267920253487e-02j)
 (2.600000000000000000e+01+0.000000000000000000e+00j), (-6.676510899921621681e-03-2.975244554810606637e-02j), (-4.371072189781350509e-04-2.287299812753335298e-04j), (6.262359285811652180e-05-2.206810258320239624e-04j), (3.356373329881123455e-03+2.750911721815516020e-02j)
 (2.800000000000000000e+01+0.000000000000000000e+00j), (-7.519171648389095727e-03-2.807010728610955311e-02j), (-4.511533962928127831e-04-2.215936442309669578e-04j), (6.613733622269328950e-05-2.244816242820917409e-04j), (3.902881350608498369e-03+2.562506121432966966e-02j)
 (3.000000000000000000e+01+0.000000000000000000e+00j), (-8.352705055553475214e-03-2.632555187172131578e-02j), (-4.617695262311687240e-04-2.115402129635618759e-04j), (6.945368440111690251e-05-2.273233088000371955e-04j), (4.451122188574386206e-03+2.369241490805603853e-02j)
 (3.200000000000000000e+01+0.000000000000000000e+00j), (-9.165445576423491766e-03-2.453006645853985160e-02j), (-4.690057035856425873e-04-1.985844010321664269e-04j), (7.244922837672686906e-05-2.291405331530559292e-04j), (4.992802602622447780e-03+2.172582084171717498e-02j)
 (3.400000000000000000e+01+0.000000000000000000e+00j), (-9.946054838293773986e-03-2.269517031772009738e-02j), (-4.729391795871759336e-04-1.827880975190499359e-04j), (7.499129752841858347e-05-2.298699158724908076e-04j), (5.519803522214834085e-03+1.973993023128594107e-02j)
 (3.600000000000000000e+01+0.000000000000000000e+00j), (-1.068367164887213533e-02-2.083252520787427092e-02j), (-4.736738849075135607e-04-1.642605873943409609e-04j), (7.694161160095276480e-05-2.294500700430619202e-04j), (6.024289219275427189e-03+1.774926953805238544e-02j)
 (3.800000000000000000e+01+0.000000000000000000e+00j), (-1.136805141923486265e-02-1.895384274785023512e-02j), (-4.713397398439952393e-04-1.431577589184456227e-04j), (7.816077085598002424e-05-2.278217132417994562e-04j), (6.498810339711502682e-03+1.576810835535950861e-02j)
 (4.000000000000000000e+01+0.000000000000000000e+00j), (-1.198969311025843698e-02-1.707078954818022631e-02j), (-4.660916878008241823e-04-1.196802920339948116e-04j), (7.851350147716502220e-05-2.249281416353931639e-04j), (6.936399326677754502e-03+1.381032973966205696e-02j)
 (4.200000000000000000e+01+0.000000000000000000e+00j), (-1.253995210604052363e-02-1.519489104017592365e-02j), (-4.581083943275983915e-04-9.407086394339819800e-05j), (7.787450901489526326e-05-2.207161322100731360e-04j), (7.330656876342488658e-03+1.188930413264846844e-02j)
 (4.400000000000000000e+01+0.000000000000000000e+00j), (-1.301113773109431083e-02-1.333743511268436002e-02j), (-4.475905656432174751e-04-6.661044854259694583e-05j), (7.613472920984357714e-05-2.151373085838874030e-04j), (7.675828196897728148e-03+1.001776804234226666e-02j)
 (4.600000000000000000e+01+0.000000000000000000e+00j), (-1.339659445147664552e-02-1.150937681443093066e-02j), (-4.347588570867643408e-04-3.761382240212209082e-05j), (7.320770828502099869e-05-2.081499701136201074e-04j), (7.966867994161352939e-03+8.207708675463118789e-03j)
 (4.800000000000000000e+01+0.000000000000000000e+00j), (-1.369076612535953356e-02-9.721245494731859532e-03j), (-4.198513622277116951e-04-7.424419218247953286e-06j), (6.903579914977992589e-05-1.997213432682617236e-04j), (8.199493283667477067e-03+6.470255738670591984e-03j)
 (5.000000000000000000e+01+0.000000000000000000e+00j), (-1.388924298829569658e-02-7.983055828818870492e-03j), (-4.031206960483944076e-04+2.359130468114933033e-05j), (6.359583087993380139e-05-1.898301715420196742e-04j), (8.370223330570556591e-03+4.815581648655060422e-03j)
 (5.200000000000000000e+01+0.000000000000000000e+00j), (-1.398879136585658677e-02-6.304224199839404338e-03j), (-3.848307090840710960e-04+5.504982018896406934e-05j), (5.690390034800420715e-05-1.784695191807194681e-04j), (8.476406245130477246e-03+3.252811404683212271e-03j)
 (5.400000000000000000e+01+0.000000000000000000e+00j), (-1.398736639582363363e-02-4.693491883865619739e-03j), (-3.652528919891119595e-04+8.655661601302265832e-05j), (4.901894960808536611e-05-1.656496286440800418e-04j), (8.516232011814327610e-03+1.789943375068150152e-03j)
 (5.600000000000000000e+01+0.000000000000000000e+00j), (-1.388410830928560151e-02-3.158856405624955749e-03j), (-3.446625500722595801e-04+1.177122638713108834e-04j), (4.004483148499116168e-05-1.514006458592446331e-04j), (8.488732001248208703e-03+4.337822231398517176e-04j)
 (5.800000000000000000e+01+0.000000000000000000e+00j), (-1.367932306161205418e-02-1.707512302332864695e-03j), (-3.233348434888315068e-04+1.481183089451193859e-04j), (3.013062772978168953e-05-1.357750142328751123e-04j), (8.393765301366941031e-03-8.101148594933426164e-04j)
 (6.000000000000000000e+01+0.000000000000000000e+00j), (-1.337444831812592203e-02-3.458023545888647067e-04j), (-3.015407998950569730e-04+1.773828596006972263e-04j), (1.946906606904441007e-05-1.188493404217367524e-04j), (8.231992499911557071e-03-1.937477541733353655e-03j)
 (6.200000000000000000e+01+0.000000000000000000e+00j), (-1.297200598396112091e-02+9.208198773678824686e-04j), (-2.795434117756191803e-04+2.051257781321357237e-04j), (8.292979674361136531e-06-1.007255530694987092e-04j), (8.004837845428221244e-03-2.945346435553749045e-03j)
 (6.400000000000000000e+01+0.000000000000000000e+00j), (-1.247554262214401778e-02+2.087815628895459390e-03j), (-2.575939301300260312e-04+2.309834040583911370e-04j), (-3.130141269082719114e-06-8.153120965519483241e-05j), (7.714440996753456174e-03-3.832081135169687278e-03j)
 (6.600000000000000000e+01+0.000000000000000000e+00j), (-1.188955922766690015e-02+3.151574314834589257e-03j), (-2.359284599918845570e-04+2.546127710100349857e-04j), (-1.450534835348696371e-05-6.141885426802468724e-05j), (7.363599828846409227e-03-4.597351715900456492e-03j)
 (6.800000000000000000e+01+0.000000000000000000e+00j), (-1.121943191755850507e-02+4.109414714156661361e-03j), (-2.147649520198310707e-04+2.756953053968018235e-04j), (-2.551892459062516389e-05-4.056438709217263306e-05j), (6.955705982381228843e-03-5.242113482031691106e-03j)
 (7.000000000000000000e+01+0.000000000000000000e+00j), (-1.047132515696189842e-02+4.959574245862931156e-03j), (-1.943006691263874427e-04+2.939400181954559058e-04j), (-3.584821664041116959e-05-1.916447007546001431e-05j), (6.494675012691668130e-03-5.768565078327024358e-03j)
 (7.200000000000000000e+01+0.000000000000000000e+00j), (-9.652099168225316411e-03+5.701186916883396912e-03j), (-1.747101889880970217e-04+3.090862192057650592e-04j), (-4.517219221018020669e-05+2.566942631785164916e-06j), (5.984873098811417311e-03-6.180090433905304111e-03j)
 (7.400000000000000000e+01+0.000000000000000000e+00j), (-8.769213163393832847e-03+6.334250793521283875e-03j), (-1.561439835528298373e-04+3.209057954306086054e-04j), (-5.318226058824681570e-05+2.440280184768996930e-05j), (5.431042306226951423e-03-6.481185376572872262e-03j)
 (7.600000000000000000e+01+0.000000000000000000e+00j), (-7.830626000033882872e-03+6.859586088630327885e-03j), (-1.387275964966038758e-04+3.292051018407695447e-04j), (-5.959287722621601894e-05+4.610769171840631292e-05j), (4.838226351677389625e-03-6.677370124726443763e-03j)
 (7.800000000000000000e+01+0.000000000000000000e+00j), (-6.844695786569588575e-03+7.278785157632805536e-03j), (-1.225614199582318804e-04+3.338265141600980815e-04j), (-6.415146472781390577e-05+6.744285856119853107e-05j), (4.211698693126267150e-03-6.775089215724209961e-03j)
 (8.000000000000000000e+01+0.000000000000000000e+00j), (-5.820079857826359129e-03+7.594155849691553231e-03j), (-1.077210535033568226e-04+3.346496902821218954e-04j), (-6.664722129576914505e-05+8.817129270775573180e-05j), (3.556894565710243521e-03-6.781600747160905669e-03j)
 (8.200000000000000000e+01+0.000000000000000000e+00j), (-4.765636407136008244e-03+7.808659759821388879e-03j), (-9.425821155195556410e-05+3.315925805385667286e-04j), (-6.691845037971130719e-05+1.080626179905742380e-04j), (2.879348312603449093e-03-6.704857074804193920e-03j)
 (8.400000000000000000e+01+0.000000000000000000e+00j), (-3.690328902468246065e-03+7.925846969726433114e-03j), (-8.220213058794916938e-05+3.246122183697106077e-04j), (-6.485812701828900205e-05+1.268975642306954517e-04j), (2.184637030416497136e-03-6.553379314179595336e-03j)
 (8.600000000000000000e+01+0.000000000000000000e+00j), (-2.603134236328121572e-03+7.949788848470440775e-03j), (-7.156141429939286245e-05+3.137053129975401642e-04j), (-6.041751101491781440e-05+1.444718354114626836e-04j), (1.478331178064736830e-03-6.336128121062494130e-03j)
 (8.800000000000000000e+01+0.000000000000000000e+00j), (-1.512955369576944207e-03+7.885010410115534871e-03j), (-6.232624322418796824e-05+2.989086552940633883e-04j), (-5.360771779019050915e-05+1.605992367321989870e-04j), (7.659524051842353130e-04-6.062373272269801563e-03j)
 (9.000000000000000000e+01+0.000000000000000000e+00j), (-4.285390358049207937e-04+7.736423598196233951e-03j), (-5.447086537425938486e-05+2.802993377539291756e-04j), (-4.449925758511576900e-05+1.751139828978645141e-04j), (5.293846233216854846e-05-5.741564529094670202e-03j)
 (9.200000000000000000e+01+0.000000000000000000e+00j), (6.416011161694349643e-04+7.509262692738656424e-03j), (-4.795627569171563131e-05+2.579947796751900211e-04j), (-3.321964619026398504e-05+1.878721726231351123e-04j), (-6.553853177742680275e-04-5.383206142746136715e-03j)
 (9.400000000000000000e+01+0.000000000000000000e+00j), (1.689255740227442459e-03+7.209022823073828537e-03j), (-4.273298527950122612e-05+2.321525394948132802e-04j), (-1.994927005609547539e-05+1.987524750378639278e-04j), (-1.353828809724895704e-03-4.996737159729539718e-03j)
 (9.600000000000000000e+01+0.000000000000000000e+00j), (2.706585325121006573e-03+6.841402329279475114e-03j), (-3.874377661869083631e-05+2.029698877854864295e-04j), (-4.915751366418881920e-06+2.076561273996344807e-04j), (-2.037355267366271726e-03-4.591419414626904220e-03j)
 (9.800000000000000000e+01+0.000000000000000000e+00j), (3.686180122148502089e-03+6.412249458414742004e-03j), (-3.592633912963453884e-05+1.706831067695267648e-04j), (1.161289809419760547e-05+2.145063858991012168e-04j), (-2.701096183494665695e-03-4.176234771042516315e-03j)
 (1.000000000000000000e+02+0.000000000000000000e+00j), (4.621114643730669415e-03+5.927513621293217100e-03j), (-3.421568128677188772e-05+1.355664755104440586e-04j), (2.933602248923437375e-05+2.192475991148019280e-04j), (-3.340364248411163781e-03-3.759792804128927156e-03j)
 (1.020000000000000000e+02+0.000000000000000000e+00j), (5.504996965417292831e-03+5.393201184175168417e-03j), (-3.354622189583887545e-05+9.793089453609455004e-05j), (4.792865158634250478e-05+2.218440848907338051e-04j), (-3.950665830903309604e-03-3.350249727631417380e-03j)
 (1.040000000000000000e+02+0.000000000000000000e+00j), (6.332013082390835525e-03+4.815335539960506443e-03j), (-3.385347477018329381e-05+5.812210005786154271e-05j), (6.705011281554921012e-05+2.222789855820881256e-04j), (-4.527714324206193533e-03-2.955238973330534882e-03j)
 (1.060000000000000000e+02+0.000000000000000000e+00j), (7.096966552127649715e-03+4.199921006890612769e-03j), (-3.507525825840679883e-05+1.651841687597261195e-05j), (8.635265127855360509e-05+2.205532547209175227e-04j), (-5.067445530783005504e-03-2.581813449737120451e-03j)
 (1.080000000000000000e+02+0.000000000000000000e+00j), (7.795313600494092714e-03+3.552909949643638828e-03j), (-3.715238376837364637e-05-2.647199869892268159e-05j), (1.054898199426804764e-04+2.166848925359475216e-04j), (-5.566036014561888921e-03-2.236399157549935797e-03j)
 (1.100000000000000000e+02+0.000000000000000000e+00j), (8.423193784409720164e-03+2.880172416265680633e-03j), (-4.002880492235364748e-05-7.041446824470553548e-05j), (1.241244438528515059e-04+2.107085019211928025e-04j), (-6.019925043501113925e-03-1.924759537426423521e-03j)
 (1.120000000000000000e+02+0.000000000000000000e+00j), (8.977456197583935302e-03+2.187467540310930776e-03j), (-4.365123998573558148e-05-1.148516842378166360e-04j), (1.419360043659378186e-04+2.026751847481396451e-04j), (-6.425840398604057251e-03-1.651969683871679431e-03j)
 (1.140000000000000000e+02+0.000000000000000000e+00j), (9.455681085751255557e-03+1.480415973566712824e-03j), (-4.796831290254542559e-05-1.593082018921938403e-04j), (1.586273284052669538e-04+1.926527457150356722e-04j), (-6.780827959663351077e-03-1.422399386704582391e-03j)
 (1.160000000000000000e+02+0.000000000000000000e+00j), (9.856196614616041449e-03+7.644726901384600332e-04j), (-5.292929038362616939e-05-2.032955240627440038e-04j), (1.739305007436247707e-04+1.807261221682559843e-04j), (-7.082284615779491956e-03-1.239703863583625819e-03j)
 (1.180000000000000000e+02+0.000000000000000000e+00j), (1.017809041840938081e-02+4.489963321757108153e-05j), (-5.848252152910887340e-05-2.463177481898620822e-04j), (1.876119427179338980e-04+1.669979181170746900e-04j), (-7.327993712059504769e-03-1.106821023910395819e-03j)
 (1.200000000000000000e+02+0.000000000000000000e+00j), (1.042121546062549538e-02-6.732621462836156385e-04j), (-6.457370993239996959e-05-2.878777158914170241e-04j), (1.994766181928157845e-04+1.515888928441571683e-04j), (-7.516161952651857943e-03-1.025974152003914473e-03j)
 (1.220000000000000000e+02+0.000000000000000000e+00j), (1.058618967148426855e-02-1.385220996038457600e-03j), (-7.114416387886934574e-05-3.274835759872578300e-04j), (2.093713378633330123e-04+1.346382418282592887e-04j), (-7.645456450758044732e-03-9.986790074739556287e-04j)
 (1.240000000000000000e+02+0.000000000000000000e+00j), (1.067438879779047944e-02-2.086463714211134017e-03j), (-7.812917640012734439e-05-3.646556425014035592e-04j), (2.171871379713017887e-04+1.163035114981770396e-04j), (-7.715040460396408763e-03-1.025754501369116828e-03j)
 (1.260000000000000000e+02+0.000000000000000000e+00j), (1.068793191672743823e-02-2.772784805353180337e-03j), (-8.545668257423418436e-05-3.989334027668337435e-04j), (2.228607117430304158e-04+9.676000944601116812e-05j), (-7.724606249353561417e-03-1.107336303411533959e-03j)
 (1.280000000000000000e+02+0.000000000000000000e+00j), (1.062965912947201608e-02-3.440315367370321009e-03j), (-9.304632642922278042e-05-4.298825093898279276e-04j), (2.263748741766539140e-04+7.619960641288772577e-05j), (-7.674403579565903730e-03-1.242892952330729899e-03j)
 (1.300000000000000000e+02+0.000000000000000000e+00j), (1.050310106380954005e-02-4.085550833170845109e-03j), (-1.008090448733276725e-04-4.571015755149811168e-04j), (2.277580459155556427e-04+5.482887247871493712e-05j), (-7.565262346676366982e-03-1.431244261432425106e-03j)
 (1.320000000000000000e+02+0.000000000000000000e+00j), (1.031243997414761290e-02-4.705376630466124449e-03j), (-1.086472428765011697e-04-4.802285871295584830e-04j), (2.270827520127923480e-04+3.286654317172860368e-05j), (-7.398608086737859177e-03-1.670582019285508403e-03j)
 (1.340000000000000000e+02+0.000000000000000000e+00j), (1.006246242606529707e-02-5.297090719232859859e-03j), (-1.164555950327138793e-04-4.989467499977262533e-04j), (2.244631477319540796e-04+1.054036667677028895e-05j), (-7.176469273327838218e-03-1.958493166784202721e-03j)
 (1.360000000000000000e+02+0.000000000000000000e+00j), (9.758503781354730885e-03-5.858421927736517758e-03j), (-1.241224665517315221e-04-5.129896024383506607e-04j), (2.200516063916006402e-04-1.191656425109928199e-05j), (-6.901475588405996467e-03-2.291985775505457883e-03j)
 (1.380000000000000000e+02+0.000000000000000000e+00j), (9.406384946551431259e-03-6.387543039472837192e-03j), (-1.315319048441464125e-04-5.221452479991177788e-04j), (2.140344327646534223e-04-3.426984758179896955e-05j), (-6.576846639315593428e-03-2.667518250146407727e-03j)
 (1.400000000000000000e+02+0.000000000000000000e+00j), (9.012342099741540991e-03-6.883077684735216910e-03j), (-1.385661143498251964e-04-5.262595928446211092e-04j), (2.066267977765444343e-04-5.628799401368562386e-05j), (-6.206370896300509622e-03-3.081032225370789347e-03j)
 (1.420000000000000000e+02+0.000000000000000000e+00j), (8.582950352844084460e-03-7.344100256675579336e-03j), (-1.451082950032990993e-04-5.252385094574893529e-04j), (1.980670234827714316e-04-7.774663772797150236e-05j), (-5.794374924434694298e-03-3.527989623655481462e-03j)
 (1.440000000000000000e+02+0.000000000000000000e+00j), (8.125042525787655456e-03-7.770128293089220706e-03j), (-1.510457010703668951e-04-5.190488886797982966e-04j), (1.886103783531563392e-04-9.843253682522071896e-05j), (-5.345683267241702237e-03-4.003414288059315394e-03j)
 (1.460000000000000000e+02+0.000000000000000000e+00j), (7.645624392474438535e-03-8.161107028326571033e-03j), (-1.562727636383129273e-04-5.077185835855481518e-04j), (1.785225684773533218e-04-1.181471793649075758e-04j), (-4.865569595167563814e-03-4.501938507421454280e-03j)
 (1.480000000000000000e+02+0.000000000000000000e+00j), (7.151787895698947899e-03-8.517386108617908125e-03j), (-1.606941175431214391e-04-4.913352885432059006e-04j), (1.680731275007383218e-04-1.367098402029963378e-04j), (-4.359699951896024543e-03-5.017854618738848763e-03j)
 (1.500000000000000000e+02+0.000000000000000000e+00j), (6.650623911522397964e-03-8.839688761118154672e-03j), (-1.642273818209296894e-04-4.700444326686997244e-04j), (1.575289146699964142e-04-1.539599742209184902e-04j), (-3.834069109675812548e-03-5.545171711287955399e-03j)
 (1.520000000000000000e+02+0.000000000000000000e+00j), (6.149136168432067263e-03-9.129073994430806499e-03j), (-1.668055608661196741e-04-4.440461966507029614e-04j), (1.471479250620383425e-04-1.697588789376493841e-04j), (-3.294931178712782061e-03-6.077677279172052742e-03j)
 (1.540000000000000000e+02+0.000000000000000000e+00j), (5.654157891705859258e-03-9.386892669723022678e-03j), (-1.683789596186622628e-04-4.135917841552811725e-04j), (1.371735987761987991e-04-1.839906092739595502e-04j), (-2.748725705304782500e-03-6.609003483286993337e-03j)
 (1.560000000000000000e+02+0.000000000000000000e+00j), (5.172272650843915548e-03-9.614738502579305707e-03j), (-1.689165379685438376e-04-3.789790928231937840e-04j), (1.278297876385151586e-04-1.965621747995096712e-04j), (-2.202000541080811630e-03-7.132697499669152751e-03j)
 (1.580000000000000000e+02+0.000000000000000000e+00j), (4.709740742877356438e-03-9.814395225502018164e-03j), (-1.684066645026563371e-04-3.405479350564034175e-04j), (1.193165009000880301e-04-2.074030910554618828e-04j), (-1.661332775548105076e-03-7.642295257465016659e-03j)
 (1.600000000000000000e+02+0.000000000000000000e+00j), (4.272432254625537287e-03-9.987781252359119108e-03j), (-1.668572649604302426e-04-2.986749557742272528e-04j), (1.118065084376205441e-04-2.164643883556128113e-04j), (-1.133249001465197123e-03-8.131397713786608222e-03j)
 (1.620000000000000000e+02+0.000000000000000000e+00j), (3.865767722467463446e-03-1.013689323620845829e-02j), (-1.642953936775128283e-04-2.537683840764964373e-04j), (1.054428345277861879e-04-2.237172018938120115e-04j), (-6.241461333203375279e-04-8.593748680589048672e-03j)
 (1.640000000000000000e+02+0.000000000000000000e+00j), (3.494667060313040065e-03-1.026374990203515226e-02j), (-1.607662845908041141e-04-2.062627396758398633e-04j), (1.003371309756307978e-04-2.291510754390809553e-04j), (-1.402139295210149349e-04-9.023313115043498853e-03j)
 (1.660000000000000000e+02+0.000000000000000000e+00j), (3.163507167391630803e-03-1.037033747110075767e-02j), (-1.563319602790208833e-04-1.566135947292739117e-04j), (9.656887864529667160e-05-2.327721081189206497e-04j), (3.126397153807707616e-04-9.414354712820158580e-03j)
 (1.680000000000000000e+02+0.000000000000000000e+00j), (2.876088369503567235e-03-1.045855788210263947e-02j), (-1.510694918850845976e-04-1.052924691111171876e-04j), (9.418533416936455017e-05-2.346010616396766247e-04j), (7.288597357983333906e-04-9.761511604941968540e-03j)
 (1.700000000000000000e+02+0.000000000000000000e+00j), (2.635609602221795564e-03-1.053018086685600721e-02j), (-1.450690091668756221e-04-5.278191400036961323e-05j), (9.320211593772198089e-05-2.346715264551294531e-04j), (1.103310243696614679e-03-1.005986895374773316e-02j)
 (1.720000000000000000e+02+0.000000000000000000e+00j), (2.444652022702854637e-03-1.058680076689245617e-02j), (-1.384315586035903076e-04+4.291834674462279804e-07j), (9.360431159493569234e-05-2.330282229755507352e-04j), (1.431335487274505410e-03-1.030502727110112725e-02j)
 (1.740000000000000000e+02+0.000000000000000000e+00j), (2.305170547073289496e-03-1.062979879476636316e-02j), (-1.312668993285681315e-04+5.385006144269207436e-05j), (9.534798842064167400e-05-2.297254910131031288e-04j), (1.708814746166268219e-03-1.049316534023593539e-02j)
 (1.760000000000000000e+02+0.000000000000000000e+00j), (2.218492659442603248e-03-1.066031126198783985e-02j), (-1.236913130653708197e-04+1.069923136987498868e-04j), (9.836199738001339299e-05-2.248259999825694632e-04j), (1.932210587240706327e-03-1.062109670849260140e-02j)
 (1.780000000000000000e+02+0.000000000000000000e+00j), (2.185323730657922486e-03-1.067920412486560514e-02j), (-1.158254869791157610e-04+1.593739043469937552e-04j), (1.025499797097065193e-04-2.183996958837168144e-04j), (2.098609999890490262e-03-1.068631882778694163e-02j)
 (1.800000000000000000e+02+0.000000000000000000e+00j), (2.205758021583789814e-03-1.068705404840670017e-02j), (-1.077925093745239657e-04+2.105229897947421679e-04j), (1.077925093745232609e-04-2.105229897947427100e-04j), (2.205758021583788947e-03-1.068705404840669844e-02j)
